Station Name,model and version,XL2 S/N
LakeHodges_SDGCRK,Sutron XLink 500 Version 8.28 Build  8:19:24 10/11/2019 revision 3127,1911367
Label,Meas Type,Slope,Offset,Equation
PT Level,SDI-12,1.000000,-7.750000,Off
Flow_cfs,Meta,1.000000,0.000000,Off
Curr_pacing,Meta,1.000000,0.000000,Off
FlowVolume,Meta,1.000000,0.000000,Off
Aliquot_Num,Meta,1.000000,0.000000,Off
02/20/2020,23:48:46,Reset Powerup,1,,G
02/20/2020,23:48:49,Battery,12.68,V,G
02/20/2020,23:48:49,Internal Temp,31.42,C,G
02/20/2020,23:51:37,System Error: Cell SIM Error,5582,,G
02/20/2020,23:52:33,USB Cable,1,,G
02/20/2020,23:52:53,Upgrade Start,8.27,,G
02/20/2020,23:52:53,Rev Start,3087,,G
02/20/2020,23:53:08,Reset Soft,1,,G
02/20/2020,23:53:08,Upgrade Complete,8.28,,G
02/20/2020,23:53:08,Rev Complet,3127,,G
02/20/2020,23:53:11,Battery,12.63,V,G
02/20/2020,23:53:11,Internal Temp,31.00,C,G
02/20/2020,23:53:16,USB Cable,1,,G
02/20/2020,23:54:37,Setup Change,0,,G
02/20/2020,23:55:53,Setup Change,0,,G
02/20/2020,23:56:00,Recording,1,,G
02/20/2020,23:56:00,PT Level,-99999.00,in,B
02/20/2020,23:56:02,System Error: SDI-12 comm failure,5542,,G
02/20/2020,23:56:00,Flow_cfs,-99999.00,,B
02/20/2020,23:56:03,SDI XDT,0,,G
02/20/2020,23:56:00,FlowVolume,-99999.00,,B
02/20/2020,23:56:09,System Error: Cell SIM Error,5582,,G
02/20/2020,23:56:25,Setup Change,0,,G
02/20/2020,23:56:42,USB Cable,0,,G
02/21/2020,21:57:12,Reset Powerup,2,,G
02/21/2020,21:57:15,SDI XDT,0,,G
02/21/2020,21:57:15,Battery,12.69,V,G
02/21/2020,21:57:15,Internal Temp,30.82,C,G
02/21/2020,22:00:00,PT Level,-0.00,in,G
02/21/2020,22:00:00,Flow_cfs,0.00,,G
02/21/2020,22:00:00,FlowVolume,0.00,,G
02/21/2020,22:05:00,PT Level,-0.00,in,G
02/21/2020,22:05:00,Flow_cfs,0.00,,G
02/21/2020,22:05:00,FlowVolume,0.00,,G
02/21/2020,22:10:00,PT Level,0.00,in,G
02/21/2020,22:10:00,Flow_cfs,0.00,,G
02/21/2020,22:10:00,FlowVolume,0.00,,G
02/21/2020,22:15:00,PT Level,0.00,in,G
02/21/2020,22:15:00,Flow_cfs,0.00,,G
02/21/2020,22:15:00,FlowVolume,0.00,,G
02/21/2020,22:20:00,PT Level,-0.00,in,G
02/21/2020,22:20:00,Flow_cfs,0.00,,G
02/21/2020,22:20:00,FlowVolume,0.00,,G
02/21/2020,22:25:00,PT Level,0.00,in,G
02/21/2020,22:25:00,Flow_cfs,0.00,,G
02/21/2020,22:25:00,FlowVolume,0.00,,G
02/21/2020,22:30:00,PT Level,0.00,in,G
02/21/2020,22:30:00,Flow_cfs,0.00,,G
02/21/2020,22:30:00,FlowVolume,0.00,,G
02/21/2020,22:35:00,PT Level,0.00,in,G
02/21/2020,22:35:00,Flow_cfs,0.00,,G
02/21/2020,22:35:00,FlowVolume,0.00,,G
02/21/2020,22:40:00,PT Level,-0.00,in,G
02/21/2020,22:40:00,Flow_cfs,0.00,,G
02/21/2020,22:40:00,FlowVolume,0.00,,G
02/21/2020,22:45:00,PT Level,-0.00,in,G
02/21/2020,22:45:00,Flow_cfs,0.00,,G
02/21/2020,22:45:00,FlowVolume,0.00,,G
02/21/2020,22:50:00,PT Level,-0.00,in,G
02/21/2020,22:50:00,Flow_cfs,0.00,,G
02/21/2020,22:50:00,FlowVolume,0.00,,G
02/21/2020,22:55:00,PT Level,-0.00,in,G
02/21/2020,22:55:00,Flow_cfs,0.00,,G
02/21/2020,22:55:00,FlowVolume,0.00,,G
02/21/2020,23:00:00,PT Level,-0.00,in,G
02/21/2020,23:00:00,Flow_cfs,0.00,,G
02/21/2020,23:00:00,FlowVolume,0.00,,G
02/21/2020,23:05:00,PT Level,-0.00,in,G
02/21/2020,23:05:00,Flow_cfs,0.00,,G
02/21/2020,23:05:00,FlowVolume,0.00,,G
02/21/2020,23:10:00,PT Level,-0.00,in,G
02/21/2020,23:10:00,Flow_cfs,0.00,,G
02/21/2020,23:10:00,FlowVolume,0.00,,G
02/21/2020,23:15:00,PT Level,0.00,in,G
02/21/2020,23:15:00,Flow_cfs,0.00,,G
02/21/2020,23:15:00,FlowVolume,0.00,,G
02/21/2020,23:20:00,PT Level,0.00,in,G
02/21/2020,23:20:00,Flow_cfs,0.00,,G
02/21/2020,23:20:00,FlowVolume,0.00,,G
02/21/2020,23:25:00,PT Level,-0.00,in,G
02/21/2020,23:25:00,Flow_cfs,0.00,,G
02/21/2020,23:25:00,FlowVolume,0.00,,G
02/21/2020,23:30:00,PT Level,-0.00,in,G
02/21/2020,23:30:00,Flow_cfs,0.00,,G
02/21/2020,23:30:00,FlowVolume,0.00,,G
02/21/2020,23:35:00,PT Level,-0.00,in,G
02/21/2020,23:35:00,Flow_cfs,0.00,,G
02/21/2020,23:35:00,FlowVolume,0.00,,G
02/21/2020,23:40:00,PT Level,0.00,in,G
02/21/2020,23:40:00,Flow_cfs,0.00,,G
02/21/2020,23:40:00,FlowVolume,0.00,,G
02/21/2020,23:45:00,PT Level,0.00,in,G
02/21/2020,23:45:00,Flow_cfs,0.00,,G
02/21/2020,23:45:00,FlowVolume,0.00,,G
02/21/2020,23:50:00,PT Level,0.00,in,G
02/21/2020,23:50:00,Flow_cfs,0.00,,G
02/21/2020,23:50:00,FlowVolume,0.00,,G
02/21/2020,23:55:00,PT Level,0.00,in,G
02/21/2020,23:55:00,Flow_cfs,0.00,,G
02/21/2020,23:55:00,FlowVolume,0.00,,G
02/22/2020,00:00:00,PT Level,0.00,in,G
02/22/2020,00:00:00,Flow_cfs,0.00,,G
02/22/2020,00:00:00,FlowVolume,0.00,,G
02/22/2020,00:05:00,PT Level,0.00,in,G
02/22/2020,00:05:00,Flow_cfs,0.00,,G
02/22/2020,00:05:00,FlowVolume,0.00,,G
02/22/2020,00:10:00,PT Level,0.00,in,G
02/22/2020,00:10:00,Flow_cfs,0.00,,G
02/22/2020,00:10:00,FlowVolume,0.00,,G
02/22/2020,00:15:00,PT Level,-0.00,in,G
02/22/2020,00:15:00,Flow_cfs,0.00,,G
02/22/2020,00:15:00,FlowVolume,0.00,,G
02/22/2020,00:20:00,PT Level,0.00,in,G
02/22/2020,00:20:00,Flow_cfs,0.00,,G
02/22/2020,00:20:00,FlowVolume,0.00,,G
02/22/2020,00:25:00,PT Level,0.00,in,G
02/22/2020,00:25:00,Flow_cfs,0.00,,G
02/22/2020,00:25:00,FlowVolume,0.00,,G
02/22/2020,00:30:00,PT Level,-0.00,in,G
02/22/2020,00:30:00,Flow_cfs,0.00,,G
02/22/2020,00:30:00,FlowVolume,0.00,,G
02/22/2020,00:35:00,PT Level,-0.00,in,G
02/22/2020,00:35:00,Flow_cfs,0.00,,G
02/22/2020,00:35:00,FlowVolume,0.00,,G
02/22/2020,00:40:00,PT Level,0.00,in,G
02/22/2020,00:40:00,Flow_cfs,0.00,,G
02/22/2020,00:40:00,FlowVolume,0.00,,G
02/22/2020,00:45:00,PT Level,-0.00,in,G
02/22/2020,00:45:00,Flow_cfs,0.00,,G
02/22/2020,00:45:00,FlowVolume,0.00,,G
02/22/2020,00:50:00,PT Level,0.00,in,G
02/22/2020,00:50:00,Flow_cfs,0.00,,G
02/22/2020,00:50:00,FlowVolume,0.00,,G
02/22/2020,00:55:00,PT Level,0.00,in,G
02/22/2020,00:55:00,Flow_cfs,0.00,,G
02/22/2020,00:55:00,FlowVolume,0.00,,G
02/22/2020,01:00:00,PT Level,-0.00,in,G
02/22/2020,01:00:00,Flow_cfs,0.00,,G
02/22/2020,01:00:00,FlowVolume,0.00,,G
02/22/2020,01:05:00,PT Level,-0.00,in,G
02/22/2020,01:05:00,Flow_cfs,0.00,,G
02/22/2020,01:05:00,FlowVolume,0.00,,G
02/22/2020,01:10:00,PT Level,-0.00,in,G
02/22/2020,01:10:00,Flow_cfs,0.00,,G
02/22/2020,01:10:00,FlowVolume,0.00,,G
02/22/2020,01:15:00,PT Level,0.00,in,G
02/22/2020,01:15:00,Flow_cfs,0.00,,G
02/22/2020,01:15:00,FlowVolume,0.00,,G
02/22/2020,01:20:00,PT Level,0.00,in,G
02/22/2020,01:20:00,Flow_cfs,0.00,,G
02/22/2020,01:20:00,FlowVolume,0.00,,G
02/22/2020,01:25:00,PT Level,0.00,in,G
02/22/2020,01:25:00,Flow_cfs,0.00,,G
02/22/2020,01:25:00,FlowVolume,0.00,,G
02/22/2020,01:30:00,PT Level,0.00,in,G
02/22/2020,01:30:00,Flow_cfs,0.00,,G
02/22/2020,01:30:00,FlowVolume,0.00,,G
02/22/2020,01:35:00,PT Level,0.00,in,G
02/22/2020,01:35:00,Flow_cfs,0.00,,G
02/22/2020,01:35:00,FlowVolume,0.00,,G
02/22/2020,01:40:00,PT Level,-0.00,in,G
02/22/2020,01:40:00,Flow_cfs,0.00,,G
02/22/2020,01:40:00,FlowVolume,0.00,,G
02/22/2020,01:45:00,PT Level,-0.00,in,G
02/22/2020,01:45:00,Flow_cfs,0.00,,G
02/22/2020,01:45:00,FlowVolume,0.00,,G
02/22/2020,01:50:00,PT Level,0.00,in,G
02/22/2020,01:50:00,Flow_cfs,0.00,,G
02/22/2020,01:50:00,FlowVolume,0.00,,G
02/22/2020,01:55:00,PT Level,-0.00,in,G
02/22/2020,01:55:00,Flow_cfs,0.00,,G
02/22/2020,01:55:00,FlowVolume,0.00,,G
02/22/2020,02:00:00,PT Level,0.00,in,G
02/22/2020,02:00:00,Flow_cfs,0.00,,G
02/22/2020,02:00:00,FlowVolume,0.00,,G
02/22/2020,02:05:00,PT Level,0.00,in,G
02/22/2020,02:05:00,Flow_cfs,0.00,,G
02/22/2020,02:05:00,FlowVolume,0.00,,G
02/22/2020,02:10:00,PT Level,0.00,in,G
02/22/2020,02:10:00,Flow_cfs,0.00,,G
02/22/2020,02:10:00,FlowVolume,0.00,,G
02/22/2020,02:15:00,PT Level,0.00,in,G
02/22/2020,02:15:00,Flow_cfs,0.00,,G
02/22/2020,02:15:00,FlowVolume,0.00,,G
