,Level_in,Flow_gpm
243,2.43,338.659937343
244,2.44,341.025507106
245,2.45,343.397141299
246,2.46,345.774826468
247,2.47,348.15854918
248,2.48,350.548296025
249,2.49,352.944053618
250,2.5,355.345808594
251,2.51,357.753547612
252,2.52,360.167257355
253,2.53,362.586924527
254,2.54,365.012535856
255,2.55,367.444078091
256,2.56,369.881538006
257,2.57,372.324902395
258,2.58,374.774158078
259,2.59,377.229291893
260,2.6,379.690290705
261,2.61,382.157141399
262,2.62,384.629830883
263,2.63,387.108346087
264,2.64,389.592673963
265,2.65,392.082801488
266,2.66,394.578715659
267,2.67,397.080403495
268,2.68,399.587852037
269,2.69,402.101048352
270,2.7,404.619979524
271,2.71,407.144632662
272,2.72,409.674994897
273,2.73,412.211053381
274,2.74,414.75279529
275,2.75,417.30020782
276,2.76,419.853278189
277,2.77,422.411993639
278,2.78,424.976341432
279,2.79,427.546308852
280,2.8,430.121883205
281,2.81,432.70305182
282,2.82,435.289802047
283,2.83,437.882121257
284,2.84,440.479996844
285,2.85,443.083416222
286,2.86,445.692366828
287,2.87,448.306836121
288,2.88,450.92681158
289,2.89,453.552280706
290,2.9,456.183231023
291,2.91,458.819650074
292,2.92,461.461525426
293,2.93,464.108844665
294,2.94,466.761595401
295,2.95,469.419765263
296,2.96,472.083341902
297,2.97,474.752312991
298,2.98,477.426666224
299,2.99,480.106389315
300,3.0,482.79147
301,3.01,485.481896037
302,3.02,488.177655204
303,3.03,490.878735301
304,3.04,493.585124148
305,3.05,496.296809586
306,3.06,499.013779478
307,3.07,501.736021708
308,3.08,504.463524179
309,3.09,507.196274817
310,3.1,509.934261567
311,3.11,512.677472398
312,3.12,515.425895295
313,3.13,518.179518268
314,3.14,520.938329346
315,3.15,523.702316578
316,3.16,526.471468035
317,3.17,529.245771807
318,3.18,532.025216007
319,3.19,534.809788767
320,3.2,537.599478239
321,3.21,540.394272596
322,3.22,543.194160032
323,3.23,545.99912876
324,3.24,548.809167016
325,3.25,551.624263054
326,3.26,554.444405149
327,3.27,557.269581597
328,3.28,560.099780712
329,3.29,562.934990831
330,3.3,565.77520031
331,3.31,568.620397525
332,3.32,571.470570872
333,3.33,574.325708768
334,3.34,577.185799649
335,3.35,580.050831971
336,3.36,582.920794212
337,3.37,585.795674867
338,3.38,588.675462452
339,3.39,591.560145505
340,3.4,594.44971258
341,3.41,597.344152255
342,3.42,600.243453125
343,3.43,603.147603805
344,3.44,606.05659293
345,3.45,608.970409157
346,3.46,611.889041158
347,3.47,614.812477628
348,3.48,617.740707282
349,3.49,620.673718853
350,3.5,623.611501094
351,3.51,626.554042776
352,3.52,629.501332693
353,3.53,632.453359656
354,3.54,635.410112495
355,3.55,638.371580061
356,3.56,641.337751223
357,3.57,644.308614871
358,3.58,647.284159911
359,3.59,650.264375273
360,3.6,653.249249902
361,3.61,656.238772764
362,3.62,659.232932845
363,3.63,662.231719149
364,3.64,665.235120698
365,3.65,668.243126535
366,3.66,671.255725721
367,3.67,674.272907337
368,3.68,677.294660482
369,3.69,680.320974275
370,3.7,683.351837851
371,3.71,686.387240368
372,3.72,689.427171001
373,3.73,692.471618942
374,3.74,695.520573405
375,3.75,698.574023621
376,3.76,701.631958839
377,3.77,704.694368328
378,3.78,707.761241375
379,3.79,710.832567287
380,3.8,713.908335388
381,3.81,716.98853502
382,3.82,720.073155545
383,3.83,723.162186344
384,3.84,726.255616815
385,3.85,729.353436375
386,3.86,732.455634459
387,3.87,735.562200521
388,3.88,738.673124033
389,3.89,741.788394485
390,3.9,744.908001386
391,3.91,748.031934263
392,3.92,751.160182661
393,3.93,754.292736143
394,3.94,757.429584291
395,3.95,760.570716705
396,3.96,763.716123001
397,3.97,766.865792816
398,3.98,770.019715803
399,3.99,773.177881635
400,4.0,776.34028
401,4.01,779.506900607
402,4.02,782.677733181
403,4.03,785.852767465
404,4.04,789.031993221
405,4.05,792.215400228
406,4.06,795.402978282
407,4.07,798.594717199
408,4.08,801.79060681
409,4.09,804.990636966
410,4.1,808.194797534
411,4.11,811.4030784
412,4.12,814.615469466
413,4.13,817.831960653
414,4.14,821.052541898
415,4.15,824.277203158
416,4.16,827.505934405
417,4.17,830.73872563
418,4.18,833.975566841
419,4.19,837.216448062
420,4.2,840.461359336
421,4.21,843.710290724
422,4.22,846.963232302
423,4.23,850.220174164
424,4.24,853.481106423
425,4.25,856.746019207
426,4.26,860.014902662
427,4.27,863.287746951
428,4.28,866.564542255
429,4.29,869.84527877
430,4.3,873.129946712
431,4.31,876.418536312
432,4.32,879.711037818
433,4.33,883.007441495
434,4.34,886.307737625
435,4.35,889.611916508
436,4.36,892.91996846
437,4.37,896.231883814
438,4.38,899.547652918
439,4.39,902.867266141
440,4.4,906.190713864
441,4.41,909.517986487
442,4.42,912.849074428
443,4.43,916.18396812
444,4.44,919.522658011
445,4.45,922.86513457
446,4.46,926.211388278
447,4.47,929.561409635
448,4.48,932.915189157
449,4.49,936.272717377
450,4.5,939.633984844
451,4.51,942.998982122
452,4.52,946.367699795
453,4.53,949.740128459
454,4.54,953.116258729
455,4.55,956.496081237
456,4.56,959.879586628
457,4.57,963.266765566
458,4.58,966.657608731
459,4.59,970.052106818
460,4.6,973.450250539
461,4.61,976.852030621
462,4.62,980.257437809
463,4.63,983.666462863
464,4.64,987.079096558
465,4.65,990.495329686
466,4.66,993.915153056
467,4.67,997.338557492
468,4.68,1000.76553383
469,4.69,1004.19607293
470,4.7,1007.63016567
471,4.71,1011.06780292
472,4.72,1014.5089756
473,4.73,1017.95367462
474,4.74,1021.40189091
475,4.75,1024.85361544
476,4.76,1028.30883915
477,4.77,1031.76755304
478,4.78,1035.2297481
479,4.79,1038.69541535
480,4.8,1042.16454581
481,4.81,1045.63713053
482,4.82,1049.11316056
483,4.83,1052.59262698
484,4.84,1056.07552089
485,4.85,1059.56183338
486,4.86,1063.05155559
487,4.87,1066.54467863
488,4.88,1070.04119368
489,4.89,1073.54109188
490,4.9,1077.04436444
491,4.91,1080.55100254
492,4.92,1084.06099739
493,4.93,1087.57434023
494,4.94,1091.0910223
495,4.95,1094.61103485
496,4.96,1098.13436916
497,4.97,1101.66101652
498,4.98,1105.19096824
499,4.99,1108.72421562
500,5.0,1112.26075
501,5.01,1115.80056273
502,5.02,1119.34364518
503,5.03,1122.88998873
504,5.04,1126.43958475
505,5.05,1129.99242468
506,5.06,1133.54849991
507,5.07,1137.1078019
508,5.08,1140.6703221
509,5.09,1144.23605197
510,5.1,1147.80498299
511,5.11,1151.37710666
512,5.12,1154.9524145
513,5.13,1158.53089802
514,5.14,1162.11254877
515,5.15,1165.69735829
516,5.16,1169.28531817
517,5.17,1172.87641998
518,5.18,1176.47065533
519,5.19,1180.06801582
520,5.2,1183.66849307
521,5.21,1187.27207874
522,5.22,1190.87876448
523,5.23,1194.48854196
524,5.24,1198.10140286
525,5.25,1201.71733887
526,5.26,1205.33634173
527,5.27,1208.95840314
528,5.28,1212.58351485
529,5.29,1216.21166861
530,5.3,1219.8428562
531,5.31,1223.47706941
532,5.32,1227.11430001
533,5.33,1230.75453984
534,5.34,1234.3977807
535,5.35,1238.04401445
536,5.36,1241.69323294
537,5.37,1245.34542802
538,5.38,1249.0005916
539,5.39,1252.65871555
540,5.4,1256.31979179
541,5.41,1259.98381224
542,5.42,1263.65076884
543,5.43,1267.32065353
544,5.44,1270.99345829
545,5.45,1274.66917509
546,5.46,1278.34779592
547,5.47,1282.02931278
548,5.48,1285.7137177
549,5.49,1289.40100271
550,5.5,1293.09115984
551,5.51,1296.78418117
552,5.52,1300.48005877
553,5.53,1304.17878471
554,5.54,1307.88035111
555,5.55,1311.58475007
556,5.56,1315.29197372
557,5.57,1319.0020142
558,5.58,1322.71486366
559,5.59,1326.43051427
560,5.6,1330.14895822
561,5.61,1333.87018768
562,5.62,1337.59419488
563,5.63,1341.32097202
564,5.64,1345.05051134
565,5.65,1348.78280509
566,5.66,1352.51784553
567,5.67,1356.25562493
568,5.68,1359.99613556
569,5.69,1363.73936974
570,5.7,1367.48531978
571,5.71,1371.23397799
572,5.72,1374.98533671
573,5.73,1378.73938829
574,5.74,1382.4961251
575,5.75,1386.25553952
576,5.76,1390.01762392
577,5.77,1393.78237072
578,5.78,1397.54977233
579,5.79,1401.31982116
580,5.8,1405.09250967
581,5.81,1408.86783031
582,5.82,1412.64577553
583,5.83,1416.42633783
584,5.84,1420.20950968
585,5.85,1423.9952836
586,5.86,1427.78365209
587,5.87,1431.57460769
588,5.88,1435.36814293
589,5.89,1439.16425037
590,5.9,1442.96292258
591,5.91,1446.76415213
592,5.92,1450.56793162
593,5.93,1454.37425364
594,5.94,1458.18311081
595,5.95,1461.99449575
596,5.96,1465.80840112
597,5.97,1469.62481956
598,5.98,1473.44374373
599,5.99,1477.26516632
600,6.0,1481.08908
601,6.01,1484.91547749
602,6.02,1488.74435148
603,6.03,1492.57569472
604,6.04,1496.40949994
605,6.05,1500.24575988
606,6.06,1504.08446731
607,6.07,1507.92561499
608,6.08,1511.76919573
609,6.09,1515.61520231
610,6.1,1519.46362754
611,6.11,1523.31446424
612,6.12,1527.16770525
613,6.13,1531.02334342
614,6.14,1534.88137159
615,6.15,1538.74178264
616,6.16,1542.60456944
617,6.17,1546.4697249
618,6.18,1550.3372419
619,6.19,1554.20711338
620,6.2,1558.07933225
621,6.21,1561.95389146
622,6.22,1565.83078395
623,6.23,1569.71000269
624,6.24,1573.59154064
625,6.25,1577.47539081
626,6.26,1581.36154617
627,6.27,1585.24999975
628,6.28,1589.14074455
629,6.29,1593.03377362
630,6.3,1596.92907999
631,6.31,1600.82665671
632,6.32,1604.72649686
633,6.33,1608.6285935
634,6.34,1612.53293973
635,6.35,1616.43952865
636,6.36,1620.34835336
637,6.37,1624.25940699
638,6.38,1628.17268266
639,6.39,1632.08817353
640,6.4,1636.00587275
641,6.41,1639.92577348
642,6.42,1643.84786891
643,6.43,1647.77215221
644,6.44,1651.69861659
645,6.45,1655.62725526
646,6.46,1659.55806145
647,6.47,1663.49102837
648,6.48,1667.42614928
649,6.49,1671.36341744
650,6.5,1675.30282609
651,6.51,1679.24436853
652,6.52,1683.18803804
653,6.53,1687.13382792
654,6.54,1691.08173146
655,6.55,1695.03174201
656,6.56,1698.98385287
657,6.57,1702.9380574
658,6.58,1706.89434894
659,6.59,1710.85272086
660,6.6,1714.81316653
661,6.61,1718.77567934
662,6.62,1722.74025266
663,6.63,1726.70687992
664,6.64,1730.67555453
665,6.65,1734.64626991
666,6.66,1738.61901949
667,6.67,1742.59379673
668,6.68,1746.57059507
669,6.69,1750.549408
670,6.7,1754.53022897
671,6.71,1758.51305149
672,6.72,1762.49786905
673,6.73,1766.48467516
674,6.74,1770.47346334
675,6.75,1774.46422712
676,6.76,1778.45696003
677,6.77,1782.45165562
678,6.78,1786.44830747
679,6.79,1790.44690912
680,6.8,1794.44745417
681,6.81,1798.44993621
682,6.82,1802.45434883
683,6.83,1806.46068565
684,6.84,1810.46894029
685,6.85,1814.47910637
686,6.86,1818.49117753
687,6.87,1822.50514744
688,6.88,1826.52100974
689,6.89,1830.5387581
690,6.9,1834.55838622
691,6.91,1838.57988776
692,6.92,1842.60325645
693,6.93,1846.62848598
694,6.94,1850.65557007
695,6.95,1854.68450246
696,6.96,1858.71527688
697,6.97,1862.74788708
698,6.98,1866.78232682
699,6.99,1870.81858987
700,7.0,1874.85667
701,7.01,1878.896561
702,7.02,1882.93825667
703,7.03,1886.98175081
704,7.04,1891.02703724
705,7.05,1895.07410979
706,7.06,1899.12296228
707,7.07,1903.17358857
708,7.08,1907.2259825
709,7.09,1911.28013795
710,7.1,1915.33604877
711,7.11,1919.39370887
712,7.12,1923.45311211
713,7.13,1927.51425241
714,7.14,1931.57712368
715,7.15,1935.64171983
716,7.16,1939.7080348
717,7.17,1943.77606251
718,7.18,1947.84579692
719,7.19,1951.91723199
720,7.2,1955.99036167
721,7.21,1960.06517994
722,7.22,1964.14168079
723,7.23,1968.21985821
724,7.24,1972.29970619
725,7.25,1976.38121876
726,7.26,1980.46438992
727,7.27,1984.54921371
728,7.28,1988.63568416
729,7.29,1992.72379533
730,7.3,1996.81354126
731,7.31,2000.90491602
732,7.32,2004.99791368
733,7.33,2009.09252833
734,7.34,2013.18875405
735,7.35,2017.28658495
736,7.36,2021.38601513
737,7.37,2025.48703871
738,7.38,2029.58964982
739,7.39,2033.69384259
740,7.4,2037.79961115
741,7.41,2041.90694968
742,7.42,2046.01585231
743,7.43,2050.12631323
744,7.44,2054.23832661
745,7.45,2058.35188664
746,7.46,2062.46698751
747,7.47,2066.58362343
748,7.48,2070.7017886
749,7.49,2074.82147724
750,7.5,2078.94268359
751,7.51,2083.06540189
752,7.52,2087.18962636
753,7.53,2091.31535128
754,7.54,2095.4425709
755,7.55,2099.5712795
756,7.56,2103.70147134
757,7.57,2107.83314072
758,7.58,2111.96628194
759,7.59,2116.10088929
760,7.6,2120.23695709
761,7.61,2124.37447966
762,7.62,2128.51345132
763,7.63,2132.65386641
764,7.64,2136.79571928
765,7.65,2140.93900428
766,7.66,2145.08371576
767,7.67,2149.2298481
768,7.68,2153.37739567
769,7.69,2157.52635286
770,7.7,2161.67671406
771,7.71,2165.82847367
772,7.72,2169.9816261
773,7.73,2174.13616576
774,7.74,2178.29208707
775,7.75,2182.44938448
776,7.76,2186.60805242
777,7.77,2190.76808533
778,7.78,2194.92947767
779,7.79,2199.09222391
780,7.8,2203.25631852
781,7.81,2207.42175597
782,7.82,2211.58853075
783,7.83,2215.75663735
784,7.84,2219.92607028
785,7.85,2224.09682404
786,7.86,2228.26889316
787,7.87,2232.44227215
788,7.88,2236.61695555
789,7.89,2240.7929379
790,7.9,2244.97021374
791,7.91,2249.14877763
792,7.92,2253.32862413
793,7.93,2257.50974781
794,7.94,2261.69214325
795,7.95,2265.87580503
796,7.96,2270.06072774
797,7.97,2274.24690598
798,7.98,2278.43433436
799,7.99,2282.6230075
800,8.0,2286.81292
801,8.01,2291.00406651
802,8.02,2295.19644165
803,8.03,2299.39004007
804,8.04,2303.58485642
805,8.05,2307.78088535
806,8.06,2311.97812153
807,8.07,2316.17655964
808,8.08,2320.37619434
809,8.09,2324.57702033
810,8.1,2328.7790323
811,8.11,2332.98222495
812,8.12,2337.18659297
813,8.13,2341.3921311
814,8.14,2345.59883405
815,8.15,2349.80669654
816,8.16,2354.01571331
817,8.17,2358.2258791
818,8.18,2362.43718866
819,8.19,2366.64963675
820,8.2,2370.86321813
821,8.21,2375.07792756
822,8.22,2379.29375982
823,8.23,2383.5107097
824,8.24,2387.72877199
825,8.25,2391.94794147
826,8.26,2396.16821296
827,8.27,2400.38958126
828,8.28,2404.61204119
829,8.29,2408.83558756
830,8.3,2413.06021522
831,8.31,2417.285919
832,8.32,2421.51269373
833,8.33,2425.74053427
834,8.34,2429.96943548
835,8.35,2434.19939221
836,8.36,2438.43039934
837,8.37,2442.66245174
838,8.38,2446.89554429
839,8.39,2451.12967187
840,8.4,2455.3648294
841,8.41,2459.60101175
842,8.42,2463.83821385
843,8.43,2468.07643061
844,8.44,2472.31565694
845,8.45,2476.55588778
846,8.46,2480.79711805
847,8.47,2485.03934269
848,8.48,2489.28255665
849,8.49,2493.52675488
850,8.5,2497.77193234
851,8.51,2502.01808399
852,8.52,2506.26520481
853,8.53,2510.51328975
854,8.54,2514.76233382
855,8.55,2519.012332
856,8.56,2523.26327927
857,8.57,2527.51517065
858,8.58,2531.76800114
859,8.59,2536.02176574
860,8.6,2540.27645949
861,8.61,2544.53207739
862,8.62,2548.7886145
863,8.63,2553.04606583
864,8.64,2557.30442643
865,8.65,2561.56369135
866,8.66,2565.82385564
867,8.67,2570.08491437
868,8.68,2574.3468626
869,8.69,2578.6096954
870,8.7,2582.87340784
871,8.71,2587.13799501
872,8.72,2591.403452
873,8.73,2595.66977391
874,8.74,2599.93695582
875,8.75,2604.20499286
876,8.76,2608.47388012
877,8.77,2612.74361273
878,8.78,2617.01418581
879,8.79,2621.28559449
880,8.8,2625.5578339
881,8.81,2629.83089918
882,8.82,2634.10478547
883,8.83,2638.37948793
884,8.84,2642.65500171
885,8.85,2646.93132197
886,8.86,2651.20844389
887,8.87,2655.48636262
888,8.88,2659.76507335
889,8.89,2664.04457127
890,8.9,2668.32485155
891,8.91,2672.6059094
892,8.92,2676.88774001
893,8.93,2681.17033859
894,8.94,2685.45370035
895,8.95,2689.7378205
896,8.96,2694.02269426
897,8.97,2698.30831685
898,8.98,2702.59468352
899,8.99,2709.02762606
900,9.0,2715.00541802
901,9.01,2720.98899285
902,9.02,2726.97834678
903,9.03,2732.97347605
904,9.04,2738.97437691
905,9.05,2744.9810456
906,9.06,2750.99347833
907,9.07,2757.01167135
908,9.08,2763.03562088
909,9.09,2769.06532314
910,9.1,2775.10077435
911,9.11,2781.14197074
912,9.12,2787.18890851
913,9.13,2793.24158388
914,9.14,2799.29999304
915,9.15,2805.36413222
916,9.16,2811.43399761
917,9.17,2817.50958541
918,9.18,2823.59089181
919,9.19,2829.67791301
920,9.2,2835.77064519
921,9.21,2841.86908455
922,9.22,2847.97322727
923,9.23,2854.08306952
924,9.24,2860.19860748
925,9.25,2866.31983733
926,9.26,2872.44675525
927,9.27,2878.57935739
928,9.28,2884.71763992
929,9.29,2890.861599
930,9.3,2897.0112308
931,9.31,2903.16653147
932,9.32,2909.32749717
933,9.33,2915.49412403
934,9.34,2921.66640821
935,9.35,2927.84434586
936,9.36,2934.02793311
937,9.37,2940.21716611
938,9.38,2946.41204098
939,9.39,2952.61255386
940,9.4,2958.81870088
941,9.41,2965.03047816
942,9.42,2971.24788183
943,9.43,2977.470908
944,9.44,2983.6995528
945,9.45,2989.93381234
946,9.46,2996.17368273
947,9.47,3002.41916007
948,9.48,3008.67024047
949,9.49,3014.92692004
950,9.5,3021.18919488
951,9.51,3027.45706107
952,9.52,3033.73051472
953,9.53,3040.00955191
954,9.54,3046.29416873
955,9.55,3052.58436126
956,9.56,3058.88012559
957,9.57,3065.1814578
958,9.58,3071.48835396
959,9.59,3077.80081014
960,9.6,3084.11882241
961,9.61,3090.44238684
962,9.62,3096.7714995
963,9.63,3103.10615645
964,9.64,3109.44635373
965,9.65,3115.79208742
966,9.66,3122.14335355
967,9.67,3128.50014819
968,9.68,3134.86246737
969,9.69,3141.23030714
970,9.7,3147.60366354
971,9.71,3153.98253261
972,9.72,3160.36691038
973,9.73,3166.75679289
974,9.74,3173.15217617
975,9.75,3179.55305623
976,9.76,3185.95942911
977,9.77,3192.37129082
978,9.78,3198.78863738
979,9.79,3205.21146481
980,9.8,3211.63976912
981,9.81,3218.07354632
982,9.82,3224.51279241
983,9.83,3230.9575034
984,9.84,3237.40767528
985,9.85,3243.86330406
986,9.86,3250.32438573
987,9.87,3256.79091629
988,9.88,3263.26289171
989,9.89,3269.74030799
990,9.9,3276.22316111
991,9.91,3282.71144705
992,9.92,3289.20516179
993,9.93,3295.70430131
994,9.94,3302.20886157
995,9.95,3308.71883854
996,9.96,3315.2342282
997,9.97,3321.7550265
998,9.98,3328.28122941
999,9.99,3334.81283288
1000,10.0,3341.34983287
1001,10.01,3347.89222533
1002,10.02,3354.44000621
1003,10.03,3360.99317146
1004,10.04,3367.55171703
1005,10.05,3374.11563884
1006,10.06,3380.68493285
1007,10.07,3387.25959498
1008,10.08,3393.83962117
1009,10.09,3400.42500736
1010,10.1,3407.01574946
1011,10.11,3413.6118434
1012,10.12,3420.2132851
1013,10.13,3426.82007049
1014,10.14,3433.43219547
1015,10.15,3440.04965597
1016,10.16,3446.67244789
1017,10.17,3453.30056714
1018,10.18,3459.93400962
1019,10.19,3466.57277125
1020,10.2,3473.21684791
1021,10.21,3479.8662355
1022,10.22,3486.52092992
1023,10.23,3493.18092707
1024,10.24,3499.84622282
1025,10.25,3506.51681306
1026,10.26,3513.19269368
1027,10.27,3519.87386056
1028,10.28,3526.56030958
1029,10.29,3533.2520366
1030,10.3,3539.94903751
1031,10.31,3546.65130817
1032,10.32,3553.35884445
1033,10.33,3560.07164221
1034,10.34,3566.78969731
1035,10.35,3573.51300562
1036,10.36,3580.24156299
1037,10.37,3586.97536527
1038,10.38,3593.71440831
1039,10.39,3600.45868796
1040,10.4,3607.20820007
1041,10.41,3613.96294047
1042,10.42,3620.72290501
1043,10.43,3627.48808953
1044,10.44,3634.25848985
1045,10.45,3641.03410181
1046,10.46,3647.81492125
1047,10.47,3654.60094397
1048,10.48,3661.39216582
1049,10.49,3668.18858261
1050,10.5,3674.99019015
1051,10.51,3681.79698427
1052,10.52,3688.60896077
1053,10.53,3695.42611547
1054,10.54,3702.24844417
1055,10.55,3709.07594268
1056,10.56,3715.9086068
1057,10.57,3722.74643233
1058,10.58,3729.58941507
1059,10.59,3736.43755081
1060,10.6,3743.29083534
1061,10.61,3750.14926446
1062,10.62,3757.01283394
1063,10.63,3763.88153957
1064,10.64,3770.75537714
1065,10.65,3777.63434241
1066,10.66,3784.51843117
1067,10.67,3791.40763919
1068,10.68,3798.30196224
1069,10.69,3805.20139608
1070,10.7,3812.10593649
1071,10.71,3819.01557922
1072,10.72,3825.93032004
1073,10.73,3832.8501547
1074,10.74,3839.77507895
1075,10.75,3846.70508855
1076,10.76,3853.64017925
1077,10.77,3860.58034679
1078,10.78,3867.52558692
1079,10.79,3874.47589538
1080,10.8,3881.43126791
1081,10.81,3888.39170024
1082,10.82,3895.35718811
1083,10.83,3902.32772725
1084,10.84,3909.30331338
1085,10.85,3916.28394224
1086,10.86,3923.26960955
1087,10.87,3930.26031102
1088,10.88,3937.25604238
1089,10.89,3944.25679934
1090,10.9,3951.26257761
1091,10.91,3958.2733729
1092,10.92,3965.28918093
1093,10.93,3972.30999739
1094,10.94,3979.335818
