,Level_in,Flow_gpm
315,3.78,1333.46828086
316,3.792,1341.44216994
317,3.804,1349.44122632
318,3.816,1357.46547142
319,3.828,1365.51492672
320,3.84,1373.58961367
321,3.852,1381.68955378
322,3.864,1389.81476856
323,3.876,1397.96527954
324,3.888,1406.14110828
325,3.9,1414.34227633
326,3.912,1422.5688053
327,3.924,1430.82071677
328,3.936,1439.09803238
329,3.948,1447.40077375
330,3.96,1455.72896255
331,3.972,1464.08262044
332,3.984,1472.46176911
333,3.996,1480.86643026
334,4.008,1489.29662561
335,4.02,1497.7523769
336,4.032,1506.23370587
337,4.044,1514.74063428
338,4.056,1523.27318392
339,4.068,1531.83137657
340,4.08,1540.41523405
341,4.092,1549.02477817
342,4.104,1557.66003076
343,4.116,1566.32101368
344,4.128,1575.00774878
345,4.14,1583.72025795
346,4.152,1592.45856305
347,4.164,1601.22268601
348,4.176,1610.01264872
349,4.188,1618.82847311
350,4.2,1627.67018111
351,4.212,1636.53779468
352,4.224,1645.43133577
353,4.236,1654.35082636
354,4.248,1663.29628842
355,4.26,1672.26774395
356,4.272,1681.26521495
357,4.284,1690.28872344
358,4.296,1699.33829144
359,4.308,1708.41394098
360,4.32,1717.51569411
361,4.332,1726.64357289
362,4.344,1735.79759938
363,4.356,1744.97779566
364,4.368,1754.1841838
365,4.38,1763.41678589
366,4.392,1772.67562406
367,4.404,1781.96072039
368,4.416,1791.27209702
369,4.428,1800.60977606
370,4.44,1809.97377966
371,4.452,1819.36412996
372,4.464,1828.78084911
373,4.476,1838.22395927
374,4.488,1847.69348262
375,4.5,1857.18944132
376,4.512,1866.71185756
377,4.524,1876.26075353
378,4.536,1885.83615143
379,4.548,1895.43807345
380,4.56,1905.06654183
381,4.572,1914.72157876
382,4.584,1924.40320648
383,4.596,1934.11144722
384,4.608,1943.84632322
385,4.62,1953.60785671
386,4.632,1963.39606995
387,4.644,1973.2109852
388,4.656,1983.05262472
389,4.668,1992.92101077
390,4.68,2002.81616562
391,4.692,2012.73811156
392,4.704,2022.68687087
393,4.716,2032.66246584
394,4.728,2042.66491876
395,4.74,2052.69425192
396,4.752,2062.75048764
397,4.764,2072.83364823
398,4.776,2082.94375598
399,4.788,2093.08083323
400,4.8,2103.24490229
401,4.812,2113.43598549
402,4.824,2123.65410516
403,4.836,2133.89928363
404,4.848,2144.17154324
405,4.86,2154.47090634
406,4.872,2164.79739527
407,4.884,2175.15103237
408,4.896,2185.53184
409,4.908,2195.93984052
410,4.92,2206.37505629
411,4.932,2216.83750966
412,4.944,2227.32722301
413,4.956,2237.84421871
414,4.968,2248.38851911
415,4.98,2258.96014661
416,4.992,2269.55912358
417,5.004,2280.18547239
418,5.016,2290.83921542
419,5.028,2301.52037508
420,5.04,2312.22897373
421,5.052,2322.96503378
422,5.064,2333.72857761
423,5.076,2344.51962761
424,5.088,2355.33820619
425,5.1,2366.18433573
426,5.112,2377.05803865
427,5.124,2387.95933734
428,5.136,2398.8882542
429,5.148,2409.84481165
430,5.16,2420.82903208
431,5.172,2431.8409379
432,5.184,2442.88055153
433,5.196,2453.94789537
434,5.208,2465.04299183
435,5.22,2476.16586334
436,5.232,2487.31653229
437,5.244,2498.49502112
438,5.256,2509.70135223
439,5.268,2520.93554803
440,5.28,2532.19763096
441,5.292,2543.48762342
442,5.304,2554.80554784
443,5.316,2566.15142663
444,5.328,2577.52528222
445,5.34,2588.92713702
446,5.352,2600.35701346
447,5.364,2611.81493396
448,5.376,2623.30092094
449,5.388,2634.81499682
450,5.4,2646.35718402
451,5.412,2657.92750497
452,5.424,2669.52598209
453,5.436,2681.15263779
454,5.448,2692.8074945
455,5.46,2704.49057465
456,5.472,2716.20190065
457,5.484,2727.94149493
458,5.496,2739.7093799
459,5.508,2751.50557799
460,5.52,2763.33011161
461,5.532,2775.18300319
462,5.544,2787.06427514
463,5.556,2798.97394989
464,5.568,2810.91204984
465,5.58,2822.87859743
466,5.592,2834.87361505
467,5.604,2846.89712513
468,5.616,2858.94915008
469,5.628,2871.02971232
470,5.64,2883.13883426
471,5.652,2895.2765383
472,5.664,2907.44284686
473,5.676,2919.63778235
474,5.688,2931.86136718
475,5.7,2944.11362375
476,5.712,2956.39457446
477,5.724,2968.70424173
478,5.736,2981.04264795
479,5.748,2993.40981553
480,5.76,3005.80576686
481,5.772,3018.23052434
482,5.784,3030.68411037
483,5.796,3043.16654735
484,5.808,3055.67785766
485,5.82,3068.21806371
486,5.832,3080.78718787
487,5.844,3093.38525255
488,5.856,3106.01228011
489,5.868,3118.66829296
490,5.88,3131.35331346
491,5.892,3144.06736401
492,5.904,3156.81046698
493,5.916,3169.58264474
494,5.928,3182.38391968
495,5.94,3195.21431416
496,5.952,3208.07385056
497,5.964,3220.96255124
498,5.976,3233.88043857
499,5.988,3246.82753491
500,6.0,3259.80386263
501,6.012,3272.80944408
502,6.024,3285.84430162
503,6.036,3298.90845761
504,6.048,3312.00193439
505,6.06,3325.12475432
506,6.072,3338.27693974
507,6.084,3351.45851301
508,6.096,3364.66949645
509,6.108,3377.90991242
510,6.12,3391.17978324
511,6.132,3404.47913125
512,6.144,3417.80797879
513,6.156,3431.16634818
514,6.168,3444.55426175
515,6.18,3457.97174182
516,6.192,3471.41881071
517,6.204,3484.89549074
518,6.216,3498.40180422
519,6.228,3511.93777348
520,6.24,3525.5034208
521,6.252,3539.09876851
522,6.264,3552.72383891
523,6.276,3566.37865429
524,6.288,3580.06323695
525,6.3,3593.77760919
526,6.312,3607.52179329
527,6.324,3621.29581155
528,6.336,3635.09968625
529,6.348,3648.93343968
530,6.36,3662.7970941
531,6.372,3676.69067179
532,6.384,3690.61419504
533,6.396,3704.56768609
534,6.408,3718.55116723
535,6.42,3732.56466071
536,6.432,3746.6081888
537,6.444,3760.68177374
538,6.456,3774.78543779
539,6.468,3788.91920319
540,6.48,3803.0830922
541,6.492,3817.27712705
542,6.504,3831.50132999
543,6.516,3845.75572324
544,6.528,3860.04032904
545,6.54,3874.35516961
546,6.552,3888.70026719
547,6.564,3903.07564398
548,6.576,3917.48132221
549,6.588,3931.91732409
550,6.6,3946.38367184
551,6.612,3960.88038764
552,6.624,3975.40749372
553,6.636,3989.96501226
554,6.648,4004.55296546
555,6.66,4019.17137551
556,6.672,4033.82026461
557,6.684,4048.49965492
558,6.696,4063.20956864
559,6.708,4077.95002794
560,6.72,4092.72105499
561,6.732,4107.52267195
562,6.744,4122.354901
563,6.756,4137.21776429
564,6.768,4152.11128398
565,6.78,4167.03548223
566,6.792,4181.99038117
567,6.804,4196.97600296
568,6.816,4211.99236973
569,6.828,4227.03950363
570,6.84,4242.11742678
571,6.852,4257.22616132
572,6.864,4272.36572936
573,6.876,4287.53615304
574,6.888,4302.73745446
575,6.9,4317.96965573
576,6.912,4333.23277897
577,6.924,4348.52684629
578,6.936,4363.85187977
579,6.948,4379.20790151
580,6.96,4394.59493362
581,6.972,4410.01299816
582,6.984,4425.46211724
583,6.996,4440.94231292
584,7.008,4456.45360729
585,7.02,4471.9960224
586,7.032,4487.56958034
587,7.044,4503.17430316
588,7.056,4518.81021291
589,7.068,4534.47733166
590,7.08,4550.17568145
591,7.092,4565.90528432
592,7.104,4581.66616232
593,7.116,4597.45833749
594,7.128,4613.28183184
595,7.14,4629.13666743
596,7.152,4645.02286625
597,7.164,4660.94045034
598,7.176,4676.88944171
599,7.188,4692.86986237
600,7.2,4708.88173432
601,7.212,4724.92507957
602,7.224,4740.99992011
603,7.236,4757.10627794
604,7.248,4773.24417503
605,7.26,4789.41363339
606,7.272,4805.61467497
607,7.284,4821.84732176
608,7.296,4838.11159574
609,7.308,4854.40751885
610,7.32,4870.73511307
611,7.332,4887.09440035
612,7.344,4903.48540264
613,7.356,4919.90814189
614,7.368,4936.36264004
615,7.38,4952.84891904
616,7.392,4969.3670008
617,7.404,4985.91690727
618,7.416,5002.49866036
619,7.428,5019.112282
620,7.44,5035.7577941
621,7.452,5052.43521857
622,7.464,5069.14457731
623,7.476,5085.88589224
624,7.488,5102.65918524
625,7.5,5119.4644782
626,7.512,5136.30179302
627,7.524,5153.17115157
628,7.536,5170.07257574
629,7.548,5187.00608739
630,7.56,5203.9717084
631,7.572,5220.96946062
632,7.584,5237.99936592
633,7.596,5255.06144616
634,7.608,5272.15572317
635,7.62,5289.28221881
636,7.632,5306.44095491
637,7.644,5323.63195332
638,7.656,5340.85523586
639,7.668,5358.11082435
640,7.68,5375.39874062
641,7.692,5392.71900649
642,7.704,5410.07164376
643,7.716,5427.45667424
644,7.728,5444.87411974
645,7.74,5462.32400205
646,7.752,5479.80634296
647,7.764,5497.32116427
648,7.776,5514.86848774
649,7.788,5532.44833517
650,7.8,5550.06072832
651,7.812,5567.70568896
652,7.824,5585.38323886
653,7.836,5603.09339977
654,7.848,5620.83619345
655,7.86,5638.61164165
656,7.872,5656.4197661
657,7.884,5674.26058856
658,7.896,5692.13413075
659,7.908,5710.0404144
660,7.92,5727.97946123
661,7.932,5745.95129297
662,7.944,5763.95593134
663,7.956,5781.99339803
664,7.968,5800.06371476
665,7.98,5818.16690322
666,7.992,5836.30298511
667,8.004,5854.47198213
668,8.016,5872.67391594
669,8.028,5890.90880825
670,8.04,5909.17668071
671,8.052,5927.477555
672,8.064,5945.8114528
673,8.076,5964.17839574
674,8.088,5982.57840551
675,8.1,6001.01150373
676,8.112,6019.47771206
677,8.124,6037.97705214
678,8.136,6056.50954561
679,8.148,6075.07521409
680,8.16,6093.67407922
681,8.172,6112.30616261
682,8.184,6130.97148587
683,8.196,6149.67007063
684,8.208,6168.40193848
685,8.22,6187.16711103
686,8.232,6205.96560987
687,8.244,6224.7974566
688,8.256,6243.66267279
689,8.268,6262.56128003
690,8.28,6281.49329991
691,8.292,6300.45875397
692,8.304,6319.45766381
693,8.316,6338.49005097
694,8.328,6357.555937
695,8.34,6376.65534347
696,8.352,6395.78829192
697,8.364,6414.95480389
698,8.376,6434.15490091
699,8.388,6453.38860452
700,8.4,6472.65593624
701,8.412,6491.95691759
702,8.424,6511.2915701
703,8.436,6530.65991526
704,8.448,6550.06197459
705,8.46,6569.49776958
706,8.472,6588.96732174
707,8.484,6608.47065255
708,8.496,6628.0077835
709,8.508,6647.57873607
710,8.52,6667.18353173
711,8.532,6686.82219197
712,8.544,6706.49473823
713,8.556,6726.20119198
714,8.568,6745.94157469
715,8.58,6765.71590779
716,8.592,6785.52421274
717,8.604,6805.36651097
718,8.616,6825.24282392
719,8.628,6845.15317302
720,8.64,6865.0975797
721,8.652,6885.07606537
722,8.664,6905.08865145
723,8.676,6925.13535936
724,8.688,6945.21621049
725,8.7,6965.33122624
726,8.712,6985.48042802
727,8.724,7005.66383721
728,8.736,7025.88147519
729,8.748,7046.13336335
730,8.76,7066.41952306
731,8.772,7086.73997569
732,8.784,7107.09474261
733,8.796,7127.48384517
734,8.808,7147.90730473
735,8.82,7168.36514263
736,8.832,7188.85738023
737,8.844,7209.38403886
738,8.856,7229.94513986
739,8.868,7250.54070455
740,8.88,7271.17075426
741,8.892,7291.83531031
742,8.904,7312.53439401
743,8.916,7333.26802667
744,8.928,7354.0362296
745,8.94,7374.83902409
746,8.952,7395.67643144
747,8.964,7416.54847294
748,8.976,7437.45516986
749,8.988,7458.3965435
750,9.0,7479.37261511
751,9.012,7500.38340598
752,9.024,7521.42893736
753,9.036,7542.50923051
754,9.048,7563.62430668
755,9.06,7584.77418713
756,9.072,7605.9588931
757,9.084,7627.17844582
758,9.096,7648.43286652
759,9.108,7669.72217644
760,9.12,7691.0463968
761,9.132,7712.40554882
762,9.144,7733.7996537
763,9.156,7755.22873266
764,9.168,7776.69280689
765,9.18,7798.19189761
766,9.192,7819.72602599
767,9.204,7841.29521322
768,9.216,7862.8994805
769,9.228,7884.53884898
770,9.24,7906.21333986
771,9.252,7927.92297429
772,9.264,7949.66777343
773,9.276,7971.44775845
774,9.288,7993.2629505
775,9.3,8015.11337071
776,9.312,8036.99904024
777,9.324,8058.91998023
778,9.336,8080.87621179
779,9.348,8102.86775606
780,9.36,8124.89463416
781,9.372,8146.95686721
782,9.384,8169.05447632
783,9.396,8191.1874826
784,9.408,8213.35590714
785,9.42,8235.55977104
786,9.432,8257.7990954
787,9.444,8280.07390129
788,9.456,8302.38420981
789,9.468,8324.73004203
790,9.48,8347.11141902
791,9.492,8369.52836184
792,9.504,8391.98089155
793,9.516,8414.46902922
794,9.528,8436.99279589
795,9.54,8459.55221261
796,9.552,8482.14730042
797,9.564,8504.77808036
798,9.576,8527.44457345
799,9.588,8550.14680073
800,9.6,8572.8847832
801,9.612,8595.6585419
802,9.624,8618.46809783
803,9.636,8641.31347199
804,9.648,8664.19468538
805,9.66,8687.11175901
806,9.672,8710.06471386
807,9.684,8733.05357092
808,9.696,8756.07835116
809,9.708,8779.13907557
810,9.72,8802.23576511
811,9.732,8825.36844075
812,9.744,8848.53712345
813,9.756,8871.74183417
814,9.768,8894.98259385
815,9.78,8918.25942345
816,9.792,8941.57234389
817,9.804,8964.92137613
818,9.816,8988.30654108
819,9.828,9011.72785967
820,9.84,9035.18535283
821,9.852,9058.67904147
822,9.864,9082.20894649
823,9.876,9105.77508881
824,9.888,9129.37748933
825,9.9,9153.01616894
826,9.912,9176.69114852
827,9.924,9200.40244898
828,9.936,9224.15009118
829,9.948,9247.93409601
830,9.96,9271.75448432
831,9.972,9295.611277
832,9.984,9319.50449489
833,9.996,9343.43415886
834,10.008,9367.40028976
835,10.02,9391.40290842
836,10.032,9415.4420357
837,10.044,9439.51769243
838,10.056,9463.62989943
839,10.068,9487.77867754
840,10.08,9511.96404757
841,10.092,9536.18603034
842,10.104,9560.44464666
843,10.116,9584.73991734
844,10.128,9609.07186318
845,10.14,9633.44050497
846,10.152,9657.8458635
847,10.164,9682.28795957
848,10.176,9706.76681395
849,10.188,9731.28244742
850,10.2,9755.83488075
851,10.212,9780.4241347
852,10.224,9805.05023004
853,10.236,9829.71318752
854,10.248,9854.4130279
855,10.26,9879.14977192
856,10.272,9903.92344033
857,10.284,9928.73405385
858,10.296,9953.58163323
859,10.308,9978.46619918
860,10.32,10003.3877724
861,10.332,10028.3463737
862,10.344,10053.3420237
863,10.356,10078.3747432
864,10.368,10103.4445527
865,10.38,10128.5514731
866,10.392,10153.6955251
867,10.404,10178.8767293
868,10.416,10204.0951063
869,10.428,10229.3506769
870,10.44,10254.6434618
871,10.452,10279.9734816
872,10.464,10305.340757
873,10.476,10330.7453086
874,10.488,10356.1871572
875,10.5,10381.6663232
876,10.512,10407.1828274
877,10.524,10432.7366905
878,10.536,10458.327933
879,10.548,10483.9565756
880,10.56,10509.6226389
881,10.572,10535.3261436
882,10.584,10561.0671101
883,10.596,10586.8455593
884,10.608,10612.6615116
885,10.62,10638.5149876
886,10.632,10664.406008
887,10.644,10690.3345933
888,10.656,10716.3007642
889,10.668,10742.3045412
890,10.68,10768.3459448
891,10.692,10794.4249957
892,10.704,10820.5417144
893,10.716,10846.6961215
894,10.728,10872.8882375
895,10.74,10899.118083
896,10.752,10925.3856786
897,10.764,10951.6910447
898,10.776,10978.0342019
899,10.788,11004.4151708
900,10.8,11030.8339718
901,10.812,11057.2906255
902,10.824,11083.7851524
903,10.836,11110.3175731
904,10.848,11136.887908
905,10.86,11163.4961776
906,10.872,11190.1424024
907,10.884,11216.8266029
908,10.896,11243.5487997
909,10.908,11270.3090132
910,10.92,11297.1072638
911,10.932,11323.9435721
912,10.944,11350.8179585
913,10.956,11377.7304434
914,10.968,11404.6810475
915,10.98,11431.669791
916,10.992,11458.6966944
917,11.004,11485.7617783
918,11.016,11512.8650629
919,11.028,11540.0065689
920,11.04,11567.1863165
921,11.052,11594.4043263
922,11.064,11621.6606186
923,11.076,11648.9552139
924,11.088,11676.2881325
925,11.1,11703.6593949
926,11.112,11731.0690216
927,11.124,11758.5170328
928,11.136,11786.0034489
929,11.148,11813.5282905
930,11.16,11841.0915777
931,11.172,11868.6933311
932,11.184,11896.333571
933,11.196,11924.0123178
934,11.208,11951.7295918
935,11.22,11979.4854134
936,11.232,12007.2798029
937,11.244,12035.1127808
938,11.256,12062.9843673
939,11.268,12090.8945827
940,11.28,12118.8434475
941,11.292,12146.830982
942,11.304,12174.8572064
943,11.316,12202.9221411
944,11.328,12231.0258064
945,11.34,12259.1682227
946,11.352,12287.3494102
947,11.364,12315.5693892
948,11.376,12343.8281801
949,11.388,12372.1258031
950,11.4,12400.4622786
951,11.412,12428.8376267
952,11.424,12457.2518679
953,11.436,12485.7050223
954,11.448,12514.1971102
955,11.46,12542.7281519
956,11.472,12571.2981677
957,11.484,12599.9071778
958,11.496,12628.5552025
959,11.508,12657.242262
960,11.52,12685.9683765
961,11.532,12714.7335663
962,11.544,12743.5378517
963,11.556,12772.3812528
964,11.568,12801.2637899
965,11.58,12830.1854832
966,11.592,12859.1463529
967,11.604,12888.1464193
968,11.616,12917.1857024
969,11.628,12946.2642226
970,11.64,12975.382
971,11.652,13004.5390549
972,11.664,13033.7354073
973,11.676,13062.9710775
974,11.688,13092.2460857
975,11.7,13121.560452
976,11.712,13150.9141967
977,11.724,13180.3073398
978,11.736,13209.7399015
979,11.748,13239.211902
980,11.76,13268.7233614
981,11.772,13298.2742999
982,11.784,13327.8647376
983,11.796,13357.4946947
984,11.808,13387.1641913
985,11.82,13416.8732475
986,11.832,13446.6218834
987,11.844,13476.4101191
988,11.856,13506.2379748
989,11.868,13536.1054706
990,11.88,13566.0126266
991,11.892,13595.9594628
992,11.904,13625.9459994
993,11.916,13655.9722565
994,11.928,13686.0382541
995,11.94,13716.1440124
996,11.952,13746.2895513
997,11.964,13776.4748911
998,11.976,13806.7000516
999,11.988,13836.9650531
1000,12.0,13867.2699156
1001,12.012,13897.614659
1002,12.024,13927.9993036
1003,12.036,13958.4238692
1004,12.048,13988.888376
1005,12.06,14019.392844
1006,12.072,14049.9372932
1007,12.084,14080.5217437
1008,12.096,14111.1462154
1009,12.108,14141.8107284
1010,12.12,14172.5153027
1011,12.132,14203.2599583
1012,12.144,14234.0447152
1013,12.156,14264.8695935
1014,12.168,14295.734613
1015,12.18,14326.6397939
1016,12.192,14357.585156
1017,12.204,14388.5707194
1018,12.216,14419.596504
1019,12.228,14450.6625299
1020,12.24,14481.7688169
1021,12.252,14512.9153851
1022,12.264,14544.1022544
1023,12.276,14575.3294447
1024,12.288,14606.5969761
1025,12.3,14637.9048684
1026,12.312,14669.2531416
1027,12.324,14700.6418157
1028,12.336,14732.0709105
1029,12.348,14763.540446
1030,12.36,14795.0504421
1031,12.372,14826.6009188
1032,12.384,14858.1918959
1033,12.396,14889.8233934
1034,12.408,14921.4954312
1035,12.42,14953.2080291
1036,12.432,14984.9612071
1037,12.444,15016.754985
1038,12.456,15048.5893828
1039,12.468,15080.4644203
1040,12.48,15112.3801175
1041,12.492,15144.3364941
1042,12.504,15176.3335701
1043,12.516,15208.3713652
1044,12.528,15240.4498995
1045,12.54,15272.5691927
1046,12.552,15304.7292647
1047,12.564,15336.9301354
1048,12.576,15369.1718245
1049,12.588,15401.454352
1050,12.6,15433.7777376
1051,12.612,15466.1420012
1052,12.624,15498.5471626
1053,12.636,15530.9932416
1054,12.648,15563.4802581
1055,12.66,15596.0082319
1056,12.672,15628.5771827
1057,12.684,15661.1871304
1058,12.696,15693.8380949
1059,12.708,15726.5300957
1060,12.72,15759.2631529
1061,12.732,15792.0372861
1062,12.744,15824.8525151
1063,12.756,15857.7088598
1064,12.768,15890.6063398
1065,12.78,15923.544975
1066,12.792,15956.5247851
1067,12.804,15989.5457899
1068,12.816,16022.6080092
1069,12.828,16055.7114626
1070,12.84,16088.85617
1071,12.852,16122.0421511
1072,12.864,16155.2694256
1073,12.876,16188.5380132
1074,12.888,16221.8479337
1075,12.9,16255.1992069
1076,12.912,16288.5918524
1077,12.924,16322.0258899
1078,12.936,16355.5013392
1079,12.948,16389.01822
1080,12.96,16422.576552
1081,12.972,16456.1763548
1082,12.984,16489.8176482
1083,12.996,16523.5004519
1084,13.008,16557.2247856
1085,13.02,16590.9906688
