Station Name,model and version,XL2 S/N
LakeHodges_SDGCRK,Sutron XLink 500 Version 8.28 Build  8:19:24 10/11/2019 revision 3127,1911367
Label,Meas Type,Slope,Offset,Equation
PT Level,SDI-12,1.000000,-7.750000,Off
Flow_cfs,Meta,1.000000,0.000000,Off
Curr_pacing,Meta,1.000000,0.000000,Off
FlowVolume,Meta,1.000000,0.000000,Off
Aliquot_Num,Meta,1.000000,0.000000,Off
04/20/2020,00:00:00,PT Level,17.96,in,G
04/20/2020,00:00:00,Aliquot_Num,1397,ali,G
04/20/2020,00:00:00,Flow_cfs,37.06,,G
04/20/2020,00:00:00,Curr_pacing,600000.00,,G
04/20/2020,00:00:00,FlowVolume,341239.76,,G
04/20/2020,00:05:00,PT Level,18.03,in,G
04/20/2020,00:05:00,Aliquot_Num,1397,ali,G
04/20/2020,00:05:00,Flow_cfs,37.47,,G
04/20/2020,00:05:00,Curr_pacing,600000.00,,G
04/20/2020,00:05:00,FlowVolume,341239.76,,G
04/20/2020,00:10:00,PT Level,18.01,in,G
04/20/2020,00:10:00,Aliquot_Num,1397,ali,G
04/20/2020,00:10:00,Flow_cfs,37.35,,G
04/20/2020,00:10:00,Curr_pacing,600000.00,,G
04/20/2020,00:10:00,FlowVolume,341239.76,,G
04/20/2020,00:15:00,PT Level,17.97,in,G
04/20/2020,00:15:00,Aliquot_Num,1397,ali,G
04/20/2020,00:15:00,Flow_cfs,37.12,,G
04/20/2020,00:15:00,Curr_pacing,600000.00,,G
04/20/2020,00:15:00,FlowVolume,341239.76,,G
04/20/2020,00:20:00,PT Level,18.02,in,G
04/20/2020,00:20:00,Aliquot_Num,1397,ali,G
04/20/2020,00:20:00,Flow_cfs,37.41,,G
04/20/2020,00:20:00,Curr_pacing,600000.00,,G
04/20/2020,00:20:00,FlowVolume,341239.76,,G
04/20/2020,00:25:00,PT Level,18.00,in,G
04/20/2020,00:25:00,Aliquot_Num,1397,ali,G
04/20/2020,00:25:00,Flow_cfs,37.29,,G
04/20/2020,00:25:00,Curr_pacing,600000.00,,G
04/20/2020,00:25:00,FlowVolume,341239.76,,G
04/20/2020,00:30:00,PT Level,17.87,in,G
04/20/2020,00:30:00,Aliquot_Num,1397,ali,G
04/20/2020,00:30:00,Flow_cfs,36.50,,G
04/20/2020,00:30:00,Curr_pacing,600000.00,,G
04/20/2020,00:30:00,FlowVolume,341239.76,,G
04/20/2020,00:35:00,PT Level,18.02,in,G
04/20/2020,00:35:00,Aliquot_Num,1397,ali,G
04/20/2020,00:35:00,Flow_cfs,37.41,,G
04/20/2020,00:35:00,Curr_pacing,600000.00,,G
04/20/2020,00:35:00,FlowVolume,341239.76,,G
04/20/2020,00:40:00,PT Level,17.99,in,G
04/20/2020,00:40:00,Aliquot_Num,1397,ali,G
04/20/2020,00:40:00,Flow_cfs,37.24,,G
04/20/2020,00:40:00,Curr_pacing,600000.00,,G
04/20/2020,00:40:00,FlowVolume,341239.76,,G
04/20/2020,00:45:00,PT Level,18.02,in,G
04/20/2020,00:45:00,Aliquot_Num,1397,ali,G
04/20/2020,00:45:00,Flow_cfs,37.41,,G
04/20/2020,00:45:00,Curr_pacing,600000.00,,G
04/20/2020,00:45:00,FlowVolume,341239.76,,G
04/20/2020,00:50:00,PT Level,17.94,in,G
04/20/2020,00:50:00,Aliquot_Num,1397,ali,G
04/20/2020,00:50:00,Flow_cfs,36.94,,G
04/20/2020,00:50:00,Curr_pacing,600000.00,,G
04/20/2020,00:50:00,FlowVolume,341239.76,,G
04/20/2020,00:55:00,PT Level,17.94,in,G
04/20/2020,00:55:00,Aliquot_Num,1397,ali,G
04/20/2020,00:55:00,Flow_cfs,36.94,,G
04/20/2020,00:55:00,Curr_pacing,600000.00,,G
04/20/2020,00:55:00,FlowVolume,341239.76,,G
04/20/2020,01:00:00,PT Level,17.97,in,G
04/20/2020,01:00:00,Aliquot_Num,1397,ali,G
04/20/2020,01:00:00,Flow_cfs,37.12,,G
04/20/2020,01:00:00,Curr_pacing,600000.00,,G
04/20/2020,01:00:00,FlowVolume,341239.76,,G
04/20/2020,01:05:00,PT Level,17.92,in,G
04/20/2020,01:05:00,Aliquot_Num,1397,ali,G
04/20/2020,01:05:00,Flow_cfs,36.81,,G
04/20/2020,01:05:00,Curr_pacing,600000.00,,G
04/20/2020,01:05:00,FlowVolume,341239.76,,G
04/20/2020,01:10:00,PT Level,17.88,in,G
04/20/2020,01:10:00,Aliquot_Num,1397,ali,G
04/20/2020,01:10:00,Flow_cfs,36.56,,G
04/20/2020,01:10:00,Curr_pacing,600000.00,,G
04/20/2020,01:10:00,FlowVolume,341239.76,,G
04/20/2020,01:15:00,PT Level,17.95,in,G
04/20/2020,01:15:00,Aliquot_Num,1397,ali,G
04/20/2020,01:15:00,Flow_cfs,37.00,,G
04/20/2020,01:15:00,Curr_pacing,600000.00,,G
04/20/2020,01:15:00,FlowVolume,341239.76,,G
04/20/2020,01:20:00,PT Level,17.92,in,G
04/20/2020,01:20:00,Aliquot_Num,1397,ali,G
04/20/2020,01:20:00,Flow_cfs,36.81,,G
04/20/2020,01:20:00,Curr_pacing,600000.00,,G
04/20/2020,01:20:00,FlowVolume,341239.76,,G
04/20/2020,01:25:00,PT Level,17.86,in,G
04/20/2020,01:25:00,Aliquot_Num,1397,ali,G
04/20/2020,01:25:00,Flow_cfs,36.44,,G
04/20/2020,01:25:00,Curr_pacing,600000.00,,G
04/20/2020,01:25:00,FlowVolume,341239.76,,G
04/20/2020,01:30:00,PT Level,17.91,in,G
04/20/2020,01:30:00,Aliquot_Num,1397,ali,G
04/20/2020,01:30:00,Flow_cfs,36.75,,G
04/20/2020,01:30:00,Curr_pacing,600000.00,,G
04/20/2020,01:30:00,FlowVolume,341239.76,,G
04/20/2020,01:35:00,PT Level,17.88,in,G
04/20/2020,01:35:00,Aliquot_Num,1397,ali,G
04/20/2020,01:35:00,Flow_cfs,36.56,,G
04/20/2020,01:35:00,Curr_pacing,600000.00,,G
04/20/2020,01:35:00,FlowVolume,341239.76,,G
04/20/2020,01:40:00,PT Level,17.89,in,G
04/20/2020,01:40:00,Aliquot_Num,1397,ali,G
04/20/2020,01:40:00,Flow_cfs,36.62,,G
04/20/2020,01:40:00,Curr_pacing,600000.00,,G
04/20/2020,01:40:00,FlowVolume,341239.76,,G
04/20/2020,01:45:00,PT Level,17.86,in,G
04/20/2020,01:45:00,Aliquot_Num,1397,ali,G
04/20/2020,01:45:00,Flow_cfs,36.44,,G
04/20/2020,01:45:00,Curr_pacing,600000.00,,G
04/20/2020,01:45:00,FlowVolume,341239.76,,G
04/20/2020,01:50:00,PT Level,17.94,in,G
04/20/2020,01:50:00,Aliquot_Num,1397,ali,G
04/20/2020,01:50:00,Flow_cfs,36.94,,G
04/20/2020,01:50:00,Curr_pacing,600000.00,,G
04/20/2020,01:50:00,FlowVolume,341239.76,,G
04/20/2020,01:55:00,PT Level,17.88,in,G
04/20/2020,01:55:00,Aliquot_Num,1397,ali,G
04/20/2020,01:55:00,Flow_cfs,36.56,,G
04/20/2020,01:55:00,Curr_pacing,600000.00,,G
04/20/2020,01:55:00,FlowVolume,341239.76,,G
04/20/2020,02:00:00,PT Level,17.83,in,G
04/20/2020,02:00:00,Aliquot_Num,1397,ali,G
04/20/2020,02:00:00,Flow_cfs,36.25,,G
04/20/2020,02:00:00,Curr_pacing,600000.00,,G
04/20/2020,02:00:00,FlowVolume,341239.76,,G
04/20/2020,02:05:00,PT Level,17.96,in,G
04/20/2020,02:05:00,Aliquot_Num,1397,ali,G
04/20/2020,02:05:00,Flow_cfs,37.06,,G
04/20/2020,02:05:00,Curr_pacing,600000.00,,G
04/20/2020,02:05:00,FlowVolume,341239.76,,G
04/20/2020,02:10:00,PT Level,17.94,in,G
04/20/2020,02:10:00,Aliquot_Num,1397,ali,G
04/20/2020,02:10:00,Flow_cfs,36.94,,G
04/20/2020,02:10:00,Curr_pacing,600000.00,,G
04/20/2020,02:10:00,FlowVolume,341239.76,,G
04/20/2020,02:15:00,PT Level,17.80,in,G
04/20/2020,02:15:00,Aliquot_Num,1397,ali,G
04/20/2020,02:15:00,Flow_cfs,36.06,,G
04/20/2020,02:15:00,Curr_pacing,600000.00,,G
04/20/2020,02:15:00,FlowVolume,341239.76,,G
04/20/2020,02:20:00,PT Level,17.79,in,G
04/20/2020,02:20:00,Aliquot_Num,1397,ali,G
04/20/2020,02:20:00,Flow_cfs,36.00,,G
04/20/2020,02:20:00,Curr_pacing,600000.00,,G
04/20/2020,02:20:00,FlowVolume,341239.76,,G
04/20/2020,02:25:00,PT Level,17.88,in,G
04/20/2020,02:25:00,Aliquot_Num,1397,ali,G
04/20/2020,02:25:00,Flow_cfs,36.56,,G
04/20/2020,02:25:00,Curr_pacing,600000.00,,G
04/20/2020,02:25:00,FlowVolume,341239.76,,G
04/20/2020,02:30:00,PT Level,17.70,in,G
04/20/2020,02:30:00,Aliquot_Num,1397,ali,G
04/20/2020,02:30:00,Flow_cfs,35.55,,G
04/20/2020,02:30:00,Curr_pacing,600000.00,,G
04/20/2020,02:30:00,FlowVolume,341239.76,,G
04/20/2020,02:35:00,PT Level,17.84,in,G
04/20/2020,02:35:00,Aliquot_Num,1397,ali,G
04/20/2020,02:35:00,Flow_cfs,36.31,,G
04/20/2020,02:35:00,Curr_pacing,600000.00,,G
04/20/2020,02:35:00,FlowVolume,341239.76,,G
04/20/2020,02:40:00,PT Level,17.84,in,G
04/20/2020,02:40:00,Aliquot_Num,1397,ali,G
04/20/2020,02:40:00,Flow_cfs,36.31,,G
04/20/2020,02:40:00,Curr_pacing,600000.00,,G
04/20/2020,02:40:00,FlowVolume,341239.76,,G
04/20/2020,02:45:00,PT Level,17.92,in,G
04/20/2020,02:45:00,Aliquot_Num,1397,ali,G
04/20/2020,02:45:00,Flow_cfs,36.81,,G
04/20/2020,02:45:00,Curr_pacing,600000.00,,G
04/20/2020,02:45:00,FlowVolume,341239.76,,G
04/20/2020,02:50:00,PT Level,17.76,in,G
04/20/2020,02:50:00,Aliquot_Num,1397,ali,G
04/20/2020,02:50:00,Flow_cfs,35.85,,G
04/20/2020,02:50:00,Curr_pacing,600000.00,,G
04/20/2020,02:50:00,FlowVolume,341239.76,,G
04/20/2020,02:55:00,PT Level,17.89,in,G
04/20/2020,02:55:00,Aliquot_Num,1397,ali,G
04/20/2020,02:55:00,Flow_cfs,36.62,,G
04/20/2020,02:55:00,Curr_pacing,600000.00,,G
04/20/2020,02:55:00,FlowVolume,341239.76,,G
04/20/2020,03:00:00,PT Level,17.83,in,G
04/20/2020,03:00:00,Aliquot_Num,1397,ali,G
04/20/2020,03:00:00,Flow_cfs,36.25,,G
04/20/2020,03:00:00,Curr_pacing,600000.00,,G
04/20/2020,03:00:00,FlowVolume,341239.76,,G
04/20/2020,03:05:00,PT Level,17.80,in,G
04/20/2020,03:05:00,Aliquot_Num,1397,ali,G
04/20/2020,03:05:00,Flow_cfs,36.06,,G
04/20/2020,03:05:00,Curr_pacing,600000.00,,G
04/20/2020,03:05:00,FlowVolume,341239.76,,G
04/20/2020,03:10:00,PT Level,17.74,in,G
04/20/2020,03:10:00,Aliquot_Num,1397,ali,G
04/20/2020,03:10:00,Flow_cfs,35.75,,G
04/20/2020,03:10:00,Curr_pacing,600000.00,,G
04/20/2020,03:10:00,FlowVolume,341239.76,,G
04/20/2020,03:15:00,PT Level,17.73,in,G
04/20/2020,03:15:00,Aliquot_Num,1397,ali,G
04/20/2020,03:15:00,Flow_cfs,35.70,,G
04/20/2020,03:15:00,Curr_pacing,600000.00,,G
04/20/2020,03:15:00,FlowVolume,341239.76,,G
04/20/2020,03:20:00,PT Level,17.77,in,G
04/20/2020,03:20:00,Aliquot_Num,1397,ali,G
04/20/2020,03:20:00,Flow_cfs,35.90,,G
04/20/2020,03:20:00,Curr_pacing,600000.00,,G
04/20/2020,03:20:00,FlowVolume,341239.76,,G
04/20/2020,03:25:00,PT Level,17.78,in,G
04/20/2020,03:25:00,Aliquot_Num,1397,ali,G
04/20/2020,03:25:00,Flow_cfs,35.95,,G
04/20/2020,03:25:00,Curr_pacing,600000.00,,G
04/20/2020,03:25:00,FlowVolume,341239.76,,G
04/20/2020,03:30:00,PT Level,17.79,in,G
04/20/2020,03:30:00,Aliquot_Num,1397,ali,G
04/20/2020,03:30:00,Flow_cfs,36.00,,G
04/20/2020,03:30:00,Curr_pacing,600000.00,,G
04/20/2020,03:30:00,FlowVolume,341239.76,,G
04/20/2020,03:35:00,PT Level,17.84,in,G
04/20/2020,03:35:00,Aliquot_Num,1397,ali,G
04/20/2020,03:35:00,Flow_cfs,36.31,,G
04/20/2020,03:35:00,Curr_pacing,600000.00,,G
04/20/2020,03:35:00,FlowVolume,341239.76,,G
04/20/2020,03:40:00,PT Level,17.89,in,G
04/20/2020,03:40:00,Aliquot_Num,1397,ali,G
04/20/2020,03:40:00,Flow_cfs,36.62,,G
04/20/2020,03:40:00,Curr_pacing,600000.00,,G
04/20/2020,03:40:00,FlowVolume,341239.76,,G
04/20/2020,03:45:00,PT Level,17.84,in,G
04/20/2020,03:45:00,Aliquot_Num,1397,ali,G
04/20/2020,03:45:00,Flow_cfs,36.31,,G
04/20/2020,03:45:00,Curr_pacing,600000.00,,G
04/20/2020,03:45:00,FlowVolume,341239.76,,G
04/20/2020,03:50:00,PT Level,17.81,in,G
04/20/2020,03:50:00,Aliquot_Num,1397,ali,G
04/20/2020,03:50:00,Flow_cfs,36.12,,G
04/20/2020,03:50:00,Curr_pacing,600000.00,,G
04/20/2020,03:50:00,FlowVolume,341239.76,,G
04/20/2020,03:55:00,PT Level,17.75,in,G
04/20/2020,03:55:00,Aliquot_Num,1397,ali,G
04/20/2020,03:55:00,Flow_cfs,35.80,,G
04/20/2020,03:55:00,Curr_pacing,600000.00,,G
04/20/2020,03:55:00,FlowVolume,341239.76,,G
04/20/2020,04:00:00,PT Level,17.64,in,G
04/20/2020,04:00:00,Aliquot_Num,1397,ali,G
04/20/2020,04:00:00,Flow_cfs,35.25,,G
04/20/2020,04:00:00,Curr_pacing,600000.00,,G
04/20/2020,04:00:00,FlowVolume,341239.76,,G
04/20/2020,04:05:00,PT Level,17.72,in,G
04/20/2020,04:05:00,Aliquot_Num,1397,ali,G
04/20/2020,04:05:00,Flow_cfs,35.65,,G
04/20/2020,04:05:00,Curr_pacing,600000.00,,G
04/20/2020,04:05:00,FlowVolume,341239.76,,G
04/20/2020,04:10:00,PT Level,17.78,in,G
04/20/2020,04:10:00,Aliquot_Num,1397,ali,G
04/20/2020,04:10:00,Flow_cfs,35.95,,G
04/20/2020,04:10:00,Curr_pacing,600000.00,,G
