Station Name,model and version,XL2 S/N,,
LakeHodges_KITCARSON,Sutron XLink 500 Version 8.28 Build  8:19:24 10/11/2019 revision 3127,1911373,,
Label,Meas Type,Slope,Offset,Equation
FlowVolume,2/22/2020,20:31:00,19278349.41,G
PT Level,2/22/2020,20:32:00,10.31,G
Flow_cfs,2/22/2020,20:32:00,411.34,G
FlowVolume,2/22/2020,20:32:00,19303029.51,G
PT Level,2/22/2020,20:33:00,10.26,G
Flow_cfs,2/22/2020,20:33:00,404.91,G
FlowVolume,2/22/2020,20:33:00,19327324.11,G
PT Level,2/22/2020,20:34:00,10.25,G
Flow_cfs,2/22/2020,20:34:00,403.63,G
FlowVolume,2/22/2020,20:34:00,19351541.61,G
PT Level,2/22/2020,20:35:00,10.17,G
Flow_cfs,2/22/2020,20:35:00,393.35,G
FlowVolume,2/22/2020,20:35:00,19375142.31,G
PT Level,2/22/2020,20:36:00,10.23,G
Flow_cfs,2/22/2020,20:36:00,401.05,G
FlowVolume,2/22/2020,20:36:00,19399205.61,G
PT Level,2/22/2020,20:37:00,10.22,G
Flow_cfs,2/22/2020,20:37:00,399.77,G
FlowVolume,2/22/2020,20:37:00,19423191.81,G
PT Level,2/22/2020,20:38:00,10.19,G
Flow_cfs,2/22/2020,20:38:00,395.91,G
FlowVolume,2/22/2020,20:38:00,19446946.71,G
PT Level,2/22/2020,20:39:00,10.15,G
Flow_cfs,2/22/2020,20:39:00,390.77,G
FlowVolume,2/22/2020,20:39:00,19470393.21,G
PT Level,2/22/2020,20:40:00,10.2,G
Flow_cfs,2/22/2020,20:40:00,397.2,G
FlowVolume,2/22/2020,20:40:00,19494225.21,G
PT Level,2/22/2020,20:41:00,10.11,G
Flow_cfs,2/22/2020,20:41:00,385.63,G
FlowVolume,2/22/2020,20:41:00,19517363.3,G
PT Level,2/22/2020,20:42:00,10.12,G
Flow_cfs,2/22/2020,20:42:00,386.92,G
FlowVolume,2/22/2020,20:42:00,19540578.5,G
PT Level,2/22/2020,20:43:00,10.11,G
Flow_cfs,2/22/2020,20:43:00,385.63,G
FlowVolume,2/22/2020,20:43:00,19563716.6,G
PT Level,2/22/2020,20:44:00,10.09,G
Flow_cfs,2/22/2020,20:44:00,383.07,G
FlowVolume,2/22/2020,20:44:00,19586700.5,G
PT Level,2/22/2020,20:45:00,10,G
Flow_cfs,2/22/2020,20:45:00,371.5,G
FlowVolume,2/22/2020,20:45:00,19608990.5,G
PT Level,2/22/2020,20:46:00,10.14,G
Flow_cfs,2/22/2020,20:46:00,389.49,G
FlowVolume,2/22/2020,20:46:00,19632359.9,G
PT Level,2/22/2020,20:47:00,10.08,G
Flow_cfs,2/22/2020,20:47:00,381.78,G
FlowVolume,2/22/2020,20:47:00,19655266.7,G
PT Level,2/22/2020,20:48:00,10.05,G
Flow_cfs,2/22/2020,20:48:00,377.93,G
FlowVolume,2/22/2020,20:48:00,19677942.2,G
PT Level,2/22/2020,20:49:00,10.06,G
Flow_cfs,2/22/2020,20:49:00,379.21,G
FlowVolume,2/22/2020,20:49:00,19700694.81,G
PT Level,2/22/2020,20:50:00,10.03,G
Flow_cfs,2/22/2020,20:50:00,375.35,G
FlowVolume,2/22/2020,20:50:00,19723216.11,G
PT Level,2/22/2020,20:51:00,10.05,G
Flow_cfs,2/22/2020,20:51:00,377.93,G
FlowVolume,2/22/2020,20:51:00,19745891.61,G
PT Level,2/22/2020,20:52:00,9.94,G
Flow_cfs,2/22/2020,20:52:00,363.79,G
FlowVolume,2/22/2020,20:52:00,19767719,G
PT Level,2/22/2020,20:53:00,10,G
Flow_cfs,2/22/2020,20:53:00,371.5,G
FlowVolume,2/22/2020,20:53:00,19790009,G
PT Level,2/22/2020,20:54:00,9.95,G
Flow_cfs,2/22/2020,20:54:00,365.07,G
FlowVolume,2/22/2020,20:54:00,19811913.5,G
PT Level,2/22/2020,20:55:00,9.92,G
Flow_cfs,2/22/2020,20:55:00,361.22,G
FlowVolume,2/22/2020,20:55:00,19833586.7,G
PT Level,2/22/2020,20:56:00,9.88,G
Flow_cfs,2/22/2020,20:56:00,356.08,G
FlowVolume,2/22/2020,20:56:00,19854951.5,G
PT Level,2/22/2020,20:57:00,9.92,G
Flow_cfs,2/22/2020,20:57:00,361.22,G
FlowVolume,2/22/2020,20:57:00,19876624.7,G
PT Level,2/22/2020,20:58:00,9.92,G
Flow_cfs,2/22/2020,20:58:00,361.22,G
FlowVolume,2/22/2020,20:58:00,19898297.9,G
PT Level,2/22/2020,20:59:00,9.92,G
Flow_cfs,2/22/2020,20:59:00,361.22,G
FlowVolume,2/22/2020,20:59:00,19919971.11,G
PT Level,2/22/2020,21:00:00,9.8,G
Flow_cfs,2/22/2020,21:00:00,345.8,G
FlowVolume,2/22/2020,21:00:00,19940719.11,G
PT Level,2/22/2020,21:01:00,9.81,G
Flow_cfs,2/22/2020,21:01:00,347.09,G
FlowVolume,2/22/2020,21:01:00,19961544.21,G
PT Level,2/22/2020,21:02:00,9.83,G
Flow_cfs,2/22/2020,21:02:00,349.65,G
FlowVolume,2/22/2020,21:02:00,19982523.51,G
PT Level,2/22/2020,21:03:00,9.81,G
Flow_cfs,2/22/2020,21:03:00,347.09,G
FlowVolume,2/22/2020,21:03:00,20003348.61,G
PT Level,2/22/2020,21:04:00,9.83,G
Flow_cfs,2/22/2020,21:04:00,349.65,G
FlowVolume,2/22/2020,21:04:00,20024327.91,G
PT Level,2/22/2020,21:05:00,9.85,G
Flow_cfs,2/22/2020,21:05:00,352.23,G
FlowVolume,2/22/2020,21:05:00,20045461.41,G
PT Level,2/22/2020,21:06:00,9.79,G
Flow_cfs,2/22/2020,21:06:00,344.51,G
FlowVolume,2/22/2020,21:06:00,20066132.31,G
PT Level,2/22/2020,21:07:00,9.83,G
Flow_cfs,2/22/2020,21:07:00,349.65,G
FlowVolume,2/22/2020,21:07:00,20087111.61,G
PT Level,2/22/2020,21:08:00,9.72,G
Flow_cfs,2/22/2020,21:08:00,335.52,G
FlowVolume,2/22/2020,21:08:00,20107242.82,G
PT Level,2/22/2020,21:09:00,9.72,G
Flow_cfs,2/22/2020,21:09:00,335.52,G
FlowVolume,2/22/2020,21:09:00,20127374.02,G
PT Level,2/22/2020,21:10:00,9.7,G
Flow_cfs,2/22/2020,21:10:00,332.95,G
FlowVolume,2/22/2020,21:10:00,20147351.02,G
PT Level,2/22/2020,21:11:00,9.72,G
Flow_cfs,2/22/2020,21:11:00,335.52,G
FlowVolume,2/22/2020,21:11:00,20167482.22,G
PT Level,2/22/2020,21:12:00,9.66,G
Flow_cfs,2/22/2020,21:12:00,327.81,G
FlowVolume,2/22/2020,21:12:00,20187150.82,G
PT Level,2/22/2020,21:13:00,9.72,G
Flow_cfs,2/22/2020,21:13:00,335.52,G
FlowVolume,2/22/2020,21:13:00,20207282.02,G
PT Level,2/22/2020,21:14:00,9.63,G
Flow_cfs,2/22/2020,21:14:00,323.96,G
FlowVolume,2/22/2020,21:14:00,20226719.32,G
PT Level,2/22/2020,21:15:00,9.66,G
Flow_cfs,2/22/2020,21:15:00,327.81,G
FlowVolume,2/22/2020,21:15:00,20246387.92,G
PT Level,2/22/2020,21:16:00,9.68,G
Flow_cfs,2/22/2020,21:16:00,330.38,G
FlowVolume,2/22/2020,21:16:00,20266210.72,G
PT Level,2/22/2020,21:17:00,9.61,G
Flow_cfs,2/22/2020,21:17:00,321.38,G
FlowVolume,2/22/2020,21:17:00,20285493.82,G
PT Level,2/22/2020,21:18:00,9.63,G
Flow_cfs,2/22/2020,21:18:00,323.96,G
FlowVolume,2/22/2020,21:18:00,20304931.12,G
PT Level,2/22/2020,21:19:00,9.61,G
Flow_cfs,2/22/2020,21:19:00,321.38,G
FlowVolume,2/22/2020,21:19:00,20324214.22,G
PT Level,2/22/2020,21:20:00,9.64,G
Flow_cfs,2/22/2020,21:20:00,325.24,G
FlowVolume,2/22/2020,21:20:00,20343728.62,G
PT Level,2/22/2020,21:21:00,9.59,G
Flow_cfs,2/22/2020,21:21:00,318.82,G
FlowVolume,2/22/2020,21:21:00,20362857.52,G
PT Level,2/22/2020,21:22:00,9.56,G
Flow_cfs,2/22/2020,21:22:00,314.96,G
FlowVolume,2/22/2020,21:22:00,20381755.12,G
PT Level,2/22/2020,21:23:00,9.59,G
Flow_cfs,2/22/2020,21:23:00,318.82,G
FlowVolume,2/22/2020,21:23:00,20400884.03,G
PT Level,2/22/2020,21:24:00,9.56,G
Flow_cfs,2/22/2020,21:24:00,314.96,G
FlowVolume,2/22/2020,21:24:00,20419781.63,G
PT Level,2/22/2020,21:25:00,9.54,G
Flow_cfs,2/22/2020,21:25:00,312.39,G
FlowVolume,2/22/2020,21:25:00,20438525.03,G
PT Level,2/22/2020,21:26:00,9.53,G
Flow_cfs,2/22/2020,21:26:00,311.1,G
FlowVolume,2/22/2020,21:26:00,20457191.33,G
PT Level,2/22/2020,21:27:00,9.49,G
Flow_cfs,2/22/2020,21:27:00,305.96,G
FlowVolume,2/22/2020,21:27:00,20475549.22,G
PT Level,2/22/2020,21:28:00,9.52,G
Flow_cfs,2/22/2020,21:28:00,309.82,G
FlowVolume,2/22/2020,21:28:00,20494138.43,G
PT Level,2/22/2020,21:29:00,9.5,G
Flow_cfs,2/22/2020,21:29:00,307.25,G
FlowVolume,2/22/2020,21:29:00,20512573.43,G
PT Level,2/22/2020,21:30:00,9.46,G
Flow_cfs,2/22/2020,21:30:00,302.11,G
FlowVolume,2/22/2020,21:30:00,20530700.03,G
PT Level,2/22/2020,21:31:00,9.42,G
Flow_cfs,2/22/2020,21:31:00,296.97,G
FlowVolume,2/22/2020,21:31:00,20548518.23,G
PT Level,2/22/2020,21:32:00,9.45,G
Flow_cfs,2/22/2020,21:32:00,300.82,G
FlowVolume,2/22/2020,21:32:00,20566567.73,G
PT Level,2/22/2020,21:33:00,9.43,G
Flow_cfs,2/22/2020,21:33:00,298.26,G
FlowVolume,2/22/2020,21:33:00,20584463.03,G
PT Level,2/22/2020,21:34:00,9.38,G
Flow_cfs,2/22/2020,21:34:00,291.83,G
FlowVolume,2/22/2020,21:34:00,20601972.83,G
PT Level,2/22/2020,21:35:00,9.4,G
Flow_cfs,2/22/2020,21:35:00,294.4,G
FlowVolume,2/22/2020,21:35:00,20619636.83,G
PT Level,2/22/2020,21:36:00,9.42,G
Flow_cfs,2/22/2020,21:36:00,296.97,G
FlowVolume,2/22/2020,21:36:00,20637455.03,G
PT Level,2/22/2020,21:37:00,9.42,G
Flow_cfs,2/22/2020,21:37:00,296.97,G
FlowVolume,2/22/2020,21:37:00,20655273.23,G
PT Level,2/22/2020,21:38:00,9.39,G
Flow_cfs,2/22/2020,21:38:00,293.12,G
FlowVolume,2/22/2020,21:38:00,20672860.13,G
PT Level,2/22/2020,21:39:00,9.39,G
Flow_cfs,2/22/2020,21:39:00,293.12,G
FlowVolume,2/22/2020,21:39:00,20690447.03,G
PT Level,2/22/2020,21:40:00,9.36,G
Flow_cfs,2/22/2020,21:40:00,289.26,G
FlowVolume,2/22/2020,21:40:00,20707802.63,G
PT Level,2/22/2020,21:41:00,9.37,G
Flow_cfs,2/22/2020,21:41:00,290.54,G
FlowVolume,2/22/2020,21:41:00,20725235.33,G
PT Level,2/22/2020,21:42:00,9.31,G
Flow_cfs,2/22/2020,21:42:00,282.84,G
FlowVolume,2/22/2020,21:42:00,20742205.43,G
PT Level,2/22/2020,21:43:00,9.36,G
Flow_cfs,2/22/2020,21:43:00,289.26,G
FlowVolume,2/22/2020,21:43:00,20759561.03,G
PT Level,2/22/2020,21:44:00,9.33,G
Flow_cfs,2/22/2020,21:44:00,285.4,G
FlowVolume,2/22/2020,21:44:00,20776685.33,G
PT Level,2/22/2020,21:45:00,9.3,G
Flow_cfs,2/22/2020,21:45:00,281.55,G
FlowVolume,2/22/2020,21:45:00,20793578.33,G
PT Level,2/22/2020,21:46:00,9.31,G
Flow_cfs,2/22/2020,21:46:00,282.84,G
FlowVolume,2/22/2020,21:46:00,20810548.44,G
PT Level,2/22/2020,21:47:00,9.23,G
Flow_cfs,2/22/2020,21:47:00,272.55,G
FlowVolume,2/22/2020,21:47:00,20826901.73,G
PT Level,2/22/2020,21:48:00,9.23,G
Flow_cfs,2/22/2020,21:48:00,272.55,G
FlowVolume,2/22/2020,21:48:00,20843255.03,G
PT Level,2/22/2020,21:49:00,9.22,G
Flow_cfs,2/22/2020,21:49:00,271.27,G
FlowVolume,2/22/2020,21:49:00,20859531.23,G
PT Level,2/22/2020,21:50:00,9.2,G
Flow_cfs,2/22/2020,21:50:00,268.7,G
FlowVolume,2/22/2020,21:50:00,20875653.23,G
PT Level,2/22/2020,21:51:00,9.23,G
Flow_cfs,2/22/2020,21:51:00,272.55,G
FlowVolume,2/22/2020,21:51:00,20892006.53,G
PT Level,2/22/2020,21:52:00,9.19,G
Flow_cfs,2/22/2020,21:52:00,267.41,G
FlowVolume,2/22/2020,21:52:00,20908051.42,G
PT Level,2/22/2020,21:53:00,9.2,G
Flow_cfs,2/22/2020,21:53:00,268.7,G
FlowVolume,2/22/2020,21:53:00,20924173.42,G
PT Level,2/22/2020,21:54:00,9.12,G
Flow_cfs,2/22/2020,21:54:00,258.42,G
FlowVolume,2/22/2020,21:54:00,20939678.62,G
PT Level,2/22/2020,21:55:00,9.17,G
Flow_cfs,2/22/2020,21:55:00,264.85,G
FlowVolume,2/22/2020,21:55:00,20955569.32,G
PT Level,2/22/2020,21:56:00,9.11,G
Flow_cfs,2/22/2020,21:56:00,257.13,G
FlowVolume,2/22/2020,21:56:00,20970997.42,G
PT Level,2/22/2020,21:57:00,9.14,G
Flow_cfs,2/22/2020,21:57:00,260.99,G
FlowVolume,2/22/2020,21:57:00,20986656.82,G
PT Level,2/22/2020,21:58:00,9.07,G
Flow_cfs,2/22/2020,21:58:00,251.99,G
FlowVolume,2/22/2020,21:58:00,21001776.52,G
PT Level,2/22/2020,21:59:00,9.13,G
Flow_cfs,2/22/2020,21:59:00,259.71,G
FlowVolume,2/22/2020,21:59:00,21017358.82,G
PT Level,2/22/2020,22:00:00,9.12,G
Flow_cfs,2/22/2020,22:00:00,258.42,G
FlowVolume,2/22/2020,22:00:00,21032864.02,G
PT Level,2/22/2020,22:01:00,9.09,G
Flow_cfs,2/22/2020,22:01:00,254.57,G
FlowVolume,2/22/2020,22:01:00,21048137.92,G
PT Level,2/22/2020,22:02:00,9.08,G
Flow_cfs,2/22/2020,22:02:00,253.28,G
FlowVolume,2/22/2020,22:02:00,21063334.72,G
PT Level,2/22/2020,22:03:00,9.08,G
Flow_cfs,2/22/2020,22:03:00,253.28,G
FlowVolume,2/22/2020,22:03:00,21078531.52,G
PT Level,2/22/2020,22:04:00,9.05,G
Flow_cfs,2/22/2020,22:04:00,249.43,G
FlowVolume,2/22/2020,22:04:00,21093497.02,G
PT Level,2/22/2020,22:05:00,9.04,G
Flow_cfs,2/22/2020,22:05:00,248.14,G
FlowVolume,2/22/2020,22:05:00,21108385.42,G
PT Level,2/22/2020,22:06:00,9.05,G
Flow_cfs,2/22/2020,22:06:00,249.43,G
FlowVolume,2/22/2020,22:06:00,21123350.92,G
PT Level,2/22/2020,22:07:00,9.05,G
Flow_cfs,2/22/2020,22:07:00,249.43,G
FlowVolume,2/22/2020,22:07:00,21138316.42,G
PT Level,2/22/2020,22:08:00,9.03,G
Flow_cfs,2/22/2020,22:08:00,246.85,G
FlowVolume,2/22/2020,22:08:00,21153127.72,G
PT Level,2/22/2020,22:09:00,9.01,G
Flow_cfs,2/22/2020,22:09:00,244.29,G
FlowVolume,2/22/2020,22:09:00,21167784.82,G
PT Level,2/22/2020,22:10:00,8.99,G
Flow_cfs,2/22/2020,22:10:00,242.24,G
FlowVolume,2/22/2020,22:10:00,21182319.52,G
PT Level,2/22/2020,22:11:00,8.98,G
Flow_cfs,2/22/2020,22:11:00,241.49,G
FlowVolume,2/22/2020,22:11:00,21196808.92,G
PT Level,2/22/2020,22:12:00,8.96,G
Flow_cfs,2/22/2020,22:12:00,239.98,G
FlowVolume,2/22/2020,22:12:00,21211207.72,G
PT Level,2/22/2020,22:13:00,9.02,G
Flow_cfs,2/22/2020,22:13:00,245.57,G
FlowVolume,2/22/2020,22:13:00,21225941.92,G
PT Level,2/22/2020,22:14:00,8.99,G
Flow_cfs,2/22/2020,22:14:00,242.24,G
FlowVolume,2/22/2020,22:14:00,21240476.62,G
PT Level,2/22/2020,22:15:00,8.96,G
Flow_cfs,2/22/2020,22:15:00,239.98,G
FlowVolume,2/22/2020,22:15:00,21254875.42,G
PT Level,2/22/2020,22:16:00,8.99,G
Flow_cfs,2/22/2020,22:16:00,242.24,G
FlowVolume,2/22/2020,22:16:00,21269410.12,G
PT Level,2/22/2020,22:17:00,8.97,G
Flow_cfs,2/22/2020,22:17:00,240.74,G
FlowVolume,2/22/2020,22:17:00,21283854.22,G
PT Level,2/22/2020,22:18:00,8.95,G
Flow_cfs,2/22/2020,22:18:00,239.22,G
FlowVolume,2/22/2020,22:18:00,21298207.72,G
PT Level,2/22/2020,22:19:00,8.93,G
Flow_cfs,2/22/2020,22:19:00,237.72,G
FlowVolume,2/22/2020,22:19:00,21312470.62,G
PT Level,2/22/2020,22:20:00,8.93,G
Flow_cfs,2/22/2020,22:20:00,237.72,G
FlowVolume,2/22/2020,22:20:00,21326733.52,G
PT Level,2/22/2020,22:21:00,8.92,G
Flow_cfs,2/22/2020,22:21:00,236.96,G
FlowVolume,2/22/2020,22:21:00,21340951.12,G
PT Level,2/22/2020,22:22:00,8.89,G
Flow_cfs,2/22/2020,22:22:00,234.7,G
FlowVolume,2/22/2020,22:22:00,21355032.83,G
PT Level,2/22/2020,22:23:00,8.89,G
Flow_cfs,2/22/2020,22:23:00,234.7,G
FlowVolume,2/22/2020,22:23:00,21369114.53,G
PT Level,2/22/2020,22:24:00,8.91,G
Flow_cfs,2/22/2020,22:24:00,236.2,G
FlowVolume,2/22/2020,22:24:00,21383286.83,G
PT Level,2/22/2020,22:25:00,8.88,G
Flow_cfs,2/22/2020,22:25:00,233.94,G
FlowVolume,2/22/2020,22:25:00,21397323.23,G
PT Level,2/22/2020,22:26:00,8.88,G
Flow_cfs,2/22/2020,22:26:00,233.94,G
FlowVolume,2/22/2020,22:26:00,21411359.63,G
PT Level,2/22/2020,22:27:00,8.84,G
Flow_cfs,2/22/2020,22:27:00,230.92,G
FlowVolume,2/22/2020,22:27:00,21425214.83,G
PT Level,2/22/2020,22:28:00,8.84,G
Flow_cfs,2/22/2020,22:28:00,230.92,G
FlowVolume,2/22/2020,22:28:00,21439070.03,G
PT Level,2/22/2020,22:29:00,8.87,G
Flow_cfs,2/22/2020,22:29:00,233.18,G
FlowVolume,2/22/2020,22:29:00,21453061.13,G
PT Level,2/22/2020,22:30:00,8.85,G
Flow_cfs,2/22/2020,22:30:00,231.68,G
FlowVolume,2/22/2020,22:30:00,21466961.63,G
PT Level,2/22/2020,22:31:00,8.8,G
Flow_cfs,2/22/2020,22:31:00,227.9,G
FlowVolume,2/22/2020,22:31:00,21480635.63,G
PT Level,2/22/2020,22:32:00,8.79,G
Flow_cfs,2/22/2020,22:32:00,227.14,G
FlowVolume,2/22/2020,22:32:00,21494264.33,G
PT Level,2/22/2020,22:33:00,8.79,G
Flow_cfs,2/22/2020,22:33:00,227.14,G
FlowVolume,2/22/2020,22:33:00,21507893.03,G
PT Level,2/22/2020,22:34:00,8.79,G
Flow_cfs,2/22/2020,22:34:00,227.14,G
FlowVolume,2/22/2020,22:34:00,21521521.73,G
PT Level,2/22/2020,22:35:00,8.77,G
Flow_cfs,2/22/2020,22:35:00,225.64,G
FlowVolume,2/22/2020,22:35:00,21535059.83,G
PT Level,2/22/2020,22:36:00,8.75,G
Flow_cfs,2/22/2020,22:36:00,224.13,G
FlowVolume,2/22/2020,22:36:00,21548507.33,G
PT Level,2/22/2020,22:37:00,8.74,G
Flow_cfs,2/22/2020,22:37:00,223.37,G
FlowVolume,2/22/2020,22:37:00,21561909.53,G
PT Level,2/22/2020,22:38:00,8.73,G
Flow_cfs,2/22/2020,22:38:00,222.61,G
FlowVolume,2/22/2020,22:38:00,21575266.43,G
PT Level,2/22/2020,22:39:00,8.72,G
Flow_cfs,2/22/2020,22:39:00,221.86,G
FlowVolume,2/22/2020,22:39:00,21588578.03,G
PT Level,2/22/2020,22:40:00,8.73,G
Flow_cfs,2/22/2020,22:40:00,222.61,G
FlowVolume,2/22/2020,22:40:00,21601934.93,G
PT Level,2/22/2020,22:41:00,8.74,G
Flow_cfs,2/22/2020,22:41:00,223.37,G
FlowVolume,2/22/2020,22:41:00,21615337.13,G
PT Level,2/22/2020,22:42:00,8.73,G
Flow_cfs,2/22/2020,22:42:00,222.61,G
FlowVolume,2/22/2020,22:42:00,21628694.03,G
PT Level,2/22/2020,22:43:00,8.73,G
Flow_cfs,2/22/2020,22:43:00,222.61,G
FlowVolume,2/22/2020,22:43:00,21642050.92,G
PT Level,2/22/2020,22:44:00,8.7,G
Flow_cfs,2/22/2020,22:44:00,220.35,G
FlowVolume,2/22/2020,22:44:00,21655271.92,G
PT Level,2/22/2020,22:45:00,8.71,G
Flow_cfs,2/22/2020,22:45:00,221.11,G
FlowVolume,2/22/2020,22:45:00,21668538.22,G
PT Level,2/22/2020,22:46:00,8.65,G
Flow_cfs,2/22/2020,22:46:00,216.57,G
FlowVolume,2/22/2020,22:46:00,21681532.72,G
PT Level,2/22/2020,22:47:00,8.65,G
Flow_cfs,2/22/2020,22:47:00,216.57,G
FlowVolume,2/22/2020,22:47:00,21694527.22,G
PT Level,2/22/2020,22:48:00,8.64,G
Flow_cfs,2/22/2020,22:48:00,215.82,G
FlowVolume,2/22/2020,22:48:00,21707476.42,G
PT Level,2/22/2020,22:49:00,8.62,G
Flow_cfs,2/22/2020,22:49:00,214.31,G
FlowVolume,2/22/2020,22:49:00,21720335.02,G
PT Level,2/22/2020,22:50:00,8.63,G
Flow_cfs,2/22/2020,22:50:00,215.07,G
FlowVolume,2/22/2020,22:50:00,21733238.92,G
PT Level,2/22/2020,22:51:00,8.63,G
Flow_cfs,2/22/2020,22:51:00,215.07,G
FlowVolume,2/22/2020,22:51:00,21746142.82,G
PT Level,2/22/2020,22:52:00,8.64,G
Flow_cfs,2/22/2020,22:52:00,215.82,G
FlowVolume,2/22/2020,22:52:00,21759092.02,G
PT Level,2/22/2020,22:53:00,8.61,G
Flow_cfs,2/22/2020,22:53:00,213.55,G
FlowVolume,2/22/2020,22:53:00,21771905.32,G
PT Level,2/22/2020,22:54:00,8.57,G
Flow_cfs,2/22/2020,22:54:00,210.53,G
FlowVolume,2/22/2020,22:54:00,21784537.42,G
PT Level,2/22/2020,22:55:00,8.58,G
Flow_cfs,2/22/2020,22:55:00,211.29,G
FlowVolume,2/22/2020,22:55:00,21797214.82,G
PT Level,2/22/2020,22:56:00,8.56,G
Flow_cfs,2/22/2020,22:56:00,209.78,G
FlowVolume,2/22/2020,22:56:00,21809801.62,G
PT Level,2/22/2020,22:57:00,8.58,G
Flow_cfs,2/22/2020,22:57:00,211.29,G
FlowVolume,2/22/2020,22:57:00,21822479.02,G
PT Level,2/22/2020,22:58:00,8.54,G
Flow_cfs,2/22/2020,22:58:00,208.27,G
FlowVolume,2/22/2020,22:58:00,21834975.22,G
PT Level,2/22/2020,22:59:00,8.56,G
Flow_cfs,2/22/2020,22:59:00,209.78,G
FlowVolume,2/22/2020,22:59:00,21847562.02,G
PT Level,2/22/2020,23:00:00,8.5,G
Flow_cfs,2/22/2020,23:00:00,205.25,G
FlowVolume,2/22/2020,23:00:00,21859877.02,G
PT Level,2/22/2020,23:01:00,8.54,G
Flow_cfs,2/22/2020,23:01:00,208.27,G
FlowVolume,2/22/2020,23:01:00,21872373.22,G
PT Level,2/22/2020,23:02:00,8.54,G
Flow_cfs,2/22/2020,23:02:00,208.27,G
FlowVolume,2/22/2020,23:02:00,21884869.42,G
PT Level,2/22/2020,23:03:00,8.52,G
Flow_cfs,2/22/2020,23:03:00,206.76,G
FlowVolume,2/22/2020,23:03:00,21897275.02,G
PT Level,2/22/2020,23:04:00,8.5,G
Flow_cfs,2/22/2020,23:04:00,205.25,G
FlowVolume,2/22/2020,23:04:00,21909590.02,G
PT Level,2/22/2020,23:05:00,8.51,G
Flow_cfs,2/22/2020,23:05:00,206.01,G
FlowVolume,2/22/2020,23:05:00,21921950.33,G
PT Level,2/22/2020,23:06:00,8.51,G
Flow_cfs,2/22/2020,23:06:00,206.01,G
FlowVolume,2/22/2020,23:06:00,21934310.63,G
PT Level,2/22/2020,23:07:00,8.52,G
Flow_cfs,2/22/2020,23:07:00,206.76,G
FlowVolume,2/22/2020,23:07:00,21946716.23,G
PT Level,2/22/2020,23:08:00,8.51,G
Flow_cfs,2/22/2020,23:08:00,206.01,G
FlowVolume,2/22/2020,23:08:00,21959076.53,G
PT Level,2/22/2020,23:09:00,8.49,G
Flow_cfs,2/22/2020,23:09:00,204.49,G
FlowVolume,2/22/2020,23:09:00,21971346.23,G
PT Level,2/22/2020,23:10:00,8.48,G
Flow_cfs,2/22/2020,23:10:00,203.74,G
FlowVolume,2/22/2020,23:10:00,21983570.63,G
PT Level,2/22/2020,23:11:00,8.42,G
Flow_cfs,2/22/2020,23:11:00,199.21,G
FlowVolume,2/22/2020,23:11:00,21995523.23,G
PT Level,2/22/2020,23:12:00,8.44,G
Flow_cfs,2/22/2020,23:12:00,200.72,G
FlowVolume,2/22/2020,23:12:00,22007566.43,G
PT Level,2/22/2020,23:13:00,8.41,G
Flow_cfs,2/22/2020,23:13:00,198.45,G
FlowVolume,2/22/2020,23:13:00,22019473.72,G
PT Level,2/22/2020,23:14:00,8.44,G
Flow_cfs,2/22/2020,23:14:00,200.72,G
FlowVolume,2/22/2020,23:14:00,22031516.92,G
PT Level,2/22/2020,23:15:00,8.4,G
Flow_cfs,2/22/2020,23:15:00,197.7,G
FlowVolume,2/22/2020,23:15:00,22043378.92,G
PT Level,2/22/2020,23:16:00,8.42,G
Flow_cfs,2/22/2020,23:16:00,199.21,G
FlowVolume,2/22/2020,23:16:00,22055331.52,G
PT Level,2/22/2020,23:17:00,8.4,G
Flow_cfs,2/22/2020,23:17:00,197.7,G
FlowVolume,2/22/2020,23:17:00,22067193.52,G
PT Level,2/22/2020,23:18:00,8.41,G
Flow_cfs,2/22/2020,23:18:00,198.45,G
FlowVolume,2/22/2020,23:18:00,22079100.82,G
PT Level,2/22/2020,23:19:00,8.39,G
Flow_cfs,2/22/2020,23:19:00,196.95,G
FlowVolume,2/22/2020,23:19:00,22090917.52,G
PT Level,2/22/2020,23:20:00,8.37,G
Flow_cfs,2/22/2020,23:20:00,195.43,G
FlowVolume,2/22/2020,23:20:00,22102643.62,G
PT Level,2/22/2020,23:21:00,8.38,G
Flow_cfs,2/22/2020,23:21:00,196.19,G
FlowVolume,2/22/2020,23:21:00,22114415.02,G
PT Level,2/22/2020,23:22:00,8.36,G
Flow_cfs,2/22/2020,23:22:00,194.68,G
FlowVolume,2/22/2020,23:22:00,22126095.82,G
PT Level,2/22/2020,23:23:00,8.33,G
Flow_cfs,2/22/2020,23:23:00,192.41,G
FlowVolume,2/22/2020,23:23:00,22137640.72,G
PT Level,2/22/2020,23:24:00,8.31,G
Flow_cfs,2/22/2020,23:24:00,190.91,G
FlowVolume,2/22/2020,23:24:00,22149095.02,G
PT Level,2/22/2020,23:25:00,8.35,G
Flow_cfs,2/22/2020,23:25:00,193.93,G
FlowVolume,2/22/2020,23:25:00,22160730.52,G
PT Level,2/22/2020,23:26:00,8.3,G
Flow_cfs,2/22/2020,23:26:00,190.15,G
FlowVolume,2/22/2020,23:26:00,22172139.52,G
PT Level,2/22/2020,23:27:00,8.28,G
Flow_cfs,2/22/2020,23:27:00,188.64,G
