SITE ID:,00000000KCC3,,,
SN: ,110106000707,,
DEVICE ID:,29,,
MFG ID:,00,,
1,2,3,6
TIME STAMP,SMP-,BTL-,RESULT-
01:56 01/29/2021,001,01,SUCCESS                                         
02:39 01/29/2021,002,01,SUCCESS                                         
03:30 01/29/2021,003,01,SUCCESS                                         
03:58 01/29/2021,004,01,SUCCESS                                         
04:17 01/29/2021,005,01,SUCCESS                                         
04:33 01/29/2021,006,01,SUCCESS                                         
04:49 01/29/2021,007,01,SUCCESS                                         
05:04 01/29/2021,008,01,SUCCESS                                         
05:18 01/29/2021,009,01,SUCCESS                                         
05:32 01/29/2021,010,01,SUCCESS                                         
05:46 01/29/2021,011,01,SUCCESS                                         
06:00 01/29/2021,012,01,SUCCESS                                         
06:13 01/29/2021,013,01,SUCCESS                                         
06:26 01/29/2021,014,01,SUCCESS                                         
06:40 01/29/2021,015,01,SUCCESS                                         
06:55 01/29/2021,016,01,SUCCESS                                         
07:10 01/29/2021,017,01,SUCCESS                                         
07:25 01/29/2021,018,01,SUCCESS                                         
07:42 01/29/2021,019,01,SUCCESS                                         
08:00 01/29/2021,020,01,SUCCESS                                         
08:20 01/29/2021,021,01,SUCCESS                                         
08:42 01/29/2021,022,01,SUCCESS                                         
09:06 01/29/2021,023,01,SUCCESS                                         
09:33 01/29/2021,024,01,SUCCESS                                         
10:04 01/29/2021,025,01,SUCCESS                                         
10:40 01/29/2021,026,01,SUCCESS                                         
11:20 01/29/2021,027,01,SUCCESS                                         
12:05 01/29/2021,028,01,SUCCESS                                         
12:50 01/29/2021,029,01,SUCCESS                                         
13:36 01/29/2021,030,01,SUCCESS                                         
14:29 01/29/2021,031,01,SUCCESS                                         
15:28 01/29/2021,032,01,SUCCESS                                         
16:12 01/29/2021,033,01,SUCCESS                                         
17:03 01/29/2021,034,01,SUCCESS                                         
17:56 01/29/2021,035,01,SUCCESS                                         
18:31 01/29/2021,036,01,SUCCESS                                         
19:00 01/29/2021,037,01,SUCCESS                                         
19:27 01/29/2021,038,01,SUCCESS                                         
19:56 01/29/2021,039,01,SUCCESS                                         
20:26 01/29/2021,040,01,SUCCESS                                         
21:01 01/29/2021,041,01,SUCCESS                                         
21:39 01/29/2021,042,01,SUCCESS                                         
22:22 01/29/2021,043,01,SUCCESS                                         
23:09 01/29/2021,044,01,SUCCESS                                         
00:01 01/30/2021,045,01,SUCCESS                                         
00:58 01/30/2021,046,01,SUCCESS                                         
02:00 01/30/2021,047,01,SUCCESS                                         
03:07 01/30/2021,048,01,SUCCESS                                         
04:15 01/30/2021,049,01,SUCCESS                                         
05:04 01/30/2021,050,01,SUCCESS                                         
05:40 01/30/2021,051,01,SUCCESS                                         
06:13 01/30/2021,052,01,SUCCESS                                         
06:45 01/30/2021,053,01,SUCCESS                                         
07:19 01/30/2021,054,01,SUCCESS                                         
07:57 01/30/2021,055,01,SUCCESS                                         
08:41 01/30/2021,056,01,SUCCESS                                         
09:32 01/30/2021,057,01,SUCCESS                                         
10:30 01/30/2021,058,01,SUCCESS                                         
11:34 01/30/2021,059,01,SUCCESS                                         
12:45 01/30/2021,060,01,SUCCESS                                         
14:02 01/30/2021,061,01,SUCCESS                                         
15:33 01/30/2021,062,01,SUCCESS                                         
18:02 01/30/2021,063,01,SUCCESS                                         
01:00 01/31/2021,064,01,SUCCESS                                         
15:14 03/03/2021,001,01,SUCCESS                                         
15:54 03/03/2021,002,01,SUCCESS                                         
16:14 03/03/2021,003,01,SUCCESS                                         
17:16 03/03/2021,004,01,SUCCESS                                         
17:50 03/03/2021,005,01,SUCCESS                                         
18:24 03/03/2021,006,01,SUCCESS                                         
18:59 03/03/2021,007,01,SUCCESS                                         
19:35 03/03/2021,008,01,SUCCESS                                         
20:08 03/03/2021,009,01,SUCCESS                                         
20:40 03/03/2021,010,01,SUCCESS                                         
21:13 03/03/2021,011,01,SUCCESS                                         
21:45 03/03/2021,012,01,SUCCESS                                         
22:16 03/03/2021,013,01,SUCCESS                                         
22:47 03/03/2021,014,01,SUCCESS                                         
23:17 03/03/2021,015,01,SUCCESS                                         
23:46 03/03/2021,016,01,SUCCESS                                         
00:14 03/04/2021,017,01,SUCCESS                                         
00:40 03/04/2021,018,01,SUCCESS                                         
01:06 03/04/2021,019,01,SUCCESS                                         
01:32 03/04/2021,020,01,SUCCESS                                         
01:57 03/04/2021,021,01,SUCCESS                                         
02:22 03/04/2021,022,01,SUCCESS                                         
02:46 03/04/2021,023,01,SUCCESS                                         
03:11 03/04/2021,024,01,SUCCESS                                         
03:35 03/04/2021,025,01,SUCCESS                                         
03:59 03/04/2021,026,01,SUCCESS                                         
04:24 03/04/2021,027,01,SUCCESS                                         
04:48 03/04/2021,028,01,SUCCESS                                         
05:12 03/04/2021,029,01,SUCCESS                                         
05:37 03/04/2021,030,01,SUCCESS                                         
06:02 03/04/2021,031,01,SUCCESS                                         
06:26 03/04/2021,032,01,SUCCESS                                         
06:52 03/04/2021,033,01,SUCCESS                                         
07:17 03/04/2021,034,01,SUCCESS                                         
07:42 03/04/2021,035,01,SUCCESS                                         
08:08 03/04/2021,036,01,SUCCESS                                         
08:34 03/04/2021,037,01,SUCCESS                                         
09:00 03/04/2021,038,01,SUCCESS                                         
09:27 03/04/2021,039,01,SUCCESS                                         
09:53 03/04/2021,040,01,SUCCESS                                         
10:20 03/04/2021,041,01,SUCCESS                                         
10:48 03/04/2021,042,01,SUCCESS                                         
11:15 03/04/2021,043,01,SUCCESS                                         
11:43 03/04/2021,044,01,SUCCESS                                         
12:10 03/04/2021,045,01,SUCCESS                                         
12:39 03/04/2021,046,01,SUCCESS                                         
13:07 03/04/2021,047,01,SUCCESS                                         
13:35 03/04/2021,048,01,SUCCESS                                         
14:04 03/04/2021,049,01,SUCCESS                                         
14:33 03/04/2021,050,01,SUCCESS                                         
15:02 03/04/2021,051,01,SUCCESS                                         
15:32 03/04/2021,052,01,SUCCESS                                         
16:01 03/04/2021,053,01,SUCCESS                                         
16:31 03/04/2021,054,01,SUCCESS                                         
17:01 03/04/2021,055,01,SUCCESS                                         
18:02 03/04/2021,056,01,SUCCESS                                         
19:04 03/04/2021,057,01,SUCCESS                                         
20:06 03/04/2021,058,01,SUCCESS                                         
21:10 03/04/2021,059,01,SUCCESS                                         
22:14 03/04/2021,060,01,SUCCESS                                         
23:19 03/04/2021,061,01,SUCCESS                                         
00:25 03/05/2021,062,01,SUCCESS                                         
01:32 03/05/2021,063,01,SUCCESS                                         
02:40 03/05/2021,064,01,SUCCESS                                         
03:49 03/05/2021,065,01,SUCCESS                                         
04:58 03/05/2021,066,01,SUCCESS                                         
06:08 03/05/2021,067,01,SUCCESS                                         
07:19 03/05/2021,068,01,SUCCESS                                         
08:30 03/05/2021,069,01,SUCCESS                                         
