Station Name,model and version,XL2 S/N
LakeHodges_SYCAMORE,Sutron XLink 500 Version 8.28 Build  8:19:24 10/11/2019 revision 3127,1911378
Label,Meas Type,Slope,Offset,Equation
PT Level,SDI-12,1.000000,0.000000,Off
Flow_cfs,Meta,1.000000,0.000000,Off
Curr_pacing,Meta,1.000000,0.000000,Off
FlowVolume,Meta,1.000000,0.000000,Off
Aliquot_Num,Meta,1.000000,0.000000,Off
04/14/2020,00:00:00,PT Level,22.38,in,G
04/14/2020,00:00:00,Aliquot_Num,12,ali,G
04/14/2020,00:00:00,Flow_cfs,21.65,,G
04/14/2020,00:00:00,Curr_pacing,768000.00,,G
04/14/2020,00:00:00,FlowVolume,570454.47,,G
04/14/2020,00:01:00,PT Level,22.38,in,G
04/14/2020,00:01:00,Flow_cfs,21.65,,G
04/14/2020,00:01:00,FlowVolume,571753.60,,G
04/14/2020,00:02:00,PT Level,22.40,in,G
04/14/2020,00:02:00,Flow_cfs,21.70,,G
04/14/2020,00:02:00,FlowVolume,573055.34,,G
04/14/2020,00:03:00,PT Level,22.38,in,G
04/14/2020,00:03:00,Flow_cfs,21.65,,G
04/14/2020,00:03:00,FlowVolume,574354.47,,G
04/14/2020,00:04:00,PT Level,22.37,in,G
04/14/2020,00:04:00,Flow_cfs,21.63,,G
04/14/2020,00:04:00,FlowVolume,575652.30,,G
04/14/2020,00:05:00,PT Level,22.37,in,G
04/14/2020,00:05:00,Aliquot_Num,12,ali,G
04/14/2020,00:05:00,Flow_cfs,21.63,,G
04/14/2020,00:05:00,Curr_pacing,768000.00,,G
04/14/2020,00:05:00,FlowVolume,576950.13,,G
04/14/2020,00:06:00,PT Level,22.39,in,G
04/14/2020,00:06:00,Flow_cfs,21.67,,G
04/14/2020,00:06:00,FlowVolume,578250.56,,G
04/14/2020,00:07:00,PT Level,22.38,in,G
04/14/2020,00:07:00,Flow_cfs,21.65,,G
04/14/2020,00:07:00,FlowVolume,579549.69,,G
04/14/2020,00:08:00,PT Level,22.37,in,G
04/14/2020,00:08:00,Flow_cfs,21.63,,G
04/14/2020,00:08:00,FlowVolume,580847.52,,G
04/14/2020,00:09:00,PT Level,22.37,in,G
04/14/2020,00:09:00,Flow_cfs,21.63,,G
04/14/2020,00:09:00,FlowVolume,582145.34,,G
04/14/2020,00:10:00,PT Level,22.36,in,G
04/14/2020,00:10:00,Aliquot_Num,12,ali,G
04/14/2020,00:10:00,Flow_cfs,21.61,,G
04/14/2020,00:10:00,Curr_pacing,768000.00,,G
04/14/2020,00:10:00,FlowVolume,583441.87,,G
04/14/2020,00:11:00,PT Level,22.36,in,G
04/14/2020,00:11:00,Flow_cfs,21.61,,G
04/14/2020,00:11:00,FlowVolume,584738.39,,G
04/14/2020,00:12:00,PT Level,22.36,in,G
04/14/2020,00:12:00,Flow_cfs,21.61,,G
04/14/2020,00:12:00,FlowVolume,586034.91,,G
04/14/2020,00:13:00,PT Level,22.35,in,G
04/14/2020,00:13:00,Flow_cfs,21.59,,G
04/14/2020,00:13:00,FlowVolume,587330.13,,G
04/14/2020,00:14:00,PT Level,22.35,in,G
04/14/2020,00:14:00,Flow_cfs,21.59,,G
04/14/2020,00:14:00,FlowVolume,588625.34,,G
04/14/2020,00:15:00,PT Level,22.36,in,G
04/14/2020,00:15:00,Aliquot_Num,12,ali,G
04/14/2020,00:15:00,Flow_cfs,21.61,,G
04/14/2020,00:15:00,Curr_pacing,768000.00,,G
04/14/2020,00:15:00,FlowVolume,589921.87,,G
04/14/2020,00:16:00,PT Level,22.35,in,G
04/14/2020,00:16:00,Flow_cfs,21.59,,G
04/14/2020,00:16:00,FlowVolume,591217.08,,G
04/14/2020,00:17:00,PT Level,22.33,in,G
04/14/2020,00:17:00,Flow_cfs,21.54,,G
04/14/2020,00:17:00,FlowVolume,592509.69,,G
04/14/2020,00:18:00,PT Level,22.34,in,G
04/14/2020,00:18:00,Flow_cfs,21.57,,G
04/14/2020,00:18:00,FlowVolume,593803.61,,G
04/14/2020,00:19:00,PT Level,22.34,in,G
04/14/2020,00:19:00,Flow_cfs,21.57,,G
04/14/2020,00:19:00,FlowVolume,595097.52,,G
04/14/2020,00:20:00,PT Level,22.34,in,G
04/14/2020,00:20:00,Aliquot_Num,12,ali,G
04/14/2020,00:20:00,Flow_cfs,21.57,,G
04/14/2020,00:20:00,Curr_pacing,768000.00,,G
04/14/2020,00:20:00,FlowVolume,596391.43,,G
04/14/2020,00:21:00,PT Level,22.34,in,G
04/14/2020,00:21:00,Flow_cfs,21.57,,G
04/14/2020,00:21:00,FlowVolume,597685.34,,G
04/14/2020,00:22:00,PT Level,22.33,in,G
04/14/2020,00:22:00,Flow_cfs,21.54,,G
04/14/2020,00:22:00,FlowVolume,598977.95,,G
04/14/2020,00:23:00,PT Level,22.34,in,G
04/14/2020,00:23:00,Flow_cfs,21.57,,G
04/14/2020,00:23:00,FlowVolume,600271.87,,G
04/14/2020,00:24:00,PT Level,22.32,in,G
04/14/2020,00:24:00,Flow_cfs,21.52,,G
04/14/2020,00:24:00,FlowVolume,601563.17,,G
04/14/2020,00:25:00,PT Level,22.32,in,G
04/14/2020,00:25:00,Aliquot_Num,12,ali,G
04/14/2020,00:25:00,Flow_cfs,21.52,,G
04/14/2020,00:25:00,Curr_pacing,768000.00,,G
04/14/2020,00:25:00,FlowVolume,602854.48,,G
04/14/2020,00:26:00,PT Level,22.32,in,G
04/14/2020,00:26:00,Flow_cfs,21.52,,G
04/14/2020,00:26:00,FlowVolume,604145.78,,G
04/14/2020,00:27:00,PT Level,22.31,in,G
04/14/2020,00:27:00,Flow_cfs,21.50,,G
04/14/2020,00:27:00,FlowVolume,605435.78,,G
04/14/2020,00:28:00,PT Level,22.32,in,G
04/14/2020,00:28:00,Flow_cfs,21.52,,G
04/14/2020,00:28:00,FlowVolume,606727.08,,G
04/14/2020,00:29:00,PT Level,22.31,in,G
04/14/2020,00:29:00,Flow_cfs,21.50,,G
04/14/2020,00:29:00,FlowVolume,608017.08,,G
04/14/2020,00:30:00,PT Level,22.30,in,G
04/14/2020,00:30:00,Aliquot_Num,12,ali,G
04/14/2020,00:30:00,Flow_cfs,21.48,,G
04/14/2020,00:30:00,Curr_pacing,768000.00,,G
04/14/2020,00:30:00,FlowVolume,609306.01,,G
04/14/2020,00:31:00,PT Level,22.30,in,G
04/14/2020,00:31:00,Flow_cfs,21.48,,G
04/14/2020,00:31:00,FlowVolume,610594.94,,G
04/14/2020,00:32:00,PT Level,22.30,in,G
04/14/2020,00:32:00,Flow_cfs,21.48,,G
04/14/2020,00:32:00,FlowVolume,611883.87,,G
04/14/2020,00:33:00,PT Level,22.30,in,G
04/14/2020,00:33:00,Flow_cfs,21.48,,G
04/14/2020,00:33:00,FlowVolume,613172.80,,G
04/14/2020,00:34:00,PT Level,22.30,in,G
04/14/2020,00:34:00,Flow_cfs,21.48,,G
04/14/2020,00:34:00,FlowVolume,614461.73,,G
04/14/2020,00:35:00,PT Level,22.31,in,G
04/14/2020,00:35:00,Aliquot_Num,12,ali,G
04/14/2020,00:35:00,Flow_cfs,21.50,,G
04/14/2020,00:35:00,Curr_pacing,768000.00,,G
04/14/2020,00:35:00,FlowVolume,615751.73,,G
04/14/2020,00:36:00,PT Level,22.29,in,G
04/14/2020,00:36:00,Flow_cfs,21.46,,G
04/14/2020,00:36:00,FlowVolume,617039.58,,G
04/14/2020,00:37:00,PT Level,22.26,in,G
04/14/2020,00:37:00,Flow_cfs,21.41,,G
04/14/2020,00:37:00,FlowVolume,618324.23,,G
04/14/2020,00:38:00,PT Level,22.30,in,G
04/14/2020,00:38:00,Flow_cfs,21.48,,G
04/14/2020,00:38:00,FlowVolume,619613.15,,G
04/14/2020,00:39:00,PT Level,22.29,in,G
04/14/2020,00:39:00,Flow_cfs,21.46,,G
04/14/2020,00:39:00,FlowVolume,620901.01,,G
04/14/2020,00:40:00,PT Level,22.27,in,G
04/14/2020,00:40:00,Aliquot_Num,12,ali,G
04/14/2020,00:40:00,Flow_cfs,21.43,,G
04/14/2020,00:40:00,Curr_pacing,768000.00,,G
04/14/2020,00:40:00,FlowVolume,622186.73,,G
04/14/2020,00:41:00,PT Level,22.26,in,G
