Station Name,model and version,XL2 S/N
LakeHodges_DELDIOS,Sutron XLink 500 Version 8.28 Build  8:19:24 10/11/2019 revision 3127,1911381
Label,Meas Type,Slope,Offset,Equation
PT Level,SDI-12,1.000000,0.000000,Off
Flow_cfs,Meta,1.000000,0.000000,Off
Curr_pacing,Meta,1.000000,0.000000,Off
FlowVolume,Meta,1.000000,0.000000,Off
Aliquot_Num,Meta,1.000000,0.000000,Off
04/06/2020,00:00:00,PT Level,2.80,in,G
04/06/2020,00:00:00,Aliquot_Num,0,ali,G
04/06/2020,00:00:00,Flow_cfs,0.12,,G
04/06/2020,00:00:00,Curr_pacing,5000.00,,G
04/06/2020,00:00:00,FlowVolume,0.00,,G
04/06/2020,00:05:00,PT Level,2.82,in,G
04/06/2020,00:05:00,Aliquot_Num,0,ali,G
04/06/2020,00:05:00,Flow_cfs,0.13,,G
04/06/2020,00:05:00,Curr_pacing,5000.00,,G
04/06/2020,00:05:00,FlowVolume,0.00,,G
04/06/2020,00:10:00,PT Level,2.79,in,G
04/06/2020,00:10:00,Aliquot_Num,0,ali,G
04/06/2020,00:10:00,Flow_cfs,0.12,,G
04/06/2020,00:10:00,Curr_pacing,5000.00,,G
04/06/2020,00:10:00,FlowVolume,0.00,,G
04/06/2020,00:15:00,PT Level,2.86,in,G
04/06/2020,00:15:00,Aliquot_Num,0,ali,G
04/06/2020,00:15:00,Flow_cfs,0.13,,G
04/06/2020,00:15:00,Curr_pacing,5000.00,,G
04/06/2020,00:15:00,FlowVolume,0.00,,G
04/06/2020,00:20:00,PT Level,2.85,in,G
04/06/2020,00:20:00,Aliquot_Num,0,ali,G
04/06/2020,00:20:00,Flow_cfs,0.13,,G
04/06/2020,00:20:00,Curr_pacing,5000.00,,G
04/06/2020,00:20:00,FlowVolume,0.00,,G
04/06/2020,00:25:00,PT Level,2.79,in,G
04/06/2020,00:25:00,Aliquot_Num,0,ali,G
04/06/2020,00:25:00,Flow_cfs,0.12,,G
04/06/2020,00:25:00,Curr_pacing,5000.00,,G
04/06/2020,00:25:00,FlowVolume,0.00,,G
04/06/2020,00:30:00,PT Level,2.81,in,G
04/06/2020,00:30:00,Flow_cfs,0.12,,G
04/06/2020,00:30:00,Aliquot_Num,0,ali,G
04/06/2020,00:30:00,Curr_pacing,5000.00,,G
04/06/2020,00:30:00,FlowVolume,0.00,,G
04/06/2020,00:35:00,PT Level,2.77,in,G
04/06/2020,00:35:00,Flow_cfs,0.12,,G
04/06/2020,00:35:00,Aliquot_Num,0,ali,G
04/06/2020,00:35:00,Curr_pacing,5000.00,,G
04/06/2020,00:35:00,FlowVolume,0.00,,G
04/06/2020,00:40:00,PT Level,2.87,in,G
