Date,Time,Label,Value,Units,Quality
10/07/2020,13:14:59,SDI XDT,0,,G
10/07/2020,23:59:59,Battery,13.10,V,G
10/07/2020,23:59:59,Internal Temp,21.93,C,G
10/07/2020,23:59:59,SMS Received Today,0,,G
10/07/2020,23:59:59,Cell Clients Today,0,,G
10/07/2020,23:59:59,Cell Clients Blocked Today,0,,G
10/07/2020,23:59:59,Cell Bytes Tx Today,0,,G
10/07/2020,23:59:59,Cell Bytes Rx Today,0,,G
10/08/2020,13:19:59,SDI XDT,0,,G
10/08/2020,13:54:14,SMS Receive,6,,G
10/08/2020,13:55:28,SMS Receive,7,,G
10/08/2020,23:59:59,Battery,13.09,V,G
10/08/2020,23:59:59,Internal Temp,15.10,C,G
10/08/2020,23:59:59,SMS Received Today,2,,G
10/08/2020,23:59:59,Cell Clients Today,0,,G
10/08/2020,23:59:59,Cell Clients Blocked Today,0,,G
10/08/2020,23:59:59,Cell Bytes Tx Today,0,,G
10/08/2020,23:59:59,Cell Bytes Rx Today,0,,G
10/09/2020,13:24:59,SDI XDT,0,,G
10/09/2020,14:06:57,SMS Receive,8,,G
10/09/2020,23:59:59,Battery,13.11,V,G
10/09/2020,23:59:59,Internal Temp,21.34,C,G
10/09/2020,23:59:59,SMS Received Today,1,,G
10/09/2020,23:59:59,Cell Clients Today,0,,G
10/09/2020,23:59:59,Cell Clients Blocked Today,0,,G
10/09/2020,23:59:59,Cell Bytes Tx Today,0,,G
10/09/2020,23:59:59,Cell Bytes Rx Today,0,,G
10/10/2020,13:24:59,SDI XDT,0,,G
10/10/2020,14:18:03,SMS Receive,9,,G
10/10/2020,23:59:59,Battery,13.09,V,G
10/10/2020,23:59:59,Internal Temp,16.24,C,G
10/10/2020,23:59:59,SMS Received Today,1,,G
10/10/2020,23:59:59,Cell Clients Today,0,,G
10/10/2020,23:59:59,Cell Clients Blocked Today,0,,G
10/10/2020,23:59:59,Cell Bytes Tx Today,0,,G
10/10/2020,23:59:59,Cell Bytes Rx Today,0,,G
10/11/2020,13:24:59,SDI XDT,0,,G
10/11/2020,23:59:59,Battery,13.09,V,G
10/11/2020,23:59:59,Internal Temp,16.85,C,G
10/11/2020,23:59:59,SMS Received Today,0,,G
10/11/2020,23:59:59,Cell Clients Today,0,,G
10/11/2020,23:59:59,Cell Clients Blocked Today,0,,G
10/11/2020,23:59:59,Cell Bytes Tx Today,0,,G
10/11/2020,23:59:59,Cell Bytes Rx Today,0,,G
10/12/2020,13:29:59,SDI XDT,0,,G
10/12/2020,14:34:49,SMS Receive,10,,G
10/12/2020,23:59:59,Battery,13.07,V,G
10/12/2020,23:59:59,Internal Temp,18.98,C,G
10/12/2020,23:59:59,SMS Received Today,1,,G
10/12/2020,23:59:59,Cell Clients Today,0,,G
10/12/2020,23:59:59,Cell Clients Blocked Today,0,,G
10/12/2020,23:59:59,Cell Bytes Tx Today,0,,G
10/12/2020,23:59:59,Cell Bytes Rx Today,0,,G
10/13/2020,13:29:59,SDI XDT,0,,G
10/13/2020,23:59:59,Battery,13.07,V,G
10/13/2020,23:59:59,Internal Temp,17.69,C,G
10/13/2020,23:59:59,SMS Received Today,0,,G
10/13/2020,23:59:59,Cell Clients Today,0,,G
10/13/2020,23:59:59,Cell Clients Blocked Today,0,,G
10/13/2020,23:59:59,Cell Bytes Tx Today,0,,G
10/13/2020,23:59:59,Cell Bytes Rx Today,0,,G
10/14/2020,13:34:59,SDI XDT,0,,G
10/14/2020,23:59:59,Battery,13.08,V,G
10/14/2020,23:59:59,Internal Temp,17.38,C,G
10/14/2020,23:59:59,SMS Received Today,0,,G
10/14/2020,23:59:59,Cell Clients Today,0,,G
10/14/2020,23:59:59,Cell Clients Blocked Today,0,,G
10/14/2020,23:59:59,Cell Bytes Tx Today,0,,G
10/14/2020,23:59:59,Cell Bytes Rx Today,0,,G
10/15/2020,13:34:59,SDI XDT,0,,G
10/15/2020,23:59:59,Battery,13.07,V,G
10/15/2020,23:59:59,Internal Temp,17.95,C,G
10/15/2020,23:59:59,SMS Received Today,0,,G
10/15/2020,23:59:59,Cell Clients Today,0,,G
10/15/2020,23:59:59,Cell Clients Blocked Today,0,,G
10/15/2020,23:59:59,Cell Bytes Tx Today,0,,G
10/15/2020,23:59:59,Cell Bytes Rx Today,0,,G
10/16/2020,13:34:59,SDI XDT,0,,G
10/16/2020,15:02:34,Time Before Change,2942,ms,G
10/16/2020,15:02:37,Time After Change,2942,ms,G
10/16/2020,15:02:37,Cell Set Time,0,,G
10/16/2020,15:02:37,SDI XDT,0,,G
10/16/2020,23:59:59,Battery,13.07,V,G
10/16/2020,23:59:59,Internal Temp,18.29,C,G
10/16/2020,23:59:59,SMS Received Today,0,,G
10/16/2020,23:59:59,Cell Clients Today,0,,G
10/16/2020,23:59:59,Cell Clients Blocked Today,0,,G
10/16/2020,23:59:59,Cell Bytes Tx Today,0,,G
10/16/2020,23:59:59,Cell Bytes Rx Today,0,,G
10/17/2020,15:04:59,SDI XDT,0,,G
10/17/2020,23:59:59,Battery,13.09,V,G
10/17/2020,23:59:59,Internal Temp,17.19,C,G
10/17/2020,23:59:59,SMS Received Today,0,,G
10/17/2020,23:59:59,Cell Clients Today,0,,G
10/17/2020,23:59:59,Cell Clients Blocked Today,0,,G
10/17/2020,23:59:59,Cell Bytes Tx Today,0,,G
