Station Name,model and version,XL2 S/N
Tazon_DW0317,Sutron XLink 500 Version 8.35 Build 17:45:51 09/23/2020 revision 3369,1911380
Label,Meas Type,Slope,Offset,Equation
PT Level,SDI-12,1.000000,0.150000,Off
PT Flow cfs,Meta,1.000000,0.000000,Off
Level_950,Modbus,1.000000,0.000000,Off
Vel_950,Modbus,1.000000,0.000000,Off
Flow_950,Modbus,1.000000,0.000000,Off
Battery_950,Modbus,1.000000,0.000000,Off
11/10/2020,11:30:00,PT Flow cfs,0.320,gpm,G
11/10/2020,11:30:04,RS232 Connected,0,,G
11/10/2020,11:30:00,Level_950,0.10,in,G
11/10/2020,11:30:00,Flow_950,0.29,cfs,G
11/10/2020,11:30:10,RS232 Disconnected,0,,G
11/10/2020,11:30:00,Vel_950,4.84,fps,G
11/10/2020,11:35:00,PT Level,0.14,in,G
11/10/2020,11:35:00,PT Flow cfs,0.450,gpm,G
11/10/2020,11:35:04,RS232 Connected,0,,G
11/10/2020,11:35:00,Level_950,0.10,in,G
11/10/2020,11:35:00,Flow_950,0.29,cfs,G
11/10/2020,11:35:10,RS232 Disconnected,0,,G
11/10/2020,11:35:00,Vel_950,4.84,fps,G
11/10/2020,11:40:00,PT Level,0.15,in,G
11/10/2020,11:40:00,PT Flow cfs,0.515,gpm,G
11/10/2020,11:40:04,RS232 Connected,0,,G
11/10/2020,11:40:00,Level_950,0.10,in,G
11/10/2020,11:40:00,Flow_950,0.29,cfs,G
11/10/2020,11:40:10,RS232 Disconnected,0,,G
11/10/2020,11:40:00,Vel_950,4.84,fps,G
11/10/2020,11:45:00,PT Level,0.14,in,G
11/10/2020,11:45:00,PT Flow cfs,0.450,gpm,G
11/10/2020,11:45:04,RS232 Connected,0,,G
11/10/2020,11:45:00,Level_950,0.10,in,G
11/10/2020,11:45:00,Flow_950,0.29,cfs,G
11/10/2020,11:45:10,RS232 Disconnected,0,,G
11/10/2020,11:45:00,Vel_950,4.84,fps,G
11/10/2020,11:50:00,PT Level,0.13,in,G
11/10/2020,11:50:00,PT Flow cfs,0.385,gpm,G
11/10/2020,11:50:04,RS232 Connected,0,,G
11/10/2020,11:50:00,Level_950,0.10,in,G
11/10/2020,11:50:00,Flow_950,0.29,cfs,G
11/10/2020,11:50:10,RS232 Disconnected,0,,G
11/10/2020,11:50:00,Vel_950,4.84,fps,G
11/10/2020,11:55:00,PT Level,0.13,in,G
11/10/2020,11:55:00,PT Flow cfs,0.385,gpm,G
11/10/2020,11:55:04,RS232 Connected,0,,G
11/10/2020,11:55:00,Level_950,0.10,in,G
11/10/2020,11:55:00,Flow_950,0.29,cfs,G
11/10/2020,11:55:10,RS232 Disconnected,0,,G
11/10/2020,11:55:00,Vel_950,4.84,fps,G
11/10/2020,12:00:00,PT Level,0.14,in,G
11/10/2020,12:00:00,PT Flow cfs,0.450,gpm,G
11/10/2020,12:00:04,RS232 Connected,0,,G
11/10/2020,12:00:00,Battery_950,12.58,V,G
11/10/2020,12:00:00,Level_950,0.10,in,G
11/10/2020,12:00:00,Flow_950,0.29,cfs,G
11/10/2020,12:00:13,RS232 Disconnected,0,,G
11/10/2020,12:00:00,Vel_950,4.84,fps,G
11/10/2020,12:05:00,PT Level,0.13,in,G
11/10/2020,12:05:00,PT Flow cfs,0.385,gpm,G
11/10/2020,12:05:04,RS232 Connected,0,,G
11/10/2020,12:05:00,Level_950,0.10,in,G
11/10/2020,12:05:00,Flow_950,0.29,cfs,G
11/10/2020,12:05:10,RS232 Disconnected,0,,G
11/10/2020,12:05:00,Vel_950,4.84,fps,G
11/10/2020,12:10:00,PT Level,0.13,in,G
11/10/2020,12:10:00,PT Flow cfs,0.385,gpm,G
11/10/2020,12:10:04,RS232 Connected,0,,G
11/10/2020,12:10:00,Level_950,0.10,in,G
11/10/2020,12:10:00,Flow_950,0.29,cfs,G
11/10/2020,12:10:10,RS232 Disconnected,0,,G
11/10/2020,12:10:00,Vel_950,4.84,fps,G
11/10/2020,12:15:00,PT Level,0.15,in,G
11/10/2020,12:15:00,PT Flow cfs,0.515,gpm,G
11/10/2020,12:15:04,RS232 Connected,0,,G
11/10/2020,12:15:00,Level_950,0.10,in,G
11/10/2020,12:15:00,Flow_950,0.29,cfs,G
11/10/2020,12:15:10,RS232 Disconnected,0,,G
11/10/2020,12:15:00,Vel_950,4.84,fps,G
11/10/2020,12:20:00,PT Level,0.13,in,G
11/10/2020,12:20:00,PT Flow cfs,0.385,gpm,G
11/10/2020,12:20:04,RS232 Connected,0,,G
11/10/2020,12:20:00,Level_950,0.10,in,G
11/10/2020,12:20:00,Flow_950,0.29,cfs,G
11/10/2020,12:20:10,RS232 Disconnected,0,,G
11/10/2020,12:20:00,Vel_950,4.84,fps,G
11/10/2020,12:25:00,PT Level,0.14,in,G
11/10/2020,12:25:00,PT Flow cfs,0.450,gpm,G
11/10/2020,12:25:04,RS232 Connected,0,,G
11/10/2020,12:25:00,Level_950,0.10,in,G
11/10/2020,12:25:00,Flow_950,0.29,cfs,G
11/10/2020,12:25:10,RS232 Disconnected,0,,G
11/10/2020,12:25:00,Vel_950,4.84,fps,G
11/10/2020,12:30:00,PT Level,0.14,in,G
11/10/2020,12:30:00,PT Flow cfs,0.450,gpm,G
11/10/2020,12:30:04,RS232 Connected,0,,G
11/10/2020,12:30:00,Level_950,0.10,in,G
11/10/2020,12:30:00,Flow_950,0.29,cfs,G
11/10/2020,12:30:10,RS232 Disconnected,0,,G
11/10/2020,12:30:00,Vel_950,4.84,fps,G
11/10/2020,12:35:00,PT Level,0.13,in,G
11/10/2020,12:35:00,PT Flow cfs,0.385,gpm,G
11/10/2020,12:35:04,RS232 Connected,0,,G
11/10/2020,12:35:00,Level_950,0.10,in,G
11/10/2020,12:35:00,Flow_950,0.29,cfs,G
11/10/2020,12:35:10,RS232 Disconnected,0,,G
11/10/2020,12:35:00,Vel_950,4.84,fps,G
11/10/2020,12:40:00,PT Level,0.14,in,G
11/10/2020,12:40:00,PT Flow cfs,0.450,gpm,G
11/10/2020,12:40:04,RS232 Connected,0,,G
11/10/2020,12:40:00,Level_950,0.10,in,G
11/10/2020,12:40:00,Flow_950,0.29,cfs,G
11/10/2020,12:40:10,RS232 Disconnected,0,,G
11/10/2020,12:40:00,Vel_950,4.84,fps,G
11/10/2020,12:45:00,PT Level,0.12,in,G
11/10/2020,12:45:00,PT Flow cfs,0.320,gpm,G
11/10/2020,12:45:04,RS232 Connected,0,,G
11/10/2020,12:45:00,Level_950,0.10,in,G
11/10/2020,12:45:00,Flow_950,0.29,cfs,G
11/10/2020,12:45:10,RS232 Disconnected,0,,G
11/10/2020,12:45:00,Vel_950,4.84,fps,G
11/10/2020,12:50:00,PT Level,0.14,in,G
11/10/2020,12:50:00,PT Flow cfs,0.450,gpm,G
11/10/2020,12:50:04,RS232 Connected,0,,G
11/10/2020,12:50:00,Level_950,0.10,in,G
11/10/2020,12:50:00,Flow_950,0.29,cfs,G
11/10/2020,12:50:10,RS232 Disconnected,0,,G
11/10/2020,12:50:00,Vel_950,4.84,fps,G
11/10/2020,12:55:00,PT Level,0.16,in,G
11/10/2020,12:55:00,PT Flow cfs,0.580,gpm,G
11/10/2020,12:55:04,RS232 Connected,0,,G
11/10/2020,12:55:00,Level_950,0.10,in,G
11/10/2020,12:55:00,Flow_950,0.29,cfs,G
11/10/2020,12:55:10,RS232 Disconnected,0,,G
11/10/2020,12:55:00,Vel_950,4.84,fps,G
11/10/2020,13:00:00,PT Level,0.15,in,G
11/10/2020,13:00:00,PT Flow cfs,0.515,gpm,G
11/10/2020,13:00:04,RS232 Connected,0,,G
11/10/2020,13:00:00,Battery_950,12.57,V,G
11/10/2020,13:00:00,Level_950,0.10,in,G
11/10/2020,13:00:00,Flow_950,0.29,cfs,G
11/10/2020,13:00:13,RS232 Disconnected,0,,G
11/10/2020,13:00:00,Vel_950,4.84,fps,G
11/10/2020,13:05:00,PT Level,0.13,in,G
11/10/2020,13:05:00,PT Flow cfs,0.385,gpm,G
11/10/2020,13:05:04,RS232 Connected,0,,G
11/10/2020,13:05:00,Level_950,0.10,in,G
11/10/2020,13:05:00,Flow_950,0.29,cfs,G
11/10/2020,13:05:10,RS232 Disconnected,0,,G
11/10/2020,13:05:00,Vel_950,4.84,fps,G
11/10/2020,13:10:00,PT Level,0.14,in,G
11/10/2020,13:10:00,PT Flow cfs,0.450,gpm,G
11/10/2020,13:10:04,RS232 Connected,0,,G
11/10/2020,13:10:00,Level_950,0.10,in,G
11/10/2020,13:10:00,Flow_950,0.29,cfs,G
11/10/2020,13:10:10,RS232 Disconnected,0,,G
11/10/2020,13:10:00,Vel_950,4.84,fps,G
11/10/2020,13:15:00,PT Level,0.13,in,G
11/10/2020,13:15:00,PT Flow cfs,0.385,gpm,G
11/10/2020,13:15:04,RS232 Connected,0,,G
11/10/2020,13:15:00,Level_950,0.10,in,G
11/10/2020,13:15:00,Flow_950,0.29,cfs,G
11/10/2020,13:15:10,RS232 Disconnected,0,,G
11/10/2020,13:15:00,Vel_950,4.84,fps,G
11/10/2020,13:20:00,PT Level,0.15,in,G
11/10/2020,13:20:00,PT Flow cfs,0.515,gpm,G
11/10/2020,13:20:04,RS232 Connected,0,,G
11/10/2020,13:20:00,Level_950,0.10,in,G
11/10/2020,13:20:00,Flow_950,0.29,cfs,G
11/10/2020,13:20:10,RS232 Disconnected,0,,G
11/10/2020,13:20:00,Vel_950,4.84,fps,G
11/10/2020,13:25:00,PT Level,0.13,in,G
11/10/2020,13:25:00,PT Flow cfs,0.385,gpm,G
11/10/2020,13:25:04,RS232 Connected,0,,G
11/10/2020,13:25:00,Level_950,0.10,in,G
11/10/2020,13:25:00,Flow_950,0.29,cfs,G
11/10/2020,13:25:10,RS232 Disconnected,0,,G
11/10/2020,13:25:00,Vel_950,4.84,fps,G
11/10/2020,13:30:00,PT Level,0.14,in,G
11/10/2020,13:30:00,PT Flow cfs,0.450,gpm,G
11/10/2020,13:30:04,RS232 Connected,0,,G
11/10/2020,13:30:00,Level_950,0.10,in,G
11/10/2020,13:30:00,Flow_950,0.29,cfs,G
11/10/2020,13:30:10,RS232 Disconnected,0,,G
11/10/2020,13:30:00,Vel_950,4.84,fps,G
11/10/2020,13:35:00,PT Level,0.11,in,G
11/10/2020,13:35:00,PT Flow cfs,0.255,gpm,G
11/10/2020,13:35:04,RS232 Connected,0,,G
11/10/2020,13:35:00,Level_950,0.10,in,G
11/10/2020,13:35:00,Flow_950,0.29,cfs,G
11/10/2020,13:35:10,RS232 Disconnected,0,,G
11/10/2020,13:35:00,Vel_950,4.84,fps,G
11/10/2020,13:40:00,PT Level,0.14,in,G
11/10/2020,13:40:00,PT Flow cfs,0.450,gpm,G
11/10/2020,13:40:04,RS232 Connected,0,,G
11/10/2020,13:40:00,Level_950,0.10,in,G
11/10/2020,13:40:00,Flow_950,0.29,cfs,G
11/10/2020,13:40:10,RS232 Disconnected,0,,G
11/10/2020,13:40:00,Vel_950,4.84,fps,G
11/10/2020,13:45:00,PT Level,0.13,in,G
11/10/2020,13:45:00,PT Flow cfs,0.385,gpm,G
11/10/2020,13:45:04,RS232 Connected,0,,G
11/10/2020,13:45:00,Level_950,0.10,in,G
11/10/2020,13:45:00,Flow_950,0.29,cfs,G
11/10/2020,13:45:10,RS232 Disconnected,0,,G
11/10/2020,13:45:00,Vel_950,4.84,fps,G
11/10/2020,13:50:00,PT Level,0.14,in,G
11/10/2020,13:50:00,PT Flow cfs,0.450,gpm,G
11/10/2020,13:50:04,RS232 Connected,0,,G
11/10/2020,13:50:00,Level_950,0.10,in,G
11/10/2020,13:50:00,Flow_950,0.29,cfs,G
11/10/2020,13:50:10,RS232 Disconnected,0,,G
11/10/2020,13:50:00,Vel_950,4.84,fps,G
11/10/2020,13:55:00,PT Level,0.13,in,G
11/10/2020,13:55:00,PT Flow cfs,0.385,gpm,G
11/10/2020,13:55:04,RS232 Connected,0,,G
11/10/2020,13:55:00,Level_950,0.10,in,G
11/10/2020,13:55:00,Flow_950,0.29,cfs,G
11/10/2020,13:55:10,RS232 Disconnected,0,,G
11/10/2020,13:55:00,Vel_950,4.84,fps,G
11/10/2020,14:00:00,PT Level,0.15,in,G
11/10/2020,14:00:00,PT Flow cfs,0.515,gpm,G
11/10/2020,14:00:04,RS232 Connected,0,,G
11/10/2020,14:00:00,Battery_950,12.57,V,G
11/10/2020,14:00:00,Level_950,0.10,in,G
11/10/2020,14:00:00,Flow_950,0.29,cfs,G
11/10/2020,14:00:13,RS232 Disconnected,0,,G
11/10/2020,14:00:00,Vel_950,4.84,fps,G
11/10/2020,14:05:00,PT Level,0.15,in,G
11/10/2020,14:05:00,PT Flow cfs,0.515,gpm,G
11/10/2020,14:05:04,RS232 Connected,0,,G
11/10/2020,14:05:00,Level_950,0.10,in,G
11/10/2020,14:05:00,Flow_950,0.29,cfs,G
11/10/2020,14:05:10,RS232 Disconnected,0,,G
11/10/2020,14:05:00,Vel_950,4.84,fps,G
11/10/2020,14:10:00,PT Level,0.14,in,G
11/10/2020,14:10:00,PT Flow cfs,0.450,gpm,G
11/10/2020,14:10:04,RS232 Connected,0,,G
11/10/2020,14:10:00,Level_950,0.10,in,G
11/10/2020,14:10:00,Flow_950,0.29,cfs,G
11/10/2020,14:10:10,RS232 Disconnected,0,,G
11/10/2020,14:10:00,Vel_950,4.84,fps,G
11/10/2020,14:15:00,PT Level,0.15,in,G
11/10/2020,14:15:00,PT Flow cfs,0.515,gpm,G
11/10/2020,14:15:04,RS232 Connected,0,,G
11/10/2020,14:15:00,Level_950,0.10,in,G
11/10/2020,14:15:00,Flow_950,0.29,cfs,G
11/10/2020,14:15:10,RS232 Disconnected,0,,G
11/10/2020,14:15:00,Vel_950,4.84,fps,G
11/10/2020,14:20:00,PT Level,0.13,in,G
11/10/2020,14:20:00,PT Flow cfs,0.385,gpm,G
11/10/2020,14:20:04,RS232 Connected,0,,G
11/10/2020,14:20:00,Level_950,0.10,in,G
11/10/2020,14:20:00,Flow_950,0.29,cfs,G
11/10/2020,14:20:10,RS232 Disconnected,0,,G
11/10/2020,14:20:00,Vel_950,4.84,fps,G
11/10/2020,14:25:00,PT Level,0.14,in,G
11/10/2020,14:25:00,PT Flow cfs,0.450,gpm,G
11/10/2020,14:25:04,RS232 Connected,0,,G
11/10/2020,14:25:00,Level_950,0.10,in,G
11/10/2020,14:25:00,Flow_950,0.29,cfs,G
11/10/2020,14:25:10,RS232 Disconnected,0,,G
11/10/2020,14:25:00,Vel_950,4.84,fps,G
11/10/2020,14:30:00,PT Level,0.14,in,G
11/10/2020,14:30:00,PT Flow cfs,0.450,gpm,G
11/10/2020,14:30:04,RS232 Connected,0,,G
11/10/2020,14:30:00,Level_950,0.10,in,G
11/10/2020,14:30:00,Flow_950,0.29,cfs,G
11/10/2020,14:30:10,RS232 Disconnected,0,,G
11/10/2020,14:30:00,Vel_950,4.84,fps,G
11/10/2020,14:35:00,PT Level,0.14,in,G
11/10/2020,14:35:00,PT Flow cfs,0.450,gpm,G
11/10/2020,14:35:04,RS232 Connected,0,,G
11/10/2020,14:35:00,Level_950,0.10,in,G
11/10/2020,14:35:00,Flow_950,0.29,cfs,G
11/10/2020,14:35:10,RS232 Disconnected,0,,G
11/10/2020,14:35:00,Vel_950,4.84,fps,G
11/10/2020,14:40:00,PT Level,0.12,in,G
11/10/2020,14:40:00,PT Flow cfs,0.320,gpm,G
11/10/2020,14:40:04,RS232 Connected,0,,G
11/10/2020,14:40:00,Level_950,0.10,in,G
11/10/2020,14:40:00,Flow_950,0.29,cfs,G
11/10/2020,14:40:10,RS232 Disconnected,0,,G
11/10/2020,14:40:00,Vel_950,4.84,fps,G
11/10/2020,14:45:00,PT Level,0.12,in,G
11/10/2020,14:45:00,PT Flow cfs,0.320,gpm,G
11/10/2020,14:45:04,RS232 Connected,0,,G
11/10/2020,14:45:00,Level_950,0.10,in,G
11/10/2020,14:45:00,Flow_950,0.29,cfs,G
11/10/2020,14:45:10,RS232 Disconnected,0,,G
11/10/2020,14:45:00,Vel_950,4.84,fps,G
11/10/2020,14:50:00,PT Level,0.15,in,G
11/10/2020,14:50:00,PT Flow cfs,0.515,gpm,G
11/10/2020,14:50:04,RS232 Connected,0,,G
11/10/2020,14:50:00,Level_950,0.10,in,G
11/10/2020,14:50:00,Flow_950,0.29,cfs,G
11/10/2020,14:50:10,RS232 Disconnected,0,,G
11/10/2020,14:50:00,Vel_950,4.84,fps,G
11/10/2020,14:55:00,PT Level,0.13,in,G
11/10/2020,14:55:00,PT Flow cfs,0.385,gpm,G
11/10/2020,14:55:04,RS232 Connected,0,,G
11/10/2020,14:55:00,Level_950,0.10,in,G
11/10/2020,14:55:00,Flow_950,0.29,cfs,G
11/10/2020,14:55:10,RS232 Disconnected,0,,G
11/10/2020,14:55:00,Vel_950,4.84,fps,G
11/10/2020,15:00:00,PT Level,0.14,in,G
11/10/2020,15:00:00,PT Flow cfs,0.450,gpm,G
11/10/2020,15:00:04,RS232 Connected,0,,G
11/10/2020,15:00:00,Battery_950,12.57,V,G
11/10/2020,15:00:00,Level_950,0.10,in,G
11/10/2020,15:00:00,Flow_950,0.29,cfs,G
11/10/2020,15:00:13,RS232 Disconnected,0,,G
11/10/2020,15:00:00,Vel_950,4.84,fps,G
11/10/2020,15:04:59,SDI XDT,0,,G
11/10/2020,15:05:00,PT Level,0.14,in,G
11/10/2020,15:05:00,PT Flow cfs,0.450,gpm,G
11/10/2020,15:05:04,RS232 Connected,0,,G
11/10/2020,15:05:00,Level_950,0.10,in,G
11/10/2020,15:05:00,Flow_950,0.29,cfs,G
11/10/2020,15:05:10,RS232 Disconnected,0,,G
11/10/2020,15:05:00,Vel_950,4.84,fps,G
11/10/2020,15:10:00,PT Level,0.16,in,G
11/10/2020,15:10:00,PT Flow cfs,0.580,gpm,G
11/10/2020,15:10:04,RS232 Connected,0,,G
11/10/2020,15:10:00,Level_950,0.10,in,G
11/10/2020,15:10:00,Flow_950,0.29,cfs,G
11/10/2020,15:10:10,RS232 Disconnected,0,,G
11/10/2020,15:10:00,Vel_950,4.84,fps,G
11/10/2020,15:15:00,PT Level,0.13,in,G
11/10/2020,15:15:00,PT Flow cfs,0.385,gpm,G
11/10/2020,15:15:04,RS232 Connected,0,,G
11/10/2020,15:15:00,Level_950,0.10,in,G
11/10/2020,15:15:00,Flow_950,0.29,cfs,G
11/10/2020,15:15:10,RS232 Disconnected,0,,G
11/10/2020,15:15:00,Vel_950,4.84,fps,G
11/10/2020,15:20:00,PT Level,0.14,in,G
11/10/2020,15:20:00,PT Flow cfs,0.450,gpm,G
11/10/2020,15:20:04,RS232 Connected,0,,G
11/10/2020,15:20:00,Level_950,0.10,in,G
11/10/2020,15:20:00,Flow_950,0.29,cfs,G
11/10/2020,15:20:10,RS232 Disconnected,0,,G
11/10/2020,15:20:00,Vel_950,4.84,fps,G
11/10/2020,15:25:00,PT Level,0.15,in,G
11/10/2020,15:25:00,PT Flow cfs,0.515,gpm,G
11/10/2020,15:25:04,RS232 Connected,0,,G
11/10/2020,15:25:00,Level_950,0.10,in,G
11/10/2020,15:25:00,Flow_950,0.29,cfs,G
11/10/2020,15:25:10,RS232 Disconnected,0,,G
11/10/2020,15:25:00,Vel_950,4.84,fps,G
11/10/2020,15:30:00,PT Level,0.13,in,G
11/10/2020,15:30:00,PT Flow cfs,0.385,gpm,G
11/10/2020,15:30:04,RS232 Connected,0,,G
11/10/2020,15:30:00,Level_950,0.10,in,G
11/10/2020,15:30:00,Flow_950,0.29,cfs,G
11/10/2020,15:30:10,RS232 Disconnected,0,,G
11/10/2020,15:30:00,Vel_950,4.84,fps,G
11/10/2020,15:35:00,PT Level,0.13,in,G
11/10/2020,15:35:00,PT Flow cfs,0.385,gpm,G
11/10/2020,15:35:04,RS232 Connected,0,,G
11/10/2020,15:35:00,Level_950,0.10,in,G
11/10/2020,15:35:00,Flow_950,0.29,cfs,G
11/10/2020,15:35:10,RS232 Disconnected,0,,G
11/10/2020,15:35:00,Vel_950,4.84,fps,G
11/10/2020,15:40:00,PT Level,0.14,in,G
11/10/2020,15:40:00,PT Flow cfs,0.450,gpm,G
11/10/2020,15:40:04,RS232 Connected,0,,G
11/10/2020,15:40:00,Level_950,0.10,in,G
11/10/2020,15:40:00,Flow_950,0.29,cfs,G
11/10/2020,15:40:10,RS232 Disconnected,0,,G
11/10/2020,15:40:00,Vel_950,4.84,fps,G
11/10/2020,15:45:00,PT Level,0.13,in,G
11/10/2020,15:45:00,PT Flow cfs,0.385,gpm,G
11/10/2020,15:45:04,RS232 Connected,0,,G
11/10/2020,15:45:00,Level_950,0.10,in,G
11/10/2020,15:45:00,Flow_950,0.29,cfs,G
11/10/2020,15:45:10,RS232 Disconnected,0,,G
11/10/2020,15:45:00,Vel_950,4.84,fps,G
11/10/2020,15:50:00,PT Level,0.15,in,G
11/10/2020,15:50:00,PT Flow cfs,0.515,gpm,G
11/10/2020,15:50:04,RS232 Connected,0,,G
11/10/2020,15:50:00,Level_950,0.10,in,G
11/10/2020,15:50:00,Flow_950,0.29,cfs,G
11/10/2020,15:50:10,RS232 Disconnected,0,,G
11/10/2020,15:50:00,Vel_950,4.84,fps,G
11/10/2020,15:55:00,PT Level,0.15,in,G
11/10/2020,15:55:00,PT Flow cfs,0.515,gpm,G
11/10/2020,15:55:04,RS232 Connected,0,,G
11/10/2020,15:55:00,Level_950,0.10,in,G
11/10/2020,15:55:00,Flow_950,0.29,cfs,G
11/10/2020,15:55:10,RS232 Disconnected,0,,G
11/10/2020,15:55:00,Vel_950,4.84,fps,G
11/10/2020,16:00:00,PT Level,0.13,in,G
11/10/2020,16:00:00,PT Flow cfs,0.385,gpm,G
11/10/2020,16:00:04,RS232 Connected,0,,G
11/10/2020,16:00:00,Battery_950,12.56,V,G
11/10/2020,16:00:00,Level_950,0.10,in,G
11/10/2020,16:00:00,Flow_950,0.29,cfs,G
11/10/2020,16:00:13,RS232 Disconnected,0,,G
11/10/2020,16:00:00,Vel_950,4.84,fps,G
11/10/2020,16:05:00,PT Level,0.13,in,G
11/10/2020,16:05:00,PT Flow cfs,0.385,gpm,G
11/10/2020,16:05:04,RS232 Connected,0,,G
11/10/2020,16:05:00,Level_950,0.10,in,G
11/10/2020,16:05:00,Flow_950,0.29,cfs,G
11/10/2020,16:05:10,RS232 Disconnected,0,,G
11/10/2020,16:05:00,Vel_950,4.84,fps,G
11/10/2020,16:10:00,PT Level,0.14,in,G
11/10/2020,16:10:00,PT Flow cfs,0.450,gpm,G
11/10/2020,16:10:04,RS232 Connected,0,,G
11/10/2020,16:10:00,Level_950,0.10,in,G
11/10/2020,16:10:00,Flow_950,0.29,cfs,G
11/10/2020,16:10:10,RS232 Disconnected,0,,G
11/10/2020,16:10:00,Vel_950,4.84,fps,G
11/10/2020,16:15:00,PT Level,0.15,in,G
11/10/2020,16:15:00,PT Flow cfs,0.515,gpm,G
11/10/2020,16:15:04,RS232 Connected,0,,G
11/10/2020,16:15:00,Level_950,0.10,in,G
11/10/2020,16:15:00,Flow_950,0.29,cfs,G
11/10/2020,16:15:10,RS232 Disconnected,0,,G
11/10/2020,16:15:00,Vel_950,4.84,fps,G
11/10/2020,16:20:00,PT Level,0.14,in,G
11/10/2020,16:20:00,PT Flow cfs,0.450,gpm,G
11/10/2020,16:20:04,RS232 Connected,0,,G
11/10/2020,16:20:00,Level_950,0.10,in,G
11/10/2020,16:20:00,Flow_950,0.29,cfs,G
11/10/2020,16:20:10,RS232 Disconnected,0,,G
11/10/2020,16:20:00,Vel_950,4.84,fps,G
11/10/2020,16:25:00,PT Level,0.14,in,G
11/10/2020,16:25:00,PT Flow cfs,0.450,gpm,G
11/10/2020,16:25:04,RS232 Connected,0,,G
11/10/2020,16:25:00,Level_950,0.10,in,G
11/10/2020,16:25:00,Flow_950,0.29,cfs,G
11/10/2020,16:25:10,RS232 Disconnected,0,,G
11/10/2020,16:25:00,Vel_950,4.84,fps,G
11/10/2020,16:30:00,PT Level,0.15,in,G
11/10/2020,16:30:00,PT Flow cfs,0.515,gpm,G
11/10/2020,16:30:04,RS232 Connected,0,,G
11/10/2020,16:30:00,Level_950,0.10,in,G
11/10/2020,16:30:00,Flow_950,0.29,cfs,G
11/10/2020,16:30:10,RS232 Disconnected,0,,G
11/10/2020,16:30:00,Vel_950,4.84,fps,G
11/10/2020,16:35:00,PT Level,0.13,in,G
11/10/2020,16:35:00,PT Flow cfs,0.385,gpm,G
11/10/2020,16:35:04,RS232 Connected,0,,G
11/10/2020,16:35:00,Level_950,0.10,in,G
11/10/2020,16:35:00,Flow_950,0.29,cfs,G
11/10/2020,16:35:10,RS232 Disconnected,0,,G
11/10/2020,16:35:00,Vel_950,4.84,fps,G
11/10/2020,16:40:00,PT Level,0.14,in,G
11/10/2020,16:40:00,PT Flow cfs,0.450,gpm,G
11/10/2020,16:40:04,RS232 Connected,0,,G
11/10/2020,16:40:00,Level_950,0.10,in,G
11/10/2020,16:40:00,Flow_950,0.29,cfs,G
11/10/2020,16:40:10,RS232 Disconnected,0,,G
11/10/2020,16:40:00,Vel_950,4.84,fps,G
11/10/2020,16:45:00,PT Level,0.14,in,G
11/10/2020,16:45:00,PT Flow cfs,0.450,gpm,G
11/10/2020,16:45:04,RS232 Connected,0,,G
11/10/2020,16:45:00,Level_950,0.10,in,G
11/10/2020,16:45:00,Flow_950,0.29,cfs,G
11/10/2020,16:45:10,RS232 Disconnected,0,,G
11/10/2020,16:45:00,Vel_950,4.84,fps,G
11/10/2020,16:50:00,PT Level,0.12,in,G
11/10/2020,16:50:00,PT Flow cfs,0.320,gpm,G
11/10/2020,16:50:04,RS232 Connected,0,,G
11/10/2020,16:50:00,Level_950,0.10,in,G
11/10/2020,16:50:00,Flow_950,0.29,cfs,G
11/10/2020,16:50:10,RS232 Disconnected,0,,G
11/10/2020,16:50:00,Vel_950,4.84,fps,G
11/10/2020,16:55:00,PT Level,0.14,in,G
11/10/2020,16:55:00,PT Flow cfs,0.450,gpm,G
11/10/2020,16:55:04,RS232 Connected,0,,G
11/10/2020,16:55:00,Level_950,0.10,in,G
11/10/2020,16:55:00,Flow_950,0.29,cfs,G
11/10/2020,16:55:10,RS232 Disconnected,0,,G
11/10/2020,16:55:00,Vel_950,4.84,fps,G
11/10/2020,17:00:00,PT Level,0.15,in,G
11/10/2020,17:00:00,PT Flow cfs,0.515,gpm,G
11/10/2020,17:00:04,RS232 Connected,0,,G
11/10/2020,17:00:00,Battery_950,12.56,V,G
11/10/2020,17:00:00,Level_950,0.10,in,G
11/10/2020,17:00:00,Flow_950,0.29,cfs,G
11/10/2020,17:00:13,RS232 Disconnected,0,,G
11/10/2020,17:00:00,Vel_950,4.84,fps,G
11/10/2020,17:05:00,PT Level,0.14,in,G
11/10/2020,17:05:00,PT Flow cfs,0.450,gpm,G
11/10/2020,17:05:04,RS232 Connected,0,,G
11/10/2020,17:05:00,Level_950,0.10,in,G
11/10/2020,17:05:00,Flow_950,0.29,cfs,G
11/10/2020,17:05:10,RS232 Disconnected,0,,G
11/10/2020,17:05:00,Vel_950,4.84,fps,G
11/10/2020,17:10:00,PT Level,0.13,in,G
11/10/2020,17:10:00,PT Flow cfs,0.385,gpm,G
11/10/2020,17:10:04,RS232 Connected,0,,G
11/10/2020,17:10:00,Level_950,0.10,in,G
11/10/2020,17:10:00,Flow_950,0.29,cfs,G
11/10/2020,17:10:10,RS232 Disconnected,0,,G
11/10/2020,17:10:00,Vel_950,4.84,fps,G
11/10/2020,17:15:00,PT Level,0.14,in,G
11/10/2020,17:15:00,PT Flow cfs,0.450,gpm,G
11/10/2020,17:15:04,RS232 Connected,0,,G
11/10/2020,17:15:00,Level_950,0.10,in,G
11/10/2020,17:15:00,Flow_950,0.29,cfs,G
