Date Time,Level_950,Vel_950,Flow_950,Level_PT,Flow _PT
MM/dd/yyyy hh:mm:ss,in,fps,gpm,in,gpm
04/22/2021 10:55:00,0.35,-99.00,0.042,0.31,0.007
04/22/2021 11:00:00,0.35,0.01,0.042,0.30,0.007
04/22/2021 11:05:00,-99.00,-99.00,-99.000,0.30,0.007
04/22/2021 11:10:00,0.39,0.01,0.049,0.30,0.007
04/22/2021 11:15:00,0.39,0.01,0.049,0.31,0.007
04/22/2021 11:20:00,0.39,0.01,0.049,0.29,0.007
04/22/2021 11:25:00,0.39,0.01,0.049,0.30,0.007
04/22/2021 11:30:00,0.35,0.01,0.042,0.30,0.007
04/22/2021 11:35:00,0.35,0.01,0.042,0.29,0.007
04/22/2021 11:40:00,0.35,0.01,0.042,0.30,0.007
04/22/2021 11:45:00,0.35,0.01,0.042,0.30,0.007
04/22/2021 11:50:00,0.39,0.01,0.049,0.30,0.007
04/22/2021 11:55:00,0.35,0.01,0.042,0.29,0.007
04/22/2021 12:00:00,0.35,0.01,0.042,0.31,0.007
04/22/2021 12:05:00,0.35,0.01,0.042,0.30,0.007
04/22/2021 12:10:00,0.35,0.01,0.042,0.29,0.007
04/22/2021 12:15:00,0.35,0.01,0.042,0.30,0.007
04/22/2021 12:20:00,0.35,0.01,0.042,0.30,0.007
04/22/2021 12:25:00,0.35,0.01,0.042,0.30,0.007
04/22/2021 12:30:00,0.39,0.01,0.049,0.29,0.007
04/22/2021 12:35:00,0.39,0.01,0.049,0.30,0.007
04/22/2021 12:40:00,0.35,0.01,0.042,0.30,0.007
04/22/2021 12:45:00,0.35,0.01,0.042,0.30,0.007
04/22/2021 12:50:00,0.35,0.01,0.042,0.30,0.007
04/22/2021 12:55:00,0.35,0.01,0.042,0.30,0.007
04/22/2021 13:00:00,0.35,0.01,0.042,0.30,0.007
04/22/2021 13:05:00,0.35,0.01,0.042,0.29,0.007
04/22/2021 13:10:00,0.35,0.01,0.042,0.30,0.007
04/22/2021 13:15:00,0.35,0.01,0.042,0.31,0.007
04/22/2021 13:20:00,0.39,0.01,0.049,0.30,0.007
04/22/2021 13:25:00,0.35,0.01,0.042,0.30,0.007
04/22/2021 13:30:00,0.39,0.01,0.049,0.30,0.007
04/22/2021 13:35:00,0.39,0.01,0.049,0.29,0.007
04/22/2021 13:40:00,0.39,0.01,0.049,0.30,0.007
04/22/2021 13:45:00,0.35,0.01,0.042,0.31,0.007
04/22/2021 13:50:00,0.39,0.01,0.049,0.30,0.007
04/22/2021 13:55:00,0.39,0.01,0.049,0.30,0.007
04/22/2021 14:00:00,0.35,0.01,0.042,0.31,0.007
04/22/2021 14:05:00,0.39,0.01,0.049,0.31,0.007
04/22/2021 14:10:00,0.35,0.01,0.042,0.30,0.007
04/22/2021 14:15:00,0.39,0.01,0.049,0.30,0.007
04/22/2021 14:20:00,0.35,0.01,0.042,0.31,0.007
04/22/2021 14:25:00,0.35,0.01,0.042,0.30,0.007
04/22/2021 14:30:00,0.35,0.01,0.042,0.31,0.007
04/22/2021 14:35:00,0.35,0.01,0.042,0.31,0.007
