Date Time,Level_PT,Flow _PT
MM/dd/yyyy hh:mm:ss,in,cfs
04/22/2021 10:45:00,2.31,0.205
04/22/2021 10:50:00,2.33,0.207
04/22/2021 10:55:00,2.34,0.208
04/22/2021 11:00:00,2.30,0.204
04/22/2021 11:05:00,2.31,0.205
04/22/2021 11:10:00,2.31,0.205
04/22/2021 11:15:00,2.31,0.205
04/22/2021 11:20:00,2.33,0.207
04/22/2021 11:25:00,2.31,0.205
04/22/2021 11:30:00,2.33,0.207
04/22/2021 11:35:00,2.31,0.205
04/22/2021 11:40:00,2.32,0.206
04/22/2021 11:45:00,2.30,0.204
04/22/2021 11:50:00,2.31,0.205
04/22/2021 11:55:00,2.31,0.205
04/22/2021 12:00:00,2.33,0.207
04/22/2021 12:05:00,2.31,0.205
04/22/2021 12:10:00,2.33,0.207
04/22/2021 12:15:00,2.34,0.208
04/22/2021 12:20:00,2.31,0.205
04/22/2021 12:25:00,2.33,0.207
04/22/2021 12:30:00,2.32,0.206
04/22/2021 12:35:00,2.34,0.208
04/22/2021 12:40:00,2.30,0.204
04/22/2021 12:45:00,2.32,0.206
04/22/2021 12:50:00,2.28,0.202
04/22/2021 12:55:00,2.33,0.207
04/22/2021 13:00:00,2.32,0.206
04/22/2021 13:05:00,2.32,0.206
04/22/2021 13:10:00,2.32,0.206
04/22/2021 13:15:00,2.31,0.205
04/22/2021 13:20:00,2.31,0.205
04/22/2021 13:25:00,2.30,0.204
04/22/2021 13:30:00,2.30,0.204
04/22/2021 13:35:00,2.33,0.207
04/22/2021 13:40:00,2.33,0.207
04/22/2021 13:45:00,2.32,0.206
04/22/2021 13:50:00,2.34,0.208
04/22/2021 13:55:00,2.33,0.207
04/22/2021 14:00:00,2.33,0.207
04/22/2021 14:05:00,2.28,0.202
04/22/2021 14:10:00,2.31,0.205
04/22/2021 14:15:00,2.30,0.204
04/22/2021 14:20:00,2.30,0.204
04/22/2021 14:25:00,2.33,0.207
04/22/2021 14:30:00,2.32,0.206
04/22/2021 14:35:00,2.30,0.204
04/22/2021 14:40:00,2.29,0.203
04/22/2021 14:45:00,2.34,0.208
04/22/2021 14:50:00,2.33,0.207
04/22/2021 14:55:00,2.33,0.207
04/22/2021 15:00:00,2.32,0.206
04/22/2021 15:05:00,2.31,0.205
04/22/2021 15:10:00,2.34,0.208
04/22/2021 15:15:00,2.32,0.206
04/22/2021 15:20:00,2.31,0.205
04/22/2021 15:25:00,2.36,0.209
04/22/2021 15:30:00,2.35,0.209
04/22/2021 15:35:00,2.34,0.208
04/22/2021 15:40:00,2.34,0.208
04/22/2021 15:45:00,2.36,0.209
