Station Name,model and version,XL2 S/N
LakeHodges_CLOVERDALE,Sutron XLink 500 Version 8.28 Build  8:19:24 10/11/2019 revision 3127,1911374
Label,Meas Type,Slope,Offset,Equation
PT Level,SDI-12,1.000000,0.000000,Off
Flow_cfs,Meta,1.000000,0.000000,Off
Curr_pacing,Meta,1.000000,0.000000,Off
FlowVolume,Meta,1.000000,0.000000,Off
Aliquot_Num,Meta,1.000000,0.000000,Off
02/07/2020,20:22:39,Reset Powerup,1,,G
02/07/2020,20:22:42,Battery,12.61,V,G
02/07/2020,20:22:42,Internal Temp,25.16,C,G
02/07/2020,20:23:52,USB Cable,1,,G
02/07/2020,20:24:23,Upgrade Start,8.27,,G
02/07/2020,20:24:23,Rev Start,3087,,G
02/07/2020,20:24:40,Reset Soft,1,,G
02/07/2020,20:24:40,Upgrade Complete,8.28,,G
02/07/2020,20:24:40,Rev Complet,3127,,G
02/07/2020,20:24:43,Battery,12.57,V,G
02/07/2020,20:24:43,Internal Temp,25.49,C,G
02/07/2020,20:24:47,USB Cable,1,,G
02/07/2020,20:24:52,Setup Change,0,,G
02/07/2020,20:25:04,Time Before Change,-28784253,ms,G
02/07/2020,12:25:20,Time After Change,-28784253,ms,G
02/07/2020,12:25:20,User Set Time,0,,G
02/07/2020,12:27:04,Setup Change,0,,G
02/07/2020,12:27:13,Recording,1,,G
02/07/2020,12:27:14,SDI XDT,0,,G
02/07/2020,12:27:37,Setup Change,0,,G
02/07/2020,12:27:56,System Error: Cell SIM Error,5582,,G
02/07/2020,12:28:00,PT Level,8.37,in,G
02/07/2020,12:28:00,Alarm In,1,,G
02/07/2020,12:28:00,Flow_cfs,195.43,,G
02/07/2020,12:28:00,FlowVolume,11726.10,,G
02/07/2020,12:28:41,Setup Change,0,,G
02/07/2020,12:29:27,Setup Change,0,,G
02/07/2020,12:29:00,PT Level,8.37,in,G
02/07/2020,12:29:00,Alarm Out,1,,G
02/07/2020,12:29:00,Flow_cfs,195.43,,G
02/07/2020,12:29:00,FlowVolume,0.00,,G
02/07/2020,12:30:00,PT Level,8.36,in,G
02/07/2020,12:30:00,Flow_cfs,194.68,,G
02/07/2020,12:30:00,FlowVolume,0.00,,G
02/07/2020,12:30:56,Log Download,0,,G
02/07/2020,12:32:27,USB Cable,0,,G
02/07/2020,12:35:00,PT Level,8.37,in,G
02/07/2020,12:35:00,Flow_cfs,195.43,,G
02/07/2020,12:35:00,FlowVolume,0.00,,G
02/07/2020,12:36:50,Wi-Fi Connected,0,,G
02/07/2020,12:37:11,Wi-Fi Disconnected,0,,G
02/07/2020,12:40:00,PT Level,8.37,in,G
02/07/2020,12:40:00,Flow_cfs,195.43,,G
02/07/2020,12:40:00,FlowVolume,0.00,,G
02/07/2020,12:45:00,PT Level,8.37,in,G
02/07/2020,12:45:00,Flow_cfs,195.43,,G
02/07/2020,12:45:00,FlowVolume,0.00,,G
02/07/2020,12:50:00,PT Level,8.38,in,G
02/07/2020,12:50:00,Flow_cfs,196.19,,G
02/07/2020,12:50:00,FlowVolume,0.00,,G
02/07/2020,12:55:00,PT Level,8.37,in,G
02/07/2020,12:55:00,Flow_cfs,195.43,,G
02/07/2020,12:55:00,FlowVolume,0.00,,G
02/07/2020,13:00:00,PT Level,8.38,in,G
02/07/2020,13:00:00,Flow_cfs,196.19,,G
02/07/2020,13:00:00,FlowVolume,0.00,,G
02/07/2020,13:05:00,PT Level,8.38,in,G
02/07/2020,13:05:00,Flow_cfs,196.19,,G
02/07/2020,13:05:00,FlowVolume,0.00,,G
02/07/2020,13:10:00,PT Level,8.39,in,G
02/07/2020,13:10:00,Flow_cfs,196.95,,G
02/07/2020,13:10:00,FlowVolume,0.00,,G
02/07/2020,13:15:00,PT Level,8.37,in,G
02/07/2020,13:15:00,Flow_cfs,195.43,,G
02/07/2020,13:15:00,FlowVolume,0.00,,G
02/07/2020,13:20:00,PT Level,8.39,in,G
02/07/2020,13:20:00,Flow_cfs,196.95,,G
02/07/2020,13:20:00,FlowVolume,0.00,,G
02/07/2020,13:25:00,PT Level,8.40,in,G
02/07/2020,13:25:00,Flow_cfs,197.70,,G
02/07/2020,13:25:00,FlowVolume,0.00,,G
02/07/2020,13:30:00,PT Level,8.40,in,G
02/07/2020,13:30:00,Flow_cfs,197.70,,G
02/07/2020,13:30:00,FlowVolume,0.00,,G
02/07/2020,13:35:00,PT Level,8.39,in,G
02/07/2020,13:35:00,Flow_cfs,196.95,,G
02/07/2020,13:35:00,FlowVolume,0.00,,G
02/07/2020,13:40:00,PT Level,8.41,in,G
02/07/2020,13:40:00,Flow_cfs,198.45,,G
02/07/2020,13:40:00,FlowVolume,0.00,,G
02/07/2020,13:45:00,PT Level,8.40,in,G
02/07/2020,13:45:00,Flow_cfs,197.70,,G
02/07/2020,13:45:00,FlowVolume,0.00,,G
02/07/2020,13:50:00,PT Level,8.39,in,G
02/07/2020,13:50:00,Flow_cfs,196.95,,G
02/07/2020,13:50:00,FlowVolume,0.00,,G
02/07/2020,13:55:00,PT Level,8.40,in,G
02/07/2020,13:55:00,Flow_cfs,197.70,,G
02/07/2020,13:55:00,FlowVolume,0.00,,G
02/07/2020,14:00:00,PT Level,8.40,in,G
02/07/2020,14:00:00,Flow_cfs,197.70,,G
02/07/2020,14:00:00,FlowVolume,0.00,,G
02/07/2020,14:05:00,PT Level,8.42,in,G
02/07/2020,14:05:00,Flow_cfs,199.21,,G
02/07/2020,14:05:00,FlowVolume,0.00,,G
02/07/2020,14:10:00,PT Level,8.40,in,G
02/07/2020,14:10:00,Flow_cfs,197.70,,G
02/07/2020,14:10:00,FlowVolume,0.00,,G
02/07/2020,14:15:00,PT Level,8.42,in,G
02/07/2020,14:15:00,Flow_cfs,199.21,,G
02/07/2020,14:15:00,FlowVolume,0.00,,G
02/07/2020,14:20:00,PT Level,8.41,in,G
02/07/2020,14:20:00,Flow_cfs,198.45,,G
02/07/2020,14:20:00,FlowVolume,0.00,,G
02/07/2020,14:25:00,PT Level,8.41,in,G
02/07/2020,14:25:00,Flow_cfs,198.45,,G
02/07/2020,14:25:00,FlowVolume,0.00,,G
02/07/2020,14:30:00,PT Level,8.42,in,G
02/07/2020,14:30:00,Flow_cfs,199.21,,G
