Station Name,model and version,XL2 S/N,,,
LakeHodges_DELDIOS,Sutron XLink 500 Version 8.35 Build 17:45:51 09/23/2020 revision 3369,1911381,,,
Label,Meas Type,Slope,Offset,Equation,
10/28/2020,19:55:00,PT Level,3.23,in,G
10/28/2020,19:55:00,Aliquot_Num,0,ali,G
10/28/2020,19:55:00,Flow_cfs,0.4,,G
10/28/2020,19:55:00,Curr_pacing,320000,,G
10/28/2020,19:55:00,FlowVolume,0,,G
10/28/2020,20:00:00,PT Level,3.22,in,G
10/28/2020,20:00:00,Flow_cfs,0.4,,G
10/28/2020,20:00:00,Aliquot_Num,0,ali,G
10/28/2020,20:00:00,Curr_pacing,320000,,G
10/28/2020,20:00:00,FlowVolume,0,,G
10/28/2020,20:05:00,PT Level,3.23,in,G
10/28/2020,20:05:00,Aliquot_Num,0,ali,G
10/28/2020,20:05:00,Flow_cfs,0.4,,G
10/28/2020,20:05:00,Curr_pacing,320000,,G
10/28/2020,20:05:00,FlowVolume,0,,G
10/28/2020,20:10:00,PT Level,3.24,in,G
10/28/2020,20:10:00,Flow_cfs,0.4,,G
10/28/2020,20:10:00,Aliquot_Num,0,ali,G
10/28/2020,20:10:00,Curr_pacing,320000,,G
10/28/2020,20:10:00,FlowVolume,0,,G
10/28/2020,20:15:00,PT Level,3.23,in,G
10/28/2020,20:15:00,Aliquot_Num,0,ali,G
10/28/2020,20:15:00,Flow_cfs,0.4,,G
10/28/2020,20:15:00,Curr_pacing,320000,,G
10/28/2020,20:15:00,FlowVolume,0,,G
10/28/2020,20:20:00,PT Level,3.24,in,G
10/28/2020,20:20:00,Aliquot_Num,0,ali,G
10/28/2020,20:20:00,Flow_cfs,0.4,,G
10/28/2020,20:20:00,Curr_pacing,320000,,G
10/28/2020,20:20:00,FlowVolume,0,,G
10/28/2020,20:25:00,PT Level,3.24,in,G
10/28/2020,20:25:00,Flow_cfs,0.4,,G
10/28/2020,20:25:00,Aliquot_Num,0,ali,G
10/28/2020,20:25:00,Curr_pacing,320000,,G
10/28/2020,20:25:00,FlowVolume,0,,G
10/28/2020,20:30:00,PT Level,3.23,in,G
10/28/2020,20:30:00,Aliquot_Num,0,ali,G
10/28/2020,20:30:00,Flow_cfs,0.4,,G
10/28/2020,20:30:00,Curr_pacing,320000,,G
10/28/2020,20:30:00,FlowVolume,0,,G
10/28/2020,20:35:00,PT Level,3.24,in,G
10/28/2020,20:35:00,Flow_cfs,0.4,,G
10/28/2020,20:35:00,Aliquot_Num,0,ali,G
10/28/2020,20:35:00,Curr_pacing,320000,,G
10/28/2020,20:35:00,FlowVolume,0,,G
10/28/2020,20:40:00,PT Level,3.24,in,G
10/28/2020,20:40:00,Aliquot_Num,0,ali,G
10/28/2020,20:40:00,Flow_cfs,0.4,,G
10/28/2020,20:40:00,Curr_pacing,320000,,G
10/28/2020,20:40:00,FlowVolume,0,,G
10/28/2020,20:45:00,PT Level,3.25,in,G
10/28/2020,20:45:00,Flow_cfs,0.41,,G
10/28/2020,20:45:00,Aliquot_Num,0,ali,G
10/28/2020,20:45:00,Curr_pacing,320000,,G
10/28/2020,20:45:00,FlowVolume,0,,G
10/28/2020,20:50:00,PT Level,3.25,in,G
10/28/2020,20:50:00,Aliquot_Num,0,ali,G
10/28/2020,20:50:00,Flow_cfs,0.41,,G
10/28/2020,20:50:00,Curr_pacing,320000,,G
10/28/2020,20:50:00,FlowVolume,0,,G
10/28/2020,20:55:00,PT Level,3.26,in,G
10/28/2020,20:55:00,Aliquot_Num,0,ali,G
10/28/2020,20:55:00,Flow_cfs,0.41,,G
10/28/2020,20:55:00,Curr_pacing,320000,,G
10/28/2020,20:55:00,FlowVolume,0,,G
10/28/2020,21:00:00,PT Level,3.26,in,G
10/28/2020,21:00:00,Flow_cfs,0.41,,G
10/28/2020,21:00:00,Aliquot_Num,0,ali,G
10/28/2020,21:00:00,Curr_pacing,320000,,G
10/28/2020,21:00:00,FlowVolume,0,,G
10/28/2020,21:05:00,PT Level,3.26,in,G
10/28/2020,21:05:00,Aliquot_Num,0,ali,G
10/28/2020,21:05:00,Flow_cfs,0.41,,G
10/28/2020,21:05:00,Curr_pacing,320000,,G
10/28/2020,21:05:00,FlowVolume,0,,G
10/28/2020,21:10:00,PT Level,3.27,in,G
10/28/2020,21:10:00,Flow_cfs,0.42,,G
10/28/2020,21:10:00,Aliquot_Num,0,ali,G
10/28/2020,21:10:00,Curr_pacing,320000,,G
10/28/2020,21:10:00,FlowVolume,0,,G
10/28/2020,21:15:00,PT Level,3.28,in,G
10/28/2020,21:15:00,Aliquot_Num,0,ali,G
10/28/2020,21:15:00,Flow_cfs,0.42,,G
10/28/2020,21:15:00,Curr_pacing,320000,,G
10/28/2020,21:15:00,FlowVolume,0,,G
10/28/2020,21:20:00,PT Level,3.27,in,G
10/28/2020,21:20:00,Flow_cfs,0.42,,G
10/28/2020,21:20:00,Aliquot_Num,0,ali,G
10/28/2020,21:20:00,Curr_pacing,320000,,G
10/28/2020,21:20:00,FlowVolume,0,,G
10/28/2020,21:25:00,PT Level,3.28,in,G
10/28/2020,21:25:00,Aliquot_Num,0,ali,G
10/28/2020,21:25:00,Flow_cfs,0.42,,G
10/28/2020,21:25:00,Curr_pacing,320000,,G
10/28/2020,21:25:00,FlowVolume,0,,G
10/28/2020,21:30:00,PT Level,3.27,in,G
10/28/2020,21:30:00,Flow_cfs,0.42,,G
10/28/2020,21:30:00,Aliquot_Num,0,ali,G
10/28/2020,21:30:00,Curr_pacing,320000,,G
10/28/2020,21:30:00,FlowVolume,0,,G
10/28/2020,21:35:00,PT Level,3.3,in,G
10/28/2020,21:35:00,Aliquot_Num,0,ali,G
10/28/2020,21:35:00,Flow_cfs,0.43,,G
10/28/2020,21:35:00,Curr_pacing,320000,,G
10/28/2020,21:35:00,FlowVolume,0,,G
10/28/2020,21:40:00,PT Level,3.3,in,G
10/28/2020,21:40:00,Aliquot_Num,0,ali,G
10/28/2020,21:40:00,Flow_cfs,0.43,,G
10/28/2020,21:40:00,Curr_pacing,320000,,G
10/28/2020,21:40:00,FlowVolume,0,,G
10/28/2020,21:45:00,PT Level,3.29,in,G
10/28/2020,21:45:00,Flow_cfs,0.43,,G
10/28/2020,21:45:00,Aliquot_Num,0,ali,G
10/28/2020,21:45:00,Curr_pacing,320000,,G
10/28/2020,21:45:00,FlowVolume,0,,G
10/28/2020,21:50:00,PT Level,3.29,in,G
10/28/2020,21:50:00,Aliquot_Num,0,ali,G
10/28/2020,21:50:00,Flow_cfs,0.43,,G
10/28/2020,21:50:00,Curr_pacing,320000,,G
10/28/2020,21:50:00,FlowVolume,0,,G
10/28/2020,21:55:00,PT Level,3.27,in,G
10/28/2020,21:55:00,Flow_cfs,0.42,,G
10/28/2020,21:55:00,Aliquot_Num,0,ali,G
10/28/2020,21:55:00,Curr_pacing,320000,,G
10/28/2020,21:55:00,FlowVolume,0,,G
10/28/2020,22:00:00,PT Level,3.28,in,G
10/28/2020,22:00:00,Aliquot_Num,0,ali,G
10/28/2020,22:00:00,Flow_cfs,0.42,,G
10/28/2020,22:00:00,Curr_pacing,320000,,G
10/28/2020,22:00:00,FlowVolume,0,,G
10/28/2020,22:05:00,PT Level,3.28,in,G
10/28/2020,22:05:00,Flow_cfs,0.42,,G
10/28/2020,22:05:00,Aliquot_Num,0,ali,G
10/28/2020,22:05:00,Curr_pacing,320000,,G
10/28/2020,22:05:00,FlowVolume,0,,G
10/28/2020,22:10:00,PT Level,3.29,in,G
10/28/2020,22:10:00,Aliquot_Num,0,ali,G
10/28/2020,22:10:00,Flow_cfs,0.43,,G
10/28/2020,22:10:00,Curr_pacing,320000,,G
10/28/2020,22:10:00,FlowVolume,0,,G
10/28/2020,22:15:00,PT Level,3.29,in,G
10/28/2020,22:15:00,Aliquot_Num,0,ali,G
10/28/2020,22:15:00,Flow_cfs,0.43,,G
10/28/2020,22:15:00,Curr_pacing,320000,,G
10/28/2020,22:15:00,FlowVolume,0,,G
10/28/2020,22:20:00,PT Level,3.28,in,G
10/28/2020,22:20:00,Flow_cfs,0.42,,G
10/28/2020,22:20:00,Aliquot_Num,0,ali,G
10/28/2020,22:20:00,Curr_pacing,320000,,G
10/28/2020,22:20:00,FlowVolume,0,,G
10/28/2020,22:25:00,PT Level,3.29,in,G
10/28/2020,22:25:00,Aliquot_Num,0,ali,G
10/28/2020,22:25:00,Flow_cfs,0.43,,G
10/28/2020,22:25:00,Curr_pacing,320000,,G
10/28/2020,22:25:00,FlowVolume,0,,G
10/28/2020,22:30:00,PT Level,3.28,in,G
10/28/2020,22:30:00,Aliquot_Num,0,ali,G
10/28/2020,22:30:00,Flow_cfs,0.42,,G
10/28/2020,22:30:00,Curr_pacing,320000,,G
10/28/2020,22:30:00,FlowVolume,0,,G
10/28/2020,22:35:00,PT Level,3.29,in,G
10/28/2020,22:35:00,Aliquot_Num,0,ali,G
10/28/2020,22:35:00,Flow_cfs,0.43,,G
10/28/2020,22:35:00,Curr_pacing,320000,,G
10/28/2020,22:35:00,FlowVolume,0,,G
10/28/2020,22:40:00,PT Level,3.3,in,G
10/28/2020,22:40:00,Flow_cfs,0.43,,G
10/28/2020,22:40:00,Aliquot_Num,0,ali,G
10/28/2020,22:40:00,Curr_pacing,320000,,G
10/28/2020,22:40:00,FlowVolume,0,,G
10/28/2020,22:45:00,PT Level,3.3,in,G
10/28/2020,22:45:00,Aliquot_Num,0,ali,G
10/28/2020,22:45:00,Flow_cfs,0.43,,G
10/28/2020,22:45:00,Curr_pacing,320000,,G
10/28/2020,22:45:00,FlowVolume,0,,G
10/28/2020,22:50:00,PT Level,3.29,in,G
10/28/2020,22:50:00,Aliquot_Num,0,ali,G
10/28/2020,22:50:00,Flow_cfs,0.43,,G
10/28/2020,22:50:00,Curr_pacing,320000,,G
10/28/2020,22:50:00,FlowVolume,0,,G
10/28/2020,22:55:00,PT Level,3.3,in,G
10/28/2020,22:55:00,Flow_cfs,0.43,,G
10/28/2020,22:55:00,Aliquot_Num,0,ali,G
10/28/2020,22:55:00,Curr_pacing,320000,,G
10/28/2020,22:55:00,FlowVolume,0,,G
10/28/2020,23:00:00,PT Level,3.3,in,G
10/28/2020,23:00:00,Aliquot_Num,0,ali,G
10/28/2020,23:00:00,Flow_cfs,0.43,,G
10/28/2020,23:00:00,Curr_pacing,320000,,G
10/28/2020,23:00:00,FlowVolume,0,,G
10/28/2020,23:05:00,PT Level,3.31,in,G
10/28/2020,23:05:00,Flow_cfs,0.44,,G
10/28/2020,23:05:00,Aliquot_Num,0,ali,G
10/28/2020,23:05:00,Curr_pacing,320000,,G
10/28/2020,23:05:00,FlowVolume,0,,G
10/28/2020,23:10:00,PT Level,3.29,in,G
10/28/2020,23:10:00,Flow_cfs,0.43,,G
10/28/2020,23:10:00,Aliquot_Num,0,ali,G
10/28/2020,23:10:00,Curr_pacing,320000,,G
10/28/2020,23:10:00,FlowVolume,0,,G
10/28/2020,23:15:00,PT Level,3.3,in,G
10/28/2020,23:15:00,Flow_cfs,0.43,,G
10/28/2020,23:15:00,Aliquot_Num,0,ali,G
10/28/2020,23:15:00,Curr_pacing,320000,,G
10/28/2020,23:15:00,FlowVolume,0,,G
10/28/2020,23:20:00,PT Level,3.3,in,G
10/28/2020,23:20:00,Aliquot_Num,0,ali,G
10/28/2020,23:20:00,Flow_cfs,0.43,,G
10/28/2020,23:20:00,Curr_pacing,320000,,G
10/28/2020,23:20:00,FlowVolume,0,,G
10/28/2020,23:25:00,PT Level,3.29,in,G
10/28/2020,23:25:00,Aliquot_Num,0,ali,G
10/28/2020,23:25:00,Flow_cfs,0.43,,G
10/28/2020,23:25:00,Curr_pacing,320000,,G
10/28/2020,23:25:00,FlowVolume,0,,G
10/28/2020,23:30:00,PT Level,3.3,in,G
10/28/2020,23:30:00,Flow_cfs,0.43,,G
10/28/2020,23:30:00,Aliquot_Num,0,ali,G
10/28/2020,23:30:00,Curr_pacing,320000,,G
10/28/2020,23:30:00,FlowVolume,0,,G
10/28/2020,23:35:00,PT Level,3.31,in,G
10/28/2020,23:35:00,Aliquot_Num,0,ali,G
10/28/2020,23:35:00,Flow_cfs,0.44,,G
10/28/2020,23:35:00,Curr_pacing,320000,,G
10/28/2020,23:35:00,FlowVolume,0,,G
10/28/2020,23:40:00,PT Level,3.31,in,G
10/28/2020,23:40:00,Flow_cfs,0.44,,G
10/28/2020,23:40:00,Aliquot_Num,0,ali,G
10/28/2020,23:40:00,Curr_pacing,320000,,G
10/28/2020,23:40:00,FlowVolume,0,,G
10/28/2020,23:45:00,PT Level,3.32,in,G
10/28/2020,23:45:00,Aliquot_Num,0,ali,G
10/28/2020,23:45:00,Flow_cfs,0.44,,G
10/28/2020,23:45:00,Curr_pacing,320000,,G
10/28/2020,23:45:00,FlowVolume,0,,G
10/28/2020,23:50:00,PT Level,3.3,in,G
10/28/2020,23:50:00,Flow_cfs,0.43,,G
10/28/2020,23:50:00,Aliquot_Num,0,ali,G
10/28/2020,23:50:00,Curr_pacing,320000,,G
10/28/2020,23:50:00,FlowVolume,0,,G
10/28/2020,23:55:00,PT Level,3.29,in,G
10/28/2020,23:55:00,Aliquot_Num,0,ali,G
10/28/2020,23:55:00,Flow_cfs,0.43,,G
10/28/2020,23:55:00,Curr_pacing,320000,,G
10/28/2020,23:55:00,FlowVolume,0,,G
10/29/2020,0:00:00,PT Level,3.31,in,G
10/29/2020,0:00:00,Aliquot_Num,0,ali,G
10/29/2020,0:00:00,Flow_cfs,0.44,,G
10/29/2020,0:00:00,Curr_pacing,320000,,G
10/29/2020,0:00:00,FlowVolume,0,,G
10/29/2020,0:05:00,PT Level,3.3,in,G
10/29/2020,0:05:00,Flow_cfs,0.43,,G
10/29/2020,0:05:00,Aliquot_Num,0,ali,G
10/29/2020,0:05:00,Curr_pacing,320000,,G
10/29/2020,0:05:00,FlowVolume,0,,G
10/29/2020,0:10:00,PT Level,3.3,in,G
10/29/2020,0:10:00,Aliquot_Num,0,ali,G
10/29/2020,0:10:00,Flow_cfs,0.43,,G
10/29/2020,0:10:00,Curr_pacing,320000,,G
10/29/2020,0:10:00,FlowVolume,0,,G
10/29/2020,0:15:00,PT Level,3.3,in,G
10/29/2020,0:15:00,Flow_cfs,0.43,,G
10/29/2020,0:15:00,Aliquot_Num,0,ali,G
10/29/2020,0:15:00,Curr_pacing,320000,,G
10/29/2020,0:15:00,FlowVolume,0,,G
10/29/2020,0:20:00,PT Level,3.31,in,G
10/29/2020,0:20:00,Aliquot_Num,0,ali,G
10/29/2020,0:20:00,Flow_cfs,0.44,,G
10/29/2020,0:20:00,Curr_pacing,320000,,G
10/29/2020,0:20:00,FlowVolume,0,,G
10/29/2020,0:25:00,PT Level,3.31,in,G
10/29/2020,0:25:00,Flow_cfs,0.44,,G
10/29/2020,0:25:00,Aliquot_Num,0,ali,G
10/29/2020,0:25:00,Curr_pacing,320000,,G
10/29/2020,0:25:00,FlowVolume,0,,G
10/29/2020,0:30:00,PT Level,3.3,in,G
10/29/2020,0:30:00,Aliquot_Num,0,ali,G
10/29/2020,0:30:00,Flow_cfs,0.43,,G
10/29/2020,0:30:00,Curr_pacing,320000,,G
10/29/2020,0:30:00,FlowVolume,0,,G
10/29/2020,0:35:00,PT Level,3.32,in,G
10/29/2020,0:35:00,Flow_cfs,0.44,,G
10/29/2020,0:35:00,Aliquot_Num,0,ali,G
10/29/2020,0:35:00,Curr_pacing,320000,,G
10/29/2020,0:35:00,FlowVolume,0,,G
10/29/2020,0:40:00,PT Level,3.3,in,G
10/29/2020,0:40:00,Aliquot_Num,0,ali,G
10/29/2020,0:40:00,Flow_cfs,0.43,,G
10/29/2020,0:40:00,Curr_pacing,320000,,G
10/29/2020,0:40:00,FlowVolume,0,,G
10/29/2020,0:45:00,PT Level,3.3,in,G
10/29/2020,0:45:00,Aliquot_Num,0,ali,G
10/29/2020,0:45:00,Flow_cfs,0.43,,G
10/29/2020,0:45:00,Curr_pacing,320000,,G
10/29/2020,0:45:00,FlowVolume,0,,G
10/29/2020,0:50:00,PT Level,3.32,in,G
10/29/2020,0:50:00,Flow_cfs,0.44,,G
10/29/2020,0:50:00,Aliquot_Num,0,ali,G
10/29/2020,0:50:00,Curr_pacing,320000,,G
10/29/2020,0:50:00,FlowVolume,0,,G
10/29/2020,0:55:00,PT Level,3.3,in,G
10/29/2020,0:55:00,Aliquot_Num,0,ali,G
10/29/2020,0:55:00,Flow_cfs,0.43,,G
10/29/2020,0:55:00,Curr_pacing,320000,,G
10/29/2020,0:55:00,FlowVolume,0,,G
10/29/2020,1:00:00,PT Level,3.32,in,G
10/29/2020,1:00:00,Flow_cfs,0.44,,G
10/29/2020,1:00:00,Aliquot_Num,0,ali,G
10/29/2020,1:00:00,Curr_pacing,320000,,G
10/29/2020,1:00:00,FlowVolume,0,,G
10/29/2020,1:05:00,PT Level,3.31,in,G
10/29/2020,1:05:00,Aliquot_Num,0,ali,G
10/29/2020,1:05:00,Flow_cfs,0.44,,G
10/29/2020,1:05:00,Curr_pacing,320000,,G
10/29/2020,1:05:00,FlowVolume,0,,G
10/29/2020,1:10:00,PT Level,3.33,in,G
10/29/2020,1:10:00,Flow_cfs,0.45,,G
10/29/2020,1:10:00,Aliquot_Num,0,ali,G
10/29/2020,1:10:00,Curr_pacing,320000,,G
10/29/2020,1:10:00,FlowVolume,0,,G
10/29/2020,1:15:00,PT Level,3.32,in,G
10/29/2020,1:15:00,Aliquot_Num,0,ali,G
10/29/2020,1:15:00,Flow_cfs,0.44,,G
10/29/2020,1:15:00,Curr_pacing,320000,,G
10/29/2020,1:15:00,FlowVolume,0,,G
10/29/2020,1:20:00,PT Level,3.32,in,G
10/29/2020,1:20:00,Aliquot_Num,0,ali,G
10/29/2020,1:20:00,Flow_cfs,0.44,,G
10/29/2020,1:20:00,Curr_pacing,320000,,G
10/29/2020,1:20:00,FlowVolume,0,,G
10/29/2020,1:25:00,PT Level,3.32,in,G
10/29/2020,1:25:00,Flow_cfs,0.44,,G
10/29/2020,1:25:00,Aliquot_Num,0,ali,G
10/29/2020,1:25:00,Curr_pacing,320000,,G
10/29/2020,1:25:00,FlowVolume,0,,G
10/29/2020,1:30:00,PT Level,3.32,in,G
10/29/2020,1:30:00,Aliquot_Num,0,ali,G
10/29/2020,1:30:00,Flow_cfs,0.44,,G
10/29/2020,1:30:00,Curr_pacing,320000,,G
10/29/2020,1:30:00,FlowVolume,0,,G
10/29/2020,1:35:00,PT Level,3.32,in,G
10/29/2020,1:35:00,Flow_cfs,0.44,,G
10/29/2020,1:35:00,Aliquot_Num,0,ali,G
10/29/2020,1:35:00,Curr_pacing,320000,,G
10/29/2020,1:35:00,FlowVolume,0,,G
10/29/2020,1:40:00,PT Level,3.32,in,G
10/29/2020,1:40:00,Aliquot_Num,0,ali,G
10/29/2020,1:40:00,Flow_cfs,0.44,,G
10/29/2020,1:40:00,Curr_pacing,320000,,G
10/29/2020,1:40:00,FlowVolume,0,,G
10/29/2020,1:45:00,PT Level,3.31,in,G
10/29/2020,1:45:00,Flow_cfs,0.44,,G
10/29/2020,1:45:00,Aliquot_Num,0,ali,G
10/29/2020,1:45:00,Curr_pacing,320000,,G
10/29/2020,1:45:00,FlowVolume,0,,G
10/29/2020,1:50:00,PT Level,3.32,in,G
10/29/2020,1:50:00,Aliquot_Num,0,ali,G
10/29/2020,1:50:00,Flow_cfs,0.44,,G
10/29/2020,1:50:00,Curr_pacing,320000,,G
10/29/2020,1:50:00,FlowVolume,0,,G
10/29/2020,1:55:00,PT Level,3.33,in,G
10/29/2020,1:55:00,Aliquot_Num,0,ali,G
10/29/2020,1:55:00,Flow_cfs,0.45,,G
10/29/2020,1:55:00,Curr_pacing,320000,,G
10/29/2020,1:55:00,FlowVolume,0,,G
10/29/2020,2:00:00,PT Level,3.33,in,G
10/29/2020,2:00:00,Flow_cfs,0.45,,G
10/29/2020,2:00:00,Aliquot_Num,0,ali,G
10/29/2020,2:00:00,Curr_pacing,320000,,G
10/29/2020,2:00:00,FlowVolume,0,,G
10/29/2020,2:05:00,PT Level,3.33,in,G
10/29/2020,2:05:00,Aliquot_Num,0,ali,G
10/29/2020,2:05:00,Flow_cfs,0.45,,G
10/29/2020,2:05:00,Curr_pacing,320000,,G
10/29/2020,2:05:00,FlowVolume,0,,G
10/29/2020,2:10:00,PT Level,3.32,in,G
10/29/2020,2:10:00,Flow_cfs,0.44,,G
10/29/2020,2:10:00,Aliquot_Num,0,ali,G
10/29/2020,2:10:00,Curr_pacing,320000,,G
10/29/2020,2:10:00,FlowVolume,0,,G
10/29/2020,2:15:00,PT Level,3.3,in,G
10/29/2020,2:15:00,Aliquot_Num,0,ali,G
10/29/2020,2:15:00,Flow_cfs,0.43,,G
10/29/2020,2:15:00,Curr_pacing,320000,,G
10/29/2020,2:15:00,FlowVolume,0,,G
10/29/2020,2:20:00,PT Level,3.32,in,G
10/29/2020,2:20:00,Flow_cfs,0.44,,G
10/29/2020,2:20:00,Aliquot_Num,0,ali,G
10/29/2020,2:20:00,Curr_pacing,320000,,G
10/29/2020,2:20:00,FlowVolume,0,,G
10/29/2020,2:25:00,PT Level,3.33,in,G
10/29/2020,2:25:00,Aliquot_Num,0,ali,G
10/29/2020,2:25:00,Flow_cfs,0.45,,G
10/29/2020,2:25:00,Curr_pacing,320000,,G
10/29/2020,2:25:00,FlowVolume,0,,G
10/29/2020,2:30:00,PT Level,3.32,in,G
10/29/2020,2:30:00,Aliquot_Num,0,ali,G
10/29/2020,2:30:00,Flow_cfs,0.44,,G
10/29/2020,2:30:00,Curr_pacing,320000,,G
10/29/2020,2:30:00,FlowVolume,0,,G
10/29/2020,2:35:00,PT Level,3.32,in,G
10/29/2020,2:35:00,Flow_cfs,0.44,,G
10/29/2020,2:35:00,Aliquot_Num,0,ali,G
10/29/2020,2:35:00,Curr_pacing,320000,,G
10/29/2020,2:35:00,FlowVolume,0,,G
10/29/2020,2:40:00,PT Level,3.33,in,G
10/29/2020,2:40:00,Aliquot_Num,0,ali,G
10/29/2020,2:40:00,Flow_cfs,0.45,,G
10/29/2020,2:40:00,Curr_pacing,320000,,G
10/29/2020,2:40:00,FlowVolume,0,,G
10/29/2020,2:45:00,PT Level,3.33,in,G
10/29/2020,2:45:00,Flow_cfs,0.45,,G
10/29/2020,2:45:00,Aliquot_Num,0,ali,G
10/29/2020,2:45:00,Curr_pacing,320000,,G
10/29/2020,2:45:00,FlowVolume,0,,G
10/29/2020,2:50:00,PT Level,3.32,in,G
10/29/2020,2:50:00,Aliquot_Num,0,ali,G
10/29/2020,2:50:00,Flow_cfs,0.44,,G
10/29/2020,2:50:00,Curr_pacing,320000,,G
10/29/2020,2:50:00,FlowVolume,0,,G
10/29/2020,2:55:00,PT Level,3.35,in,G
10/29/2020,2:55:00,Flow_cfs,0.45,,G
10/29/2020,2:55:00,Aliquot_Num,0,ali,G
10/29/2020,2:55:00,Curr_pacing,320000,,G
10/29/2020,2:55:00,FlowVolume,0,,G
10/29/2020,3:00:00,PT Level,3.33,in,G
10/29/2020,3:00:00,Aliquot_Num,0,ali,G
10/29/2020,3:00:00,Flow_cfs,0.45,,G
10/29/2020,3:00:00,Curr_pacing,320000,,G
10/29/2020,3:00:00,FlowVolume,0,,G
10/29/2020,3:05:00,PT Level,3.34,in,G
10/29/2020,3:05:00,Aliquot_Num,0,ali,G
10/29/2020,3:05:00,Flow_cfs,0.45,,G
10/29/2020,3:05:00,Curr_pacing,320000,,G
10/29/2020,3:05:00,FlowVolume,0,,G
10/29/2020,3:10:00,PT Level,3.35,in,G
10/29/2020,3:10:00,Aliquot_Num,0,ali,G
10/29/2020,3:10:00,Flow_cfs,0.45,,G
10/29/2020,3:10:00,Curr_pacing,320000,,G
10/29/2020,3:10:00,FlowVolume,0,,G
10/29/2020,3:15:00,PT Level,3.34,in,G
10/29/2020,3:15:00,Aliquot_Num,0,ali,G
10/29/2020,3:15:00,Flow_cfs,0.45,,G
10/29/2020,3:15:00,Curr_pacing,320000,,G
10/29/2020,3:15:00,FlowVolume,0,,G
10/29/2020,3:20:00,PT Level,3.33,in,G
10/29/2020,3:20:00,Flow_cfs,0.45,,G
10/29/2020,3:20:00,Aliquot_Num,0,ali,G
10/29/2020,3:20:00,Curr_pacing,320000,,G
10/29/2020,3:20:00,FlowVolume,0,,G
10/29/2020,3:25:00,PT Level,3.34,in,G
10/29/2020,3:25:00,Aliquot_Num,0,ali,G
10/29/2020,3:25:00,Flow_cfs,0.45,,G
10/29/2020,3:25:00,Curr_pacing,320000,,G
10/29/2020,3:25:00,FlowVolume,0,,G
10/29/2020,3:30:00,PT Level,3.34,in,G
10/29/2020,3:30:00,Flow_cfs,0.45,,G
10/29/2020,3:30:00,Aliquot_Num,0,ali,G
10/29/2020,3:30:00,Curr_pacing,320000,,G
10/29/2020,3:30:00,FlowVolume,0,,G
10/29/2020,3:35:00,PT Level,3.34,in,G
10/29/2020,3:35:00,Aliquot_Num,0,ali,G
10/29/2020,3:35:00,Flow_cfs,0.45,,G
10/29/2020,3:35:00,Curr_pacing,320000,,G
10/29/2020,3:35:00,FlowVolume,0,,G
10/29/2020,3:40:00,PT Level,3.31,in,G
10/29/2020,3:40:00,Flow_cfs,0.44,,G
10/29/2020,3:40:00,Aliquot_Num,0,ali,G
10/29/2020,3:40:00,Curr_pacing,320000,,G
10/29/2020,3:40:00,FlowVolume,0,,G
10/29/2020,3:45:00,PT Level,3.37,in,G
10/29/2020,3:45:00,Aliquot_Num,0,ali,G
10/29/2020,3:45:00,Flow_cfs,0.46,,G
10/29/2020,3:45:00,Curr_pacing,320000,,G
10/29/2020,3:45:00,FlowVolume,0,,G
10/29/2020,3:50:00,PT Level,3.35,in,G
10/29/2020,3:50:00,Aliquot_Num,0,ali,G
10/29/2020,3:50:00,Flow_cfs,0.45,,G
10/29/2020,3:50:00,Curr_pacing,320000,,G
10/29/2020,3:50:00,FlowVolume,0,,G
10/29/2020,3:55:00,PT Level,3.34,in,G
10/29/2020,3:55:00,Flow_cfs,0.45,,G
10/29/2020,3:55:00,Aliquot_Num,0,ali,G
10/29/2020,3:55:00,Curr_pacing,320000,,G
10/29/2020,3:55:00,FlowVolume,0,,G
10/29/2020,4:00:00,PT Level,3.34,in,G
10/29/2020,4:00:00,Aliquot_Num,0,ali,G
10/29/2020,4:00:00,Flow_cfs,0.45,,G
10/29/2020,4:00:00,Curr_pacing,320000,,G
10/29/2020,4:00:00,FlowVolume,0,,G
10/29/2020,4:05:00,PT Level,3.33,in,G
10/29/2020,4:05:00,Flow_cfs,0.45,,G
10/29/2020,4:05:00,Aliquot_Num,0,ali,G
10/29/2020,4:05:00,Curr_pacing,320000,,G
10/29/2020,4:05:00,FlowVolume,0,,G
10/29/2020,4:10:00,PT Level,3.35,in,G
10/29/2020,4:10:00,Aliquot_Num,0,ali,G
10/29/2020,4:10:00,Flow_cfs,0.45,,G
10/29/2020,4:10:00,Curr_pacing,320000,,G
10/29/2020,4:10:00,FlowVolume,0,,G
10/29/2020,4:15:00,PT Level,3.35,in,G
10/29/2020,4:15:00,Flow_cfs,0.45,,G
10/29/2020,4:15:00,Aliquot_Num,0,ali,G
10/29/2020,4:15:00,Curr_pacing,320000,,G
10/29/2020,4:15:00,FlowVolume,0,,G
10/29/2020,4:20:00,PT Level,3.35,in,G
10/29/2020,4:20:00,Aliquot_Num,0,ali,G
10/29/2020,4:20:00,Flow_cfs,0.45,,G
10/29/2020,4:20:00,Curr_pacing,320000,,G
10/29/2020,4:20:00,FlowVolume,0,,G
10/29/2020,4:25:00,PT Level,3.35,in,G
10/29/2020,4:25:00,Aliquot_Num,0,ali,G
10/29/2020,4:25:00,Flow_cfs,0.45,,G
10/29/2020,4:25:00,Curr_pacing,320000,,G
