Date Time,SamplePacin,BottleNum,Incr_Flow,AliquotNum,Level_PT,Flow _PT
MM/dd/yyyy hh:mm:ss,cfs,,cf,ali,in,cfs
01/20/2021 00:00:00,15,1,0.00,0,3.69,1.523
01/20/2021 00:01:00,15,1,0.00,,,
01/20/2021 00:02:00,15,1,0.00,,,
01/20/2021 00:03:00,15,1,0.00,,,
01/20/2021 00:04:00,15,1,0.00,,,
01/20/2021 00:05:00,15,1,0.00,0,3.68,1.515
01/20/2021 00:06:00,15,1,0.00,,,
01/20/2021 00:07:00,15,1,0.00,,,
01/20/2021 00:08:00,15,1,0.00,,,
01/20/2021 00:09:00,15,1,0.00,,,
01/20/2021 00:10:00,15,1,0.00,0,3.66,1.498
01/20/2021 00:11:00,15,1,0.00,,,
01/20/2021 00:12:00,15,1,0.00,,,
01/20/2021 00:13:00,15,1,0.00,,,
01/20/2021 00:14:00,15,1,0.00,,,
01/20/2021 00:15:00,15,1,0.00,0,3.66,1.498
01/20/2021 00:16:00,15,1,0.00,,,
01/20/2021 00:17:00,15,1,0.00,,,
01/20/2021 00:18:00,15,1,0.00,,,
01/20/2021 00:19:00,15,1,0.00,,,
01/20/2021 00:20:00,15,1,0.00,0,3.68,1.515
01/20/2021 00:21:00,15,1,0.00,,,
01/20/2021 00:22:00,15,1,0.00,,,
01/20/2021 00:23:00,15,1,0.00,,,
01/20/2021 00:24:00,15,1,0.00,,,
01/20/2021 00:25:00,15,1,0.00,0,3.67,1.506
01/20/2021 00:26:00,15,1,0.00,,,
01/20/2021 00:27:00,15,1,0.00,,,
01/20/2021 00:28:00,15,1,0.00,,,
01/20/2021 00:29:00,15,1,0.00,,,
01/20/2021 00:30:00,15,1,0.00,0,3.68,1.515
01/20/2021 00:31:00,15,1,0.00,,,
01/20/2021 00:32:00,15,1,0.00,,,
01/20/2021 00:33:00,15,1,0.00,,,
01/20/2021 00:34:00,15,1,0.00,,,
01/20/2021 00:35:00,15,1,0.00,0,3.70,1.532
01/20/2021 00:36:00,15,1,0.00,,,
01/20/2021 00:37:00,15,1,0.00,,,
01/20/2021 00:38:00,15,1,0.00,,,
01/20/2021 00:39:00,15,1,0.00,,,
01/20/2021 00:40:00,15,1,0.00,0,3.69,1.523
01/20/2021 00:41:00,15,1,0.00,,,
01/20/2021 00:42:00,15,1,0.00,,,
01/20/2021 00:43:00,15,1,0.00,,,
01/20/2021 00:44:00,15,1,0.00,,,
01/20/2021 00:45:00,15,1,0.00,0,3.69,1.523
01/20/2021 00:46:00,15,1,0.00,,,
01/20/2021 00:47:00,15,1,0.00,,,
01/20/2021 00:48:00,15,1,0.00,,,
01/20/2021 00:49:00,15,1,0.00,,,
01/20/2021 00:50:00,15,1,0.00,0,3.68,1.515
01/20/2021 00:51:00,15,1,0.00,,,
01/20/2021 00:52:00,15,1,0.00,,,
01/20/2021 00:53:00,15,1,0.00,,,
01/20/2021 00:54:00,15,1,0.00,,,
01/20/2021 00:55:00,15,1,0.00,0,3.69,1.523
01/20/2021 00:56:00,15,1,0.00,,,
01/20/2021 00:57:00,15,1,0.00,,,
01/20/2021 00:58:00,15,1,0.00,,,
01/20/2021 00:59:00,15,1,0.00,,,
01/20/2021 01:00:00,15,1,0.00,0,3.69,1.523
01/20/2021 01:01:00,15,1,0.00,,,
01/20/2021 01:02:00,15,1,0.00,,,
01/20/2021 01:03:00,15,1,0.00,,,
01/20/2021 01:04:00,15,1,0.00,,,
01/20/2021 01:05:00,15,1,0.00,0,3.68,1.515
01/20/2021 01:06:00,15,1,0.00,,,
01/20/2021 01:07:00,15,1,0.00,,,
01/20/2021 01:08:00,15,1,0.00,,,
01/20/2021 01:09:00,15,1,0.00,,,
01/20/2021 01:10:00,15,1,0.00,0,3.70,1.532
01/20/2021 01:11:00,15,1,0.00,,,
01/20/2021 01:12:00,15,1,0.00,,,
01/20/2021 01:13:00,15,1,0.00,,,
01/20/2021 01:14:00,15,1,0.00,,,
01/20/2021 01:15:00,15,1,0.00,0,3.68,1.515
01/20/2021 01:16:00,15,1,0.00,,,
01/20/2021 01:17:00,15,1,0.00,,,
01/20/2021 01:18:00,15,1,0.00,,,
01/20/2021 01:19:00,15,1,0.00,,,
01/20/2021 01:20:00,15,1,0.00,0,3.67,1.506
01/20/2021 01:21:00,15,1,0.00,,,
01/20/2021 01:22:00,15,1,0.00,,,
01/20/2021 01:23:00,15,1,0.00,,,
01/20/2021 01:24:00,15,1,0.00,,,
01/20/2021 01:25:00,15,1,0.00,0,3.68,1.515
01/20/2021 01:26:00,15,1,0.00,,,
01/20/2021 01:27:00,15,1,0.00,,,
01/20/2021 01:28:00,15,1,0.00,,,
01/20/2021 01:29:00,15,1,0.00,,,
01/20/2021 01:30:00,15,1,0.00,0,3.69,1.523
01/20/2021 01:31:00,15,1,0.00,,,
01/20/2021 01:32:00,15,1,0.00,,,
01/20/2021 01:33:00,15,1,0.00,,,
01/20/2021 01:34:00,15,1,0.00,,,
01/20/2021 01:35:00,15,1,0.00,0,3.69,1.523
01/20/2021 01:36:00,15,1,0.00,,,
01/20/2021 01:37:00,15,1,0.00,,,
01/20/2021 01:38:00,15,1,0.00,,,
01/20/2021 01:39:00,15,1,0.00,,,
01/20/2021 01:40:00,15,1,0.00,0,3.68,1.515
01/20/2021 01:41:00,15,1,0.00,,,
01/20/2021 01:42:00,15,1,0.00,,,
01/20/2021 01:43:00,15,1,0.00,,,
01/20/2021 01:44:00,15,1,0.00,,,
01/20/2021 01:45:00,15,1,0.00,0,3.68,1.515
01/20/2021 01:46:00,15,1,0.00,,,
01/20/2021 01:47:00,15,1,0.00,,,
01/20/2021 01:48:00,15,1,0.00,,,
01/20/2021 01:49:00,15,1,0.00,,,
01/20/2021 01:50:00,15,1,0.00,0,3.70,1.532
01/20/2021 01:51:00,15,1,0.00,,,
01/20/2021 01:52:00,15,1,0.00,,,
01/20/2021 01:53:00,15,1,0.00,,,
01/20/2021 01:54:00,15,1,0.00,,,
01/20/2021 01:55:00,15,1,0.00,0,3.68,1.515
01/20/2021 01:56:00,15,1,0.00,,,
01/20/2021 01:57:00,15,1,0.00,,,
01/20/2021 01:58:00,15,1,0.00,,,
01/20/2021 01:59:00,15,1,0.00,,,
01/20/2021 02:00:00,15,1,0.00,0,3.70,1.532
01/20/2021 02:01:00,15,1,0.00,,,
01/20/2021 02:02:00,15,1,0.00,,,
01/20/2021 02:03:00,15,1,0.00,,,
01/20/2021 02:04:00,15,1,0.00,,,
01/20/2021 02:05:00,15,1,0.00,0,3.71,1.540
01/20/2021 02:06:00,15,1,0.00,,,
01/20/2021 02:07:00,15,1,0.00,,,
01/20/2021 02:08:00,15,1,0.00,,,
01/20/2021 02:09:00,15,1,0.00,,,
01/20/2021 02:10:00,15,1,0.00,0,3.68,1.515
01/20/2021 02:11:00,15,1,0.00,,,
01/20/2021 02:12:00,15,1,0.00,,,
01/20/2021 02:13:00,15,1,0.00,,,
01/20/2021 02:14:00,15,1,0.00,,,
01/20/2021 02:15:00,15,1,0.00,0,3.69,1.523
01/20/2021 02:16:00,15,1,0.00,,,
01/20/2021 02:17:00,15,1,0.00,,,
01/20/2021 02:18:00,15,1,0.00,,,
01/20/2021 02:19:00,15,1,0.00,,,
01/20/2021 02:20:00,15,1,0.00,0,3.70,1.532
01/20/2021 02:21:00,15,1,0.00,,,
01/20/2021 02:22:00,15,1,0.00,,,
01/20/2021 02:23:00,15,1,0.00,,,
01/20/2021 02:24:00,15,1,0.00,,,
01/20/2021 02:25:00,15,1,0.00,0,3.68,1.515
01/20/2021 02:26:00,15,1,0.00,,,
01/20/2021 02:27:00,15,1,0.00,,,
01/20/2021 02:28:00,15,1,0.00,,,
01/20/2021 02:29:00,15,1,0.00,,,
01/20/2021 02:30:00,15,1,0.00,0,3.70,1.532
01/20/2021 02:31:00,15,1,0.00,,,
01/20/2021 02:32:00,15,1,0.00,,,
01/20/2021 02:33:00,15,1,0.00,,,
01/20/2021 02:34:00,15,1,0.00,,,
01/20/2021 02:35:00,15,1,0.00,0,3.68,1.515
01/20/2021 02:36:00,15,1,0.00,,,
01/20/2021 02:37:00,15,1,0.00,,,
01/20/2021 02:38:00,15,1,0.00,,,
01/20/2021 02:39:00,15,1,0.00,,,
01/20/2021 02:40:00,15,1,0.00,0,3.68,1.515
01/20/2021 02:41:00,15,1,0.00,,,
01/20/2021 02:42:00,15,1,0.00,,,
01/20/2021 02:43:00,15,1,0.00,,,
01/20/2021 02:44:00,15,1,0.00,,,
01/20/2021 02:45:00,15,1,0.00,0,3.68,1.515
01/20/2021 02:46:00,15,1,0.00,,,
01/20/2021 02:47:00,15,1,0.00,,,
01/20/2021 02:48:00,15,1,0.00,,,
01/20/2021 02:49:00,15,1,0.00,,,
01/20/2021 02:50:00,15,1,0.00,0,3.68,1.515
01/20/2021 02:51:00,15,1,0.00,,,
01/20/2021 02:52:00,15,1,0.00,,,
01/20/2021 02:53:00,15,1,0.00,,,
01/20/2021 02:54:00,15,1,0.00,,,
01/20/2021 02:55:00,15,1,0.00,0,3.69,1.523
01/20/2021 02:56:00,15,1,0.00,,,
01/20/2021 02:57:00,15,1,0.00,,,
01/20/2021 02:58:00,15,1,0.00,,,
01/20/2021 02:59:00,15,1,0.00,,,
01/20/2021 03:00:00,15,1,0.00,0,3.70,1.532
01/20/2021 03:01:00,15,1,0.00,,,
01/20/2021 03:02:00,15,1,0.00,,,
01/20/2021 03:03:00,15,1,0.00,,,
01/20/2021 03:04:00,15,1,0.00,,,
01/20/2021 03:05:00,15,1,0.00,0,3.70,1.532
01/20/2021 03:06:00,15,1,0.00,,,
01/20/2021 03:07:00,15,1,0.00,,,
01/20/2021 03:08:00,15,1,0.00,,,
01/20/2021 03:09:00,15,1,0.00,,,
01/20/2021 03:10:00,15,1,0.00,0,3.69,1.523
01/20/2021 03:11:00,15,1,0.00,,,
01/20/2021 03:12:00,15,1,0.00,,,
01/20/2021 03:13:00,15,1,0.00,,,
01/20/2021 03:14:00,15,1,0.00,,,
01/20/2021 03:15:00,15,1,0.00,0,3.69,1.523
01/20/2021 03:16:00,15,1,0.00,,,
01/20/2021 03:17:00,15,1,0.00,,,
01/20/2021 03:18:00,15,1,0.00,,,
01/20/2021 03:19:00,15,1,0.00,,,
01/20/2021 03:20:00,15,1,0.00,0,3.69,1.523
01/20/2021 03:21:00,15,1,0.00,,,
01/20/2021 03:22:00,15,1,0.00,,,
01/20/2021 03:23:00,15,1,0.00,,,
01/20/2021 03:24:00,15,1,0.00,,,
01/20/2021 03:25:00,15,1,0.00,0,3.70,1.532
01/20/2021 03:26:00,15,1,0.00,,,
01/20/2021 03:27:00,15,1,0.00,,,
01/20/2021 03:28:00,15,1,0.00,,,
01/20/2021 03:29:00,15,1,0.00,,,
01/20/2021 03:30:00,15,1,0.00,0,3.70,1.532
01/20/2021 03:31:00,15,1,0.00,,,
01/20/2021 03:32:00,15,1,0.00,,,
01/20/2021 03:33:00,15,1,0.00,,,
01/20/2021 03:34:00,15,1,0.00,,,
01/20/2021 03:35:00,15,1,0.00,0,3.70,1.532
01/20/2021 03:36:00,15,1,0.00,,,
01/20/2021 03:37:00,15,1,0.00,,,
01/20/2021 03:38:00,15,1,0.00,,,
01/20/2021 03:39:00,15,1,0.00,,,
01/20/2021 03:40:00,15,1,0.00,0,3.70,1.532
01/20/2021 03:41:00,15,1,0.00,,,
01/20/2021 03:42:00,15,1,0.00,,,
01/20/2021 03:43:00,15,1,0.00,,,
01/20/2021 03:44:00,15,1,0.00,,,
01/20/2021 03:45:00,15,1,0.00,0,3.71,1.540
01/20/2021 03:46:00,15,1,0.00,,,
01/20/2021 03:47:00,15,1,0.00,,,
01/20/2021 03:48:00,15,1,0.00,,,
01/20/2021 03:49:00,15,1,0.00,,,
01/20/2021 03:50:00,15,1,0.00,0,3.70,1.532
01/20/2021 03:51:00,15,1,0.00,,,
01/20/2021 03:52:00,15,1,0.00,,,
01/20/2021 03:53:00,15,1,0.00,,,
01/20/2021 03:54:00,15,1,0.00,,,
01/20/2021 03:55:00,15,1,0.00,0,3.70,1.532
01/20/2021 03:56:00,15,1,0.00,,,
01/20/2021 03:57:00,15,1,0.00,,,
01/20/2021 03:58:00,15,1,0.00,,,
01/20/2021 03:59:00,15,1,0.00,,,
01/20/2021 04:00:00,15,1,0.00,0,3.69,1.523
01/20/2021 04:01:00,15,1,0.00,,,
01/20/2021 04:02:00,15,1,0.00,,,
01/20/2021 04:03:00,15,1,0.00,,,
01/20/2021 04:04:00,15,1,0.00,,,
01/20/2021 04:05:00,15,1,0.00,0,3.70,1.532
01/20/2021 04:06:00,15,1,0.00,,,
01/20/2021 04:07:00,15,1,0.00,,,
01/20/2021 04:08:00,15,1,0.00,,,
01/20/2021 04:09:00,15,1,0.00,,,
