Date Time,Level_950,Vel_950,Flow_950,Level_PT,Flow_PT
MM/dd/yyyy hh:mm:ss,in,fps,gpm,in,gpm
02/10/2021 09:00:00,0.00,0.00,0.000,0.46,35.808
02/10/2021 09:05:00,0.00,0.00,0.000,0.46,35.808
02/10/2021 09:10:00,0.00,0.00,0.000,0.46,35.808
02/10/2021 09:15:00,0.00,0.00,0.000,0.46,35.808
02/10/2021 09:20:00,0.00,0.00,0.000,0.46,35.808
02/10/2021 09:25:00,0.00,0.00,0.000,0.47,37.018
02/10/2021 09:30:00,0.00,0.00,0.000,0.47,37.018
02/10/2021 09:35:00,0.00,0.00,0.000,0.48,38.227
02/10/2021 09:40:00,0.00,0.00,0.000,0.48,38.227
02/10/2021 09:45:00,0.00,0.00,0.000,0.48,38.227
02/10/2021 09:50:00,0.00,0.00,0.000,0.49,39.437
02/10/2021 09:55:00,0.00,0.00,0.000,0.49,39.437
02/10/2021 10:00:00,0.00,0.00,0.000,0.50,40.646
02/10/2021 10:05:00,0.00,0.00,0.000,0.51,41.856
02/10/2021 10:10:00,0.00,0.00,0.000,0.51,41.856
02/10/2021 10:15:00,0.00,0.00,0.000,0.51,41.856
02/10/2021 10:20:00,0.00,0.00,0.000,0.52,43.065
02/10/2021 10:25:00,0.00,0.00,0.000,0.52,43.065
02/10/2021 10:30:00,0.00,0.00,0.000,0.52,43.065
02/10/2021 10:35:00,0.00,0.00,0.000,0.52,43.065
02/10/2021 10:40:00,0.00,0.00,0.000,0.54,45.485
02/10/2021 10:45:00,0.00,0.00,0.000,0.53,44.275
02/10/2021 10:50:00,0.00,0.00,0.000,0.52,43.065
02/10/2021 10:55:00,0.00,0.00,0.000,0.52,43.065
02/10/2021 11:00:00,0.00,0.00,0.000,0.53,44.275
02/10/2021 11:05:00,0.00,0.00,0.000,0.52,43.065
02/10/2021 11:10:00,0.00,0.00,0.000,0.54,45.485
02/10/2021 11:15:00,0.00,0.00,0.000,0.54,45.485
02/10/2021 11:20:00,0.00,0.00,0.000,0.53,44.275
02/10/2021 11:25:00,0.00,0.00,0.000,0.52,43.065
02/10/2021 11:30:00,0.00,0.00,0.000,0.52,43.065
02/10/2021 11:35:00,0.00,0.00,0.000,0.55,46.694
02/10/2021 11:40:00,0.00,0.00,0.000,0.53,44.275
02/10/2021 11:45:00,0.00,0.00,0.000,0.55,46.694
02/10/2021 11:50:00,0.00,0.00,0.000,0.57,49.113
02/10/2021 11:55:00,0.00,0.00,0.000,0.55,46.694
02/10/2021 12:00:00,0.00,0.00,0.000,0.55,46.694
02/10/2021 12:05:00,0.00,0.00,0.000,0.55,46.694
02/10/2021 12:10:00,0.00,0.00,0.000,0.57,49.113
02/10/2021 12:15:00,0.00,0.00,0.000,0.56,47.904
02/10/2021 12:20:00,0.00,0.00,0.000,0.56,47.904
02/10/2021 12:25:00,0.00,0.00,0.000,0.53,44.275
02/10/2021 12:30:00,0.00,0.00,0.000,0.52,43.065
02/10/2021 12:35:00,0.00,0.00,0.000,0.54,45.485
02/10/2021 12:40:00,0.00,0.00,0.000,0.53,44.275
02/10/2021 12:45:00,0.00,0.00,0.000,0.51,41.856
02/10/2021 12:50:00,0.00,0.00,0.000,0.50,40.646
02/10/2021 12:55:00,0.00,0.00,0.000,0.51,41.856
02/10/2021 13:00:00,0.00,0.00,0.000,0.50,40.646
02/10/2021 13:05:00,0.00,0.00,0.000,0.51,41.856
02/10/2021 13:10:00,0.00,0.00,0.000,0.53,44.275
02/10/2021 13:15:00,0.00,0.00,0.000,0.52,43.065
02/10/2021 13:20:00,0.00,0.00,0.000,0.50,40.646
02/10/2021 13:25:00,0.00,0.00,0.000,0.49,39.437
02/10/2021 13:30:00,0.00,0.00,0.000,0.49,39.437
02/10/2021 13:35:00,0.00,0.00,0.000,0.49,39.437
02/10/2021 13:40:00,0.00,0.00,0.000,0.47,37.018
02/10/2021 13:45:00,0.00,0.00,0.000,0.45,34.599
02/10/2021 13:50:00,0.00,0.00,0.000,0.44,33.389
02/10/2021 13:55:00,0.00,0.00,0.000,0.42,30.970
02/10/2021 14:00:00,0.00,0.00,0.000,0.41,29.760
02/10/2021 14:05:00,0.00,0.00,0.000,0.41,29.760
02/10/2021 14:10:00,0.00,0.00,0.000,0.39,27.341
02/10/2021 14:15:00,0.00,0.00,0.000,0.38,26.132
02/10/2021 14:20:00,0.00,0.00,0.000,0.38,26.132
02/10/2021 14:25:00,0.00,0.00,0.000,0.35,22.503
02/10/2021 14:30:00,0.00,0.00,0.000,0.34,21.293
