Date Time,SamplePacin,BottleNum,TimeToSampl,AliquotNum,Level_950,Vel_950,Flow_950,TotFlow_950,Battery_950,Level_PT,Flow _PT
MM/dd/yyyy hh:mm:ss,min,,min,ali,in,fps,cfs,cf,V,in,cfs
12/24/2020 06:53:00,20,1,10,0,1.11,0.00,0.000,216164.00,,1.99,0.000
12/24/2020 06:54:00,20,1,10,0,1.20,0.00,0.000,216164.00,,1.99,0.000
12/24/2020 06:55:00,20,1,10,0,1.20,0.00,0.000,216164.00,,1.99,0.000
12/24/2020 06:56:00,20,1,10,0,1.16,0.00,0.000,216164.00,,2.00,0.000
12/24/2020 06:57:00,20,1,10,0,1.20,0.00,0.000,216164.00,,1.99,0.000
12/24/2020 06:58:00,20,1,10,0,1.20,0.00,0.000,216164.00,,1.98,0.000
12/24/2020 06:59:00,20,1,10,0,1.20,0.00,0.000,216164.00,,1.99,0.000
12/24/2020 07:00:00,20,1,10,0,1.20,0.00,0.000,216164.00,12.72,1.98,0.000
12/24/2020 07:01:00,20,1,10,0,1.16,0.00,0.000,216164.00,,1.98,0.000
12/24/2020 07:02:00,20,1,10,0,1.16,0.00,0.000,216164.00,,1.98,0.000
12/24/2020 07:03:00,20,1,10,0,1.11,0.00,0.000,216164.00,,1.98,0.000
12/24/2020 07:04:00,20,1,10,0,1.16,0.00,0.000,216164.00,,1.97,0.000
12/24/2020 07:05:00,20,1,10,0,1.16,0.00,0.000,216164.00,,1.99,0.000
12/24/2020 07:06:00,20,1,10,0,1.16,0.00,0.000,216164.00,,1.96,0.000
12/24/2020 07:07:00,20,1,10,0,1.16,0.00,0.000,216164.00,,1.98,0.000
12/24/2020 07:08:00,20,1,10,0,1.16,0.00,0.000,216164.00,,1.98,0.000
12/24/2020 07:09:00,20,1,10,0,1.16,0.00,0.000,216164.00,,1.99,0.000
12/24/2020 07:10:00,20,1,10,0,1.20,0.00,0.000,216164.00,,1.99,0.000
12/24/2020 07:11:00,20,1,10,0,1.16,0.00,0.000,216164.00,,2.00,0.000
12/24/2020 07:12:00,20,1,10,0,1.20,0.00,0.000,216164.00,,2.00,0.000
12/24/2020 07:13:00,20,1,10,0,1.11,0.00,0.000,216164.00,,1.98,0.000
12/24/2020 07:14:00,20,1,10,0,1.16,0.00,0.000,216164.00,,1.99,0.000
12/24/2020 07:15:00,20,1,10,0,1.16,0.00,0.000,216164.00,,1.98,0.000
12/24/2020 07:16:00,20,1,10,0,1.16,0.00,0.000,216164.00,,1.98,0.000
12/24/2020 07:17:00,20,1,10,0,1.16,0.00,0.000,216164.00,,1.96,0.000
12/24/2020 07:18:00,20,1,10,0,1.16,0.00,0.000,216164.00,,1.98,0.000
12/24/2020 07:19:00,20,1,10,0,1.11,0.00,0.000,216164.00,,1.99,0.000
12/24/2020 07:20:00,20,1,10,0,1.16,0.00,0.000,216164.00,,1.97,0.000
12/24/2020 07:21:00,20,1,10,0,1.16,0.00,0.000,216164.00,,1.99,0.000
12/24/2020 07:22:00,20,1,10,0,1.16,0.00,0.000,216164.00,,1.99,0.000
12/24/2020 07:23:00,20,1,10,0,1.16,0.00,0.000,216164.00,,2.01,0.000
12/24/2020 07:24:00,20,1,10,0,1.11,0.00,0.000,216164.00,,1.99,0.000
12/24/2020 07:25:00,20,1,10,0,1.20,0.00,0.000,216164.00,,1.98,0.000
12/24/2020 07:26:00,20,1,10,0,1.16,0.00,0.000,216164.00,,1.97,0.000
12/24/2020 07:27:00,20,1,10,0,1.20,0.00,0.000,216164.00,,1.97,0.000
12/24/2020 07:28:00,20,1,10,0,1.16,0.00,0.000,216164.00,,1.99,0.000
12/24/2020 07:29:00,20,1,10,0,1.16,0.00,0.000,216164.00,,1.99,0.000
12/24/2020 07:30:00,20,1,10,0,1.20,0.00,0.000,216164.00,,1.98,0.000
12/24/2020 07:31:00,20,1,10,0,1.16,0.00,0.000,216164.00,,1.99,0.000
12/24/2020 07:32:00,20,1,10,0,1.20,0.00,0.000,216164.00,,2.01,0.000
12/24/2020 07:33:00,20,1,10,0,1.11,0.00,0.000,216164.00,,2.02,0.000
12/24/2020 07:34:00,20,1,10,0,1.20,0.00,0.000,216164.00,,2.04,0.000
12/24/2020 07:35:00,20,1,10,0,1.16,0.00,0.000,216164.00,,2.06,0.000
12/24/2020 07:36:00,20,1,10,0,1.24,0.00,0.000,216164.00,,2.03,0.000
12/24/2020 07:37:00,20,1,10,0,1.24,0.00,0.000,216164.00,,2.03,0.000
12/24/2020 07:38:00,20,1,10,0,1.11,0.00,0.000,216164.00,,2.03,0.000
12/24/2020 07:39:00,20,1,10,0,1.16,0.00,0.000,216164.00,,2.01,0.000
12/24/2020 07:40:00,20,1,10,0,1.24,0.00,0.000,216164.00,,1.99,0.000
12/24/2020 07:41:00,20,1,10,0,1.16,0.00,0.000,216164.00,,1.99,0.000
12/24/2020 07:42:00,20,1,10,0,1.20,0.00,0.000,216164.00,,2.00,0.000
12/24/2020 07:43:00,20,1,10,0,1.20,0.00,0.000,216164.00,,1.99,0.000
12/24/2020 07:44:00,20,1,10,0,1.16,0.00,0.000,216164.00,,1.99,0.000
12/24/2020 07:45:00,20,1,10,0,1.20,0.00,0.000,216164.00,,2.00,0.000
12/24/2020 07:46:00,20,1,10,0,1.07,0.00,0.000,216164.00,,1.99,0.000
12/24/2020 07:47:00,20,1,10,0,1.16,0.00,0.000,216164.00,,1.98,0.000
12/24/2020 07:48:00,20,1,10,0,1.11,0.00,0.000,216164.00,,1.98,0.000
12/24/2020 07:49:00,20,1,10,0,1.16,0.00,0.000,216164.00,,1.99,0.000
12/24/2020 07:50:00,20,1,10,0,1.20,0.00,0.000,216164.00,,2.01,0.000
12/24/2020 07:51:00,20,1,10,0,1.20,0.00,0.000,216164.00,,2.05,0.000
12/24/2020 07:52:00,20,1,10,0,1.24,0.00,0.000,216164.00,,2.07,0.000
12/24/2020 07:53:00,20,1,10,0,1.29,0.00,0.000,216164.00,,2.06,0.000
12/24/2020 07:54:00,20,1,10,0,1.24,0.00,0.000,216164.00,,2.04,0.000
12/24/2020 07:55:00,20,1,10,0,1.20,0.00,0.000,216164.00,,2.08,0.000
12/24/2020 07:56:00,20,1,10,0,1.24,0.00,0.000,216164.00,,2.04,0.000
12/24/2020 07:57:00,20,1,10,0,1.24,0.00,0.000,216164.00,,2.04,0.000
12/24/2020 07:58:00,20,1,10,0,1.16,0.00,0.000,216164.00,,2.02,0.000
12/24/2020 07:59:00,20,1,10,0,1.20,0.00,0.000,216164.00,,2.02,0.000
12/24/2020 08:00:00,20,1,10,0,1.24,0.00,0.000,216164.00,12.75,2.02,0.000
12/24/2020 08:01:00,20,1,10,0,1.16,0.00,0.000,216164.00,,2.01,0.000
12/24/2020 08:02:00,20,1,10,0,1.20,0.00,0.000,216164.00,,2.01,0.000
12/24/2020 08:03:00,20,1,10,0,1.20,0.00,0.000,216164.00,,2.00,0.000
12/24/2020 08:04:00,20,1,10,0,1.20,0.00,0.000,216164.00,,1.99,0.000
12/24/2020 08:05:00,20,1,10,0,1.20,0.00,0.000,216164.00,,2.05,0.000
12/24/2020 08:06:00,20,1,10,0,1.20,0.00,0.000,216164.00,,2.07,0.000
12/24/2020 08:07:00,20,1,10,0,1.24,0.00,0.000,216164.00,,2.06,0.000
12/24/2020 08:08:00,20,1,10,0,1.29,0.00,0.000,216164.00,,2.09,0.000
12/24/2020 08:09:00,20,1,10,0,1.24,0.00,0.000,216164.00,,2.05,0.000
12/24/2020 08:10:00,20,1,10,0,1.29,0.00,0.000,216164.00,,2.05,0.000
12/24/2020 08:11:00,20,1,10,0,1.24,0.00,0.000,216164.00,,2.07,0.000
12/24/2020 08:12:00,20,1,10,0,1.24,0.00,0.000,216164.00,,2.07,0.000
12/24/2020 08:13:00,20,1,10,0,1.24,0.00,0.000,216164.00,,2.04,0.000
12/24/2020 08:14:00,20,1,10,0,1.24,0.00,0.000,216164.00,,2.03,0.000
12/24/2020 08:15:00,20,1,10,0,1.24,0.00,0.000,216164.00,,2.04,0.000
12/24/2020 08:16:00,20,1,10,0,1.11,0.00,0.000,216164.00,,2.02,0.000
12/24/2020 08:17:00,20,1,10,0,1.20,0.00,0.000,216164.00,,2.01,0.000
12/24/2020 08:18:00,20,1,10,0,1.16,0.00,0.000,216164.00,,2.02,0.000
12/24/2020 08:19:00,20,1,10,0,1.16,0.00,0.000,216164.00,,2.01,0.000
12/24/2020 08:20:00,20,1,10,0,1.16,0.00,0.000,216164.00,,2.02,0.000
12/24/2020 08:21:00,20,1,10,0,1.20,0.00,0.000,216164.00,,2.00,0.000
12/24/2020 08:22:00,20,1,10,0,1.20,0.00,0.000,216164.00,,2.01,0.000
12/24/2020 08:23:00,20,1,10,0,1.20,0.00,0.000,216164.00,,1.99,0.000
12/24/2020 08:24:00,20,1,10,0,1.20,0.00,0.000,216164.00,,1.99,0.000
12/24/2020 08:25:00,20,1,10,0,1.20,0.00,0.000,216164.00,,2.00,0.000
12/24/2020 08:26:00,20,1,10,0,1.11,0.00,0.000,216164.00,,1.98,0.000
12/24/2020 08:27:00,20,1,10,0,1.20,0.00,0.000,216164.00,,1.99,0.000
12/24/2020 08:28:00,20,1,10,0,1.20,0.00,0.000,216164.00,,1.99,0.000
12/24/2020 08:29:00,20,1,10,0,1.16,0.00,0.000,216164.00,,1.99,0.000
12/24/2020 08:30:00,20,1,10,0,1.16,0.00,0.000,216164.00,,1.98,0.000
12/24/2020 08:31:00,20,1,10,0,1.16,0.00,0.000,216164.00,,1.95,0.000
12/24/2020 08:32:00,20,1,10,0,1.16,0.00,0.000,216164.00,,1.98,0.000
12/24/2020 08:33:00,20,1,10,0,1.16,0.00,0.000,216164.00,,1.98,0.000
12/24/2020 08:34:00,20,1,10,0,1.03,0.00,0.000,216164.00,,1.98,0.000
12/24/2020 08:35:00,20,1,10,0,1.11,0.00,0.000,216164.00,,1.98,0.000
12/24/2020 08:36:00,20,1,10,0,1.16,0.00,0.000,216164.00,,2.01,0.000
12/24/2020 08:37:00,20,1,10,0,1.16,0.00,0.000,216164.00,,1.99,0.000
12/24/2020 08:38:00,20,1,10,0,1.16,0.00,0.000,216164.00,,1.99,0.000
12/24/2020 08:39:00,20,1,10,0,1.16,0.00,0.000,216164.00,,1.98,0.000
12/24/2020 08:40:00,20,1,10,0,1.16,0.00,0.000,216164.00,,1.98,0.000
12/24/2020 08:41:00,20,1,10,0,1.16,0.00,0.000,216164.00,,1.97,0.000
12/24/2020 08:42:00,20,1,10,0,1.16,0.00,0.000,216164.00,,1.98,0.000
12/24/2020 08:43:00,20,1,10,0,1.16,0.00,0.000,216164.00,,1.98,0.000
12/24/2020 08:44:00,20,1,10,0,1.16,0.00,0.000,216164.00,,1.99,0.000
12/24/2020 08:45:00,20,1,10,0,1.07,0.00,0.000,216164.00,,1.98,0.000
12/24/2020 08:46:00,20,1,10,0,1.16,0.00,0.000,216164.00,,1.99,0.000
12/24/2020 08:47:00,20,1,10,0,1.16,0.00,0.000,216164.00,,1.97,0.000
12/24/2020 08:48:00,20,1,10,0,1.16,0.00,0.000,216164.00,,1.98,0.000
12/24/2020 08:49:00,20,1,10,0,1.11,0.00,0.000,216164.00,,1.99,0.000
12/24/2020 08:50:00,20,1,10,0,1.16,0.00,0.000,216164.00,,1.98,0.000
12/24/2020 08:51:00,20,1,10,0,1.16,0.00,0.000,216164.00,,1.99,0.000
12/24/2020 08:52:00,20,1,10,0,1.07,0.00,0.000,216164.00,,1.99,0.000
12/24/2020 08:53:00,20,1,10,0,1.16,0.00,0.000,216164.00,,1.98,0.000
12/24/2020 08:54:00,20,1,10,0,1.16,0.00,0.000,216164.00,,1.97,0.000
12/24/2020 08:55:00,20,1,10,0,1.11,0.00,0.000,216164.00,,1.97,0.000
12/24/2020 08:56:00,20,1,10,0,1.16,0.00,0.000,216164.00,,1.98,0.000
12/24/2020 08:57:00,20,1,10,0,1.16,0.00,0.000,216164.00,,1.98,0.000
12/24/2020 08:58:00,20,1,10,0,1.16,0.00,0.000,216164.00,,1.98,0.000
12/24/2020 08:59:00,20,1,10,0,1.16,0.00,0.000,216164.00,,1.96,0.000
12/24/2020 09:00:00,20,1,10,0,1.16,0.00,0.000,216164.00,12.85,1.98,0.000
12/24/2020 09:01:00,20,1,10,0,1.11,0.00,0.000,216164.00,,1.95,0.000
12/24/2020 09:02:00,20,1,10,0,1.16,0.00,0.000,216164.00,,1.97,0.000
12/24/2020 09:03:00,20,1,10,0,1.16,0.00,0.000,216164.00,,1.97,0.000
12/24/2020 09:04:00,20,1,10,0,1.16,0.00,0.000,216164.00,,1.96,0.000
12/24/2020 09:05:00,20,1,10,0,1.16,0.00,0.000,216164.00,,1.96,0.000
12/24/2020 09:06:00,20,1,10,0,1.16,0.00,0.000,216164.00,,1.96,0.000
12/24/2020 09:07:00,20,1,10,0,1.16,0.00,0.000,216164.00,,1.98,0.000
12/24/2020 09:08:00,20,1,10,0,1.16,0.00,0.000,216164.00,,1.98,0.000
12/24/2020 09:09:00,20,1,10,0,1.16,0.00,0.000,216164.00,,1.96,0.000
12/24/2020 09:10:00,20,1,10,0,1.16,0.00,0.000,216164.00,,1.98,0.000
12/24/2020 09:11:00,20,1,10,0,1.11,0.00,0.000,216164.00,,1.96,0.000
12/24/2020 09:12:00,20,1,10,0,1.16,0.00,0.000,216164.00,,1.98,0.000
12/24/2020 09:13:00,20,1,10,0,1.20,0.00,0.000,216164.00,,1.99,0.000
12/24/2020 09:14:00,20,1,10,0,1.11,0.00,0.000,216164.00,,1.97,0.000
12/24/2020 09:15:00,20,1,10,0,1.16,0.00,0.000,216164.00,,2.16,0.000
12/24/2020 09:16:00,20,1,10,0,1.07,0.00,0.000,216164.00,,2.12,0.000
