Date Time,Level_PT,Flow _PT
MM/dd/yyyy hh:mm:ss,in,cfs
05/21/2021 16:50:00,-0.42,0.000
05/21/2021 16:55:00,-0.41,0.000
05/21/2021 17:00:00,-0.44,0.000
05/21/2021 17:05:00,-0.42,0.000
05/21/2021 17:10:00,-0.43,0.000
05/21/2021 17:15:00,-0.44,0.000
05/21/2021 17:20:00,-0.43,0.000
05/21/2021 17:25:00,-0.43,0.000
05/21/2021 17:30:00,-0.44,0.000
05/21/2021 17:35:00,-0.44,0.000
05/21/2021 17:40:00,-0.44,0.000
05/21/2021 17:45:00,-0.45,0.000
05/21/2021 17:50:00,-0.44,0.000
05/21/2021 17:55:00,-0.44,0.000
05/21/2021 18:00:00,-0.44,0.000
05/21/2021 18:05:00,-0.46,0.000
05/21/2021 18:10:00,-0.48,0.000
05/21/2021 18:15:00,-0.47,0.000
05/21/2021 18:20:00,-0.46,0.000
05/21/2021 18:25:00,-0.44,0.000
05/21/2021 18:30:00,-0.47,0.000
05/21/2021 18:35:00,-0.46,0.000
05/21/2021 18:40:00,-0.45,0.000
05/21/2021 18:45:00,-0.46,0.000
05/21/2021 18:50:00,-0.46,0.000
05/21/2021 18:55:00,-0.46,0.000
05/21/2021 19:00:00,-0.46,0.000
05/21/2021 19:05:00,-0.47,0.000
05/21/2021 19:10:00,-0.47,0.000
05/21/2021 19:15:00,-0.47,0.000
05/21/2021 19:20:00,-0.47,0.000
05/21/2021 19:25:00,-0.47,0.000
05/21/2021 19:30:00,-0.47,0.000
05/21/2021 19:35:00,-0.46,0.000
05/21/2021 19:40:00,-0.47,0.000
05/21/2021 19:45:00,-0.47,0.000
05/21/2021 19:50:00,-0.47,0.000
05/21/2021 19:55:00,-0.46,0.000
05/21/2021 20:00:00,-0.47,0.000
05/21/2021 20:05:00,-0.46,0.000
05/21/2021 20:10:00,-0.45,0.000
05/21/2021 20:15:00,-0.46,0.000
05/21/2021 20:20:00,-0.45,0.000
05/21/2021 20:25:00,-0.47,0.000
05/21/2021 20:30:00,-0.47,0.000
05/21/2021 20:35:00,-0.46,0.000
05/21/2021 20:40:00,-0.46,0.000
05/21/2021 20:45:00,-0.46,0.000
05/21/2021 20:50:00,-0.46,0.000
05/21/2021 20:55:00,-0.46,0.000
05/21/2021 21:00:00,-0.47,0.000
05/21/2021 21:05:00,-0.47,0.000
05/21/2021 21:10:00,-0.47,0.000
05/21/2021 21:15:00,-0.46,0.000
05/21/2021 21:20:00,-0.47,0.000
05/21/2021 21:25:00,-0.46,0.000
05/21/2021 21:30:00,-0.47,0.000
05/21/2021 21:35:00,-0.46,0.000
05/21/2021 21:40:00,-0.46,0.000
