Date,Time,Label,Value,Units,Quality
09/01/2020,17:14:59,SDI XDT,0,,G
09/02/2020,17:19:59,SDI XDT,0,,G
09/03/2020,17:24:59,SDI XDT,0,,G
09/04/2020,17:00:06,Time Before Change,2938,ms,G
09/04/2020,17:00:09,Time After Change,2938,ms,G
09/04/2020,17:00:09,Cell Set Time,0,,G
09/04/2020,17:00:09,SDI XDT,0,,G
09/05/2020,17:04:59,SDI XDT,0,,G
09/06/2020,17:04:59,SDI XDT,0,,G
09/07/2020,17:09:59,SDI XDT,0,,G
09/08/2020,17:14:59,SDI XDT,0,,G
09/09/2020,12:32:56,Log Download,0,,G
09/09/2020,12:37:21,Client Conn,130,,G
09/09/2020,17:17:23,SDI XDT,0,,G
09/10/2020,10:10:13,Log Download,0,,G
09/10/2020,10:11:00,Client Conn,131,,G
09/10/2020,17:21:03,SDI XDT,0,,G
09/11/2020,17:24:59,SDI XDT,0,,G
09/12/2020,17:29:59,SDI XDT,0,,G
09/13/2020,17:29:59,SDI XDT,0,,G
09/14/2020,17:29:59,SDI XDT,0,,G
09/15/2020,17:29:59,SDI XDT,0,,G
09/16/2020,17:34:59,SDI XDT,0,,G
09/17/2020,17:34:59,SDI XDT,0,,G
09/18/2020,17:39:59,SDI XDT,0,,G
09/19/2020,17:15:33,Time Before Change,2939,ms,G
09/19/2020,17:15:36,Time After Change,2939,ms,G
09/19/2020,17:15:36,Cell Set Time,0,,G
09/19/2020,17:15:36,SDI XDT,0,,G
09/20/2020,17:19:59,SDI XDT,0,,G
09/21/2020,17:24:59,SDI XDT,0,,G
09/22/2020,17:29:59,SDI XDT,0,,G
09/23/2020,17:34:59,SDI XDT,0,,G
09/24/2020,17:34:59,SDI XDT,0,,G
09/25/2020,17:39:59,SDI XDT,0,,G
09/26/2020,17:44:59,SDI XDT,0,,G
09/27/2020,17:49:59,SDI XDT,0,,G
09/28/2020,17:54:59,SDI XDT,0,,G
09/29/2020,17:54:59,SDI XDT,0,,G
09/30/2020,17:59:59,SDI XDT,0,,G
10/01/2020,17:28:12,Time Before Change,2940,ms,G
10/01/2020,17:28:15,Time After Change,2940,ms,G
10/01/2020,17:28:15,Cell Set Time,0,,G
10/01/2020,17:28:15,SDI XDT,0,,G
10/02/2020,17:29:59,SDI XDT,0,,G
10/03/2020,17:34:59,SDI XDT,0,,G
10/04/2020,17:34:59,SDI XDT,0,,G
10/05/2020,10:28:09,SMS Receive,30,,G
10/05/2020,10:42:09,Wi-Fi Connected,0,,G
10/05/2020,10:42:15,Log Download,0,,G
10/05/2020,10:42:45,Log Download,0,,G
10/05/2020,10:44:32,Wi-Fi Disconnected,0,,G
10/05/2020,15:20:05,Wi-Fi Connected,0,,G
10/05/2020,15:20:55,Upgrade Start,8.28,,G
10/05/2020,15:20:55,Rev Start,3127,,G
10/05/2020,15:20:55,Wi-Fi Disconnected,0,,G
10/05/2020,15:21:10,Reset Soft,3,,G
10/05/2020,15:21:10,Upgrade Complete,8.35,,G
10/05/2020,15:21:10,Rev Complet,3369,,G
10/05/2020,15:21:13,SDI XDT,0,,G
10/05/2020,15:21:14,Battery,13.51,V,G
10/05/2020,15:21:14,Internal Temp,38.04,C,G
10/05/2020,15:21:40,Time Before Change,-57,ms,G
10/05/2020,15:21:40,Time After Change,-57,ms,G
10/05/2020,15:21:46,Wi-Fi Connected,0,,G
10/05/2020,15:22:11,Setup Change,0,,G
10/05/2020,15:22:31,Reset Soft,4,,G
10/05/2020,15:22:34,SDI XDT,0,,G
10/05/2020,15:22:35,Battery,13.51,V,G
10/05/2020,15:22:35,Internal Temp,37.96,C,G
10/05/2020,15:23:07,Time Before Change,-57,ms,G
10/05/2020,15:23:07,Time After Change,-57,ms,G
10/05/2020,15:25:26,StatusClear,0,,G
10/05/2020,15:26:10,Client Conn,1,,G
10/06/2020,10:56:48,Client Conn,2,,G
10/06/2020,11:02:30,Client Conn,3,,G
10/06/2020,15:27:33,SDI XDT,0,,G
10/07/2020,15:29:59,SDI XDT,0,,G
10/08/2020,15:34:59,SDI XDT,0,,G
10/09/2020,15:34:59,SDI XDT,0,,G
10/10/2020,15:39:59,SDI XDT,0,,G
10/11/2020,15:39:59,SDI XDT,0,,G
10/12/2020,15:44:59,SDI XDT,0,,G
10/13/2020,15:44:59,SDI XDT,0,,G
10/14/2020,15:44:59,SDI XDT,0,,G
10/15/2020,15:49:59,SDI XDT,0,,G
10/16/2020,15:49:59,SDI XDT,0,,G
10/17/2020,15:36:57,Time Before Change,2941,ms,G
10/17/2020,15:37:00,Time After Change,2941,ms,G
10/17/2020,15:37:00,Cell Set Time,0,,G
10/17/2020,15:37:00,SDI XDT,0,,G
10/18/2020,15:39:59,SDI XDT,0,,G
10/19/2020,15:44:59,SDI XDT,0,,G
10/20/2020,15:44:59,SDI XDT,0,,G
10/21/2020,15:49:59,SDI XDT,0,,G
10/22/2020,15:54:59,SDI XDT,0,,G
10/23/2020,15:54:59,SDI XDT,0,,G
10/24/2020,15:59:59,SDI XDT,0,,G
10/25/2020,15:59:59,SDI XDT,0,,G
10/26/2020,15:59:59,SDI XDT,0,,G
10/27/2020,12:29:58,Client Conn,4,,G
10/27/2020,13:33:30,Setup Change,0,,G
10/27/2020,13:33:48,Log Download,0,,G
