Date Time,Level_PT,Flow _PT
MM/dd/yyyy hh:mm:ss,in,cfs
01/13/2021 11:35:00,1.58,-99.000
01/13/2021 11:37:00,1.59,0.159
01/13/2021 11:38:00,1.58,0.159
01/13/2021 11:39:00,1.59,0.159
01/13/2021 11:40:00,1.58,0.159
01/13/2021 11:45:00,1.58,0.159
01/13/2021 11:50:00,1.62,0.160
01/13/2021 11:55:00,1.62,0.160
01/13/2021 12:00:00,1.61,0.160
01/13/2021 12:05:00,1.62,0.160
01/13/2021 12:10:00,1.61,0.160
01/13/2021 12:15:00,1.58,0.159
01/13/2021 12:20:00,1.59,0.159
01/13/2021 12:25:00,1.64,0.161
01/13/2021 12:30:00,1.58,0.159
01/13/2021 12:35:00,1.58,0.159
01/13/2021 12:40:00,1.56,0.158
01/13/2021 12:45:00,1.61,0.160
01/13/2021 12:50:00,1.63,0.161
01/13/2021 12:55:00,1.60,0.159
01/13/2021 13:00:00,1.61,0.160
01/13/2021 13:05:00,1.63,0.161
01/13/2021 13:10:00,1.59,0.159
01/13/2021 13:15:00,1.58,0.159
01/13/2021 13:20:00,1.60,0.159
01/13/2021 13:25:00,1.61,0.160
01/13/2021 13:30:00,1.61,0.160
01/13/2021 13:35:00,1.62,0.160
01/13/2021 13:40:00,1.59,0.159
01/13/2021 13:45:00,1.57,0.158
01/13/2021 13:50:00,1.61,0.160
01/13/2021 13:55:00,1.60,0.159
01/13/2021 14:00:00,1.59,0.159
01/13/2021 14:05:00,1.61,0.160
01/13/2021 14:10:00,1.59,0.159
01/13/2021 14:15:00,1.63,0.161
01/13/2021 14:20:00,1.57,0.158
01/13/2021 14:25:00,1.58,0.159
01/13/2021 14:30:00,1.56,0.158
01/13/2021 14:35:00,1.56,0.158
01/13/2021 14:40:00,1.55,0.157
01/13/2021 14:45:00,1.56,0.158
01/13/2021 14:50:00,1.53,0.156
01/13/2021 14:55:00,1.54,0.157
01/13/2021 15:00:00,1.53,0.156
01/13/2021 15:05:00,1.54,0.157
01/13/2021 15:10:00,1.55,0.157
01/13/2021 15:15:00,1.55,0.157
01/13/2021 15:20:00,1.55,0.157
01/13/2021 15:25:00,1.53,0.156
01/13/2021 15:30:00,1.53,0.156
01/13/2021 15:35:00,1.55,0.157
01/13/2021 15:40:00,1.52,0.156
01/13/2021 15:45:00,1.53,0.156
01/13/2021 15:50:00,1.55,0.157
01/13/2021 15:55:00,1.56,0.158
01/13/2021 16:00:00,1.53,0.156
01/13/2021 16:05:00,1.52,0.156
01/13/2021 16:10:00,1.54,0.157
01/13/2021 16:15:00,1.51,0.155
01/13/2021 16:20:00,1.51,0.155
01/13/2021 16:25:00,1.52,0.156
01/13/2021 16:30:00,1.53,0.156
01/13/2021 16:35:00,1.51,0.155
01/13/2021 16:40:00,1.48,0.154
01/13/2021 16:45:00,1.51,0.155
01/13/2021 16:50:00,1.47,0.154
01/13/2021 16:55:00,1.51,0.155
01/13/2021 17:00:00,1.47,0.154
01/13/2021 17:05:00,1.48,0.154
