Date,Time,Label,Value,Units,Quality
09/01/2020,13:59:59,SDI XDT,0,,G
09/02/2020,08:19:44,Log Download,0,,G
09/02/2020,08:26:02,Client Conn,125,,G
09/02/2020,14:01:04,SDI XDT,0,,G
09/03/2020,14:04:59,SDI XDT,0,,G
09/04/2020,12:22:08,Client Conn,126,,G
09/04/2020,14:07:10,SDI XDT,0,,G
09/05/2020,14:04:10,Time Before Change,-2060,ms,G
09/05/2020,14:04:08,Time After Change,-2060,ms,G
09/05/2020,14:04:08,Cell Set Time,0,,G
09/05/2020,14:04:08,SDI XDT,0,,G
09/06/2020,14:04:59,SDI XDT,0,,G
09/07/2020,14:09:59,SDI XDT,0,,G
09/08/2020,14:07:31,Time Before Change,-2083,ms,G
09/08/2020,14:07:29,Time After Change,-2083,ms,G
09/08/2020,14:07:29,Cell Set Time,0,,G
09/08/2020,14:07:29,SDI XDT,0,,G
09/09/2020,14:09:59,SDI XDT,0,,G
09/09/2020,15:01:24,Log Download,0,,G
09/09/2020,15:02:45,Client Conn,127,,G
09/10/2020,14:09:59,SDI XDT,0,,G
09/11/2020,14:14:59,SDI XDT,0,,G
09/12/2020,14:14:59,SDI XDT,0,,G
09/13/2020,14:14:59,SDI XDT,0,,G
09/14/2020,14:19:59,SDI XDT,0,,G
09/15/2020,14:15:06,Time Before Change,-2061,ms,G
09/15/2020,14:15:04,Time After Change,-2061,ms,G
09/15/2020,14:15:04,Cell Set Time,0,,G
09/15/2020,14:15:04,SDI XDT,0,,G
09/16/2020,14:19:59,SDI XDT,0,,G
09/17/2020,14:19:59,SDI XDT,0,,G
09/18/2020,14:18:28,Time Before Change,-2062,ms,G
09/18/2020,14:18:26,Time After Change,-2062,ms,G
09/18/2020,14:18:26,Cell Set Time,0,,G
09/18/2020,14:18:26,SDI XDT,0,,G
09/19/2020,14:19:59,SDI XDT,0,,G
09/20/2020,14:19:59,SDI XDT,0,,G
09/21/2020,14:24:59,SDI XDT,0,,G
09/22/2020,14:23:02,Time Before Change,-2060,ms,G
09/22/2020,14:23:00,Time After Change,-2060,ms,G
09/22/2020,14:23:00,Cell Set Time,0,,G
09/22/2020,14:23:00,SDI XDT,0,,G
09/23/2020,14:24:59,SDI XDT,0,,G
09/24/2020,14:24:59,SDI XDT,0,,G
09/25/2020,14:29:59,SDI XDT,0,,G
09/26/2020,14:34:59,SDI XDT,0,,G
09/27/2020,14:28:35,Time Before Change,-2061,ms,G
09/27/2020,14:28:33,Time After Change,-2061,ms,G
09/27/2020,14:28:33,Cell Set Time,0,,G
09/27/2020,14:28:33,SDI XDT,0,,G
09/28/2020,14:29:59,SDI XDT,0,,G
09/29/2020,14:29:59,SDI XDT,0,,G
09/30/2020,14:34:59,SDI XDT,0,,G
10/01/2020,14:33:07,Time Before Change,-2061,ms,G
10/01/2020,14:33:05,Time After Change,-2061,ms,G
10/01/2020,14:33:05,Cell Set Time,0,,G
10/01/2020,14:33:05,SDI XDT,0,,G
10/02/2020,14:34:59,SDI XDT,0,,G
10/03/2020,14:34:59,SDI XDT,0,,G
10/04/2020,14:34:59,SDI XDT,0,,G
10/05/2020,14:25:18,Setup Change,0,,G
10/05/2020,14:26:24,Upgrade Start,8.28,,G
10/05/2020,14:26:24,Rev Start,3127,,G
10/05/2020,14:26:40,Reset Soft,2,,G
10/05/2020,14:26:40,Upgrade Complete,8.32,,G
10/05/2020,14:26:40,Rev Complet,3239,,G
10/05/2020,14:26:43,SDI XDT,0,,G
10/05/2020,14:26:43,Battery,13.40,V,G
10/05/2020,14:26:43,Internal Temp,38.66,C,G
10/05/2020,14:27:11,Time Before Change,-2057,ms,G
10/05/2020,14:27:09,Time After Change,-2057,ms,G
10/05/2020,14:27:09,Cell Set Time,0,,G
10/05/2020,14:27:09,SDI XDT,0,,G
10/05/2020,14:27:49,Client Conn,128,,G
10/05/2020,14:31:04,SMS Receive,31,,G
10/05/2020,14:31:40,Client Conn,129,,G
10/05/2020,14:34:42,Upgrade Start,8.32,,G
10/05/2020,14:34:42,Rev Start,3239,,G
10/05/2020,14:34:58,Reset Soft,3,,G
10/05/2020,14:34:58,Upgrade Complete,8.35,,G
10/05/2020,14:34:58,Rev Complet,3369,,G
10/05/2020,14:35:01,SDI XDT,0,,G
10/05/2020,14:35:02,Battery,13.40,V,G
10/05/2020,14:35:02,Internal Temp,38.59,C,G
10/05/2020,14:35:29,Time Before Change,-56,ms,G
10/05/2020,14:35:29,Time After Change,-56,ms,G
10/05/2020,14:35:57,Client Conn,130,,G
10/05/2020,16:05:30,Wi-Fi Connected,0,,G
10/05/2020,16:05:43,StatusClear,0,,G
10/05/2020,16:06:03,Setup Change,0,,G
10/05/2020,16:07:09,Upgrade Start,8.35,,G
10/05/2020,16:07:09,Rev Start,3369,,G
10/05/2020,16:07:09,Wi-Fi Disconnected,0,,G
10/05/2020,16:07:26,Reset Soft,1,,G
10/05/2020,16:07:26,Upgrade Complete,8.35,,G
10/05/2020,16:07:26,Rev Complet,3369,,G
10/05/2020,16:07:28,SDI XDT,0,,G
