Station Name,model and version,XL2 S/N
LakeHodges_KITCARSON,Sutron XLink 500 Version 8.35 Build 17:45:51 09/23/2020 revision 3369,1911373
Label,Meas Type,Slope,Offset,Equation
PT Level,SDI-12,1.000000,0.000000,Off
Flow_cfs,Meta,1.000000,0.000000,Off
Curr_Pacing,Meta,1.000000,0.000000,Off
FlowVolume,Meta,1.000000,0.000000,Off
Aliquot_Num,Meta,1.000000,0.000000,Off
10/27/2020,10:45:00,PT Level,-0.30,in,G
10/27/2020,10:45:00,Flow_cfs,0.00,,G
10/27/2020,10:45:00,Aliquot_Num,0,ali,G
10/27/2020,10:45:00,Curr_Pacing,0,,G
10/27/2020,10:45:00,FlowVolume,0.00,,G
10/27/2020,10:50:00,PT Level,-0.29,in,G
10/27/2020,10:50:00,Aliquot_Num,0,ali,G
10/27/2020,10:50:00,Flow_cfs,0.00,,G
10/27/2020,10:50:00,Curr_Pacing,0,,G
10/27/2020,10:50:00,FlowVolume,0.00,,G
10/27/2020,10:55:00,PT Level,-0.29,in,G
10/27/2020,10:55:00,Flow_cfs,0.00,,G
10/27/2020,10:55:00,Aliquot_Num,0,ali,G
10/27/2020,10:55:00,Curr_Pacing,0,,G
10/27/2020,10:55:00,FlowVolume,0.00,,G
10/27/2020,11:00:00,PT Level,-0.30,in,G
10/27/2020,11:00:00,Aliquot_Num,0,ali,G
10/27/2020,11:00:00,Flow_cfs,0.00,,G
10/27/2020,11:00:00,Curr_Pacing,0,,G
10/27/2020,11:00:00,FlowVolume,0.00,,G
10/27/2020,11:05:00,PT Level,-0.30,in,G
10/27/2020,11:05:00,Flow_cfs,0.00,,G
10/27/2020,11:05:00,Aliquot_Num,0,ali,G
10/27/2020,11:05:00,Curr_Pacing,0,,G
10/27/2020,11:05:00,FlowVolume,0.00,,G
10/27/2020,11:10:00,PT Level,-0.29,in,G
10/27/2020,11:10:00,Aliquot_Num,0,ali,G
10/27/2020,11:10:00,Flow_cfs,0.00,,G
10/27/2020,11:10:00,Curr_Pacing,0,,G
10/27/2020,11:10:00,FlowVolume,0.00,,G
10/27/2020,11:15:00,PT Level,-0.31,in,G
10/27/2020,11:15:00,Aliquot_Num,0,ali,G
