Date,Time,Label,Value,Units,Quality
10/27/2020,14:45:04,Log Download,0,G,
10/27/2020,14:50:38,Client Conn,15,G,
10/27/2020,14:51:23,Client Conn,16,G,
10/27/2020,15:21:25,SDI XDT,0,G,
10/28/2020,15:24:59,SDI XDT,0,G,
10/29/2020,15:24:59,SDI XDT,0,G,
10/30/2020,15:24:59,SDI XDT,0,G,
10/31/2020,15:29:59,SDI XDT,0,G,
11/1/2020,15:34:59,SDI XDT,0,G,
11/2/2020,15:34:59,SDI XDT,0,G,
11/3/2020,15:39:59,SDI XDT,0,G,
11/4/2020,15:39:59,SDI XDT,0,G,
11/5/2020,15:17:03,Time Before Change,2941,G,
11/5/2020,15:17:06,Time After Change,2941,G,
11/5/2020,15:17:06,Cell Set Time,0,G,
11/5/2020,15:17:06,SDI XDT,0,G,
11/6/2020,10:51:33,Client Conn,17,G,
11/6/2020,11:38:55,Time Before Change,-3600000,G,
11/6/2020,10:38:55,Time After Change,-3600000,G,
11/6/2020,10:38:55,Local Time Offset Change,0,G,
11/6/2020,10:38:55,Setup Change,0,G,
11/6/2020,10:38:58,SDI XDT,0,G,
11/6/2020,10:39:11,Client Conn,18,G,
11/6/2020,14:24:53,Client Conn,19,G,
11/7/2020,10:39:59,SDI XDT,0,G,
11/8/2020,10:39:59,SDI XDT,0,G,
11/8/2020,15:18:29,Log Download,0,G,
