Date Time,Level_950,Vel_950,Flow_950,Level_PT,Flow _PT
MM/dd/yyyy hh:mm:ss,in,fps,gpm,in,gpm
02/10/2021 09:05:00,0.10,0.40,0.288,-0.30,0.000
02/10/2021 09:10:00,0.10,0.40,0.288,-0.33,0.000
02/10/2021 09:15:00,0.10,0.40,0.288,-0.30,0.000
02/10/2021 09:20:00,0.10,0.40,0.288,-0.40,0.000
02/10/2021 09:25:00,0.10,1.27,0.915,-0.48,0.000
02/10/2021 09:30:00,0.10,0.40,0.288,-0.69,0.000
02/10/2021 09:35:00,0.10,0.40,0.288,-0.81,0.000
02/10/2021 09:40:00,0.10,0.40,0.288,-0.90,0.000
02/10/2021 09:45:00,0.10,1.38,0.996,-0.87,0.000
02/10/2021 09:50:00,0.10,1.02,0.731,-0.88,0.000
02/10/2021 09:55:00,0.10,0.81,0.586,-0.98,0.000
02/10/2021 10:00:00,0.10,0.40,0.288,-1.20,0.000
02/10/2021 10:05:00,0.10,0.94,0.679,-1.36,0.000
02/10/2021 10:10:00,0.10,0.40,0.288,-1.26,0.000
02/10/2021 10:15:00,0.10,0.94,0.678,-1.40,0.000
02/10/2021 10:20:00,0.10,1.11,0.797,-1.80,0.000
02/10/2021 10:25:00,0.10,0.40,0.288,-2.35,0.000
02/10/2021 10:30:00,0.10,0.87,0.627,-2.99,0.000
02/10/2021 10:35:00,0.10,0.40,0.288,-2.95,0.000
02/10/2021 10:40:00,0.10,0.59,0.427,-2.50,0.000
02/10/2021 10:45:00,0.10,0.40,0.288,-2.16,0.000
02/10/2021 10:50:00,0.10,1.54,1.107,-2.40,0.000
02/10/2021 10:55:00,0.10,0.62,0.447,-2.53,0.000
02/10/2021 11:00:00,0.10,0.40,0.288,-2.41,0.000
02/10/2021 11:05:00,0.10,0.61,0.441,-2.26,0.000
02/10/2021 11:10:00,0.10,1.11,0.797,-2.18,0.000
02/10/2021 11:15:00,0.10,0.58,0.419,-2.20,0.000
02/10/2021 11:20:00,0.10,0.57,0.413,-2.35,0.000
02/10/2021 11:25:00,0.10,0.59,0.425,-2.97,0.000
02/10/2021 11:30:00,0.10,0.58,0.417,-3.15,0.000
02/10/2021 11:35:00,0.10,0.58,0.416,-3.17,0.000
02/10/2021 11:40:00,0.10,0.58,0.421,-3.52,0.000
02/10/2021 11:45:00,0.10,0.86,0.619,-3.72,0.000
02/10/2021 11:50:00,0.10,0.58,0.414,-3.65,0.000
02/10/2021 11:55:00,0.10,0.58,0.418,-3.38,0.000
02/10/2021 12:00:00,0.10,0.57,0.413,-3.36,0.000
02/10/2021 12:05:00,0.10,0.40,0.288,-3.36,0.000
02/10/2021 12:10:00,0.10,1.07,0.770,-3.56,0.000
02/10/2021 12:15:00,0.10,0.57,0.413,-3.50,0.000
02/10/2021 12:20:00,0.10,0.86,0.616,-3.23,0.000
02/10/2021 12:25:00,0.10,1.13,0.809,-3.06,0.000
02/10/2021 12:30:00,0.10,0.58,0.420,-3.10,0.000
02/10/2021 12:35:00,0.10,0.57,0.413,-3.18,0.000
02/10/2021 12:40:00,0.10,0.57,0.411,-3.41,0.000
