Date Time,PT Level,PT Flow cfs,Level_950,Vel_950,Flow_950,Curr_pacing,FlowVolume,Aliquot_Num,Battery_950
MM/dd/yyyy hh:mm:ss,in,cfs,in,fps,cfs,,,ali,V
12/03/2020 11:50:00,1.99,0.485,0.94,0.00,0.00,1000.00,0.00,0,
12/03/2020 11:55:00,2.00,0.490,0.94,0.00,0.00,1000.00,0.00,0,
12/03/2020 12:00:00,1.99,0.485,1.03,0.00,0.00,1000.00,0.00,0,13.07
12/03/2020 12:05:00,2.00,0.490,0.99,0.00,0.00,1000.00,0.00,0,
12/03/2020 12:10:00,1.97,0.475,0.99,0.00,0.00,1000.00,0.00,0,
12/03/2020 12:15:00,2.02,0.502,1.03,0.00,0.00,1000.00,0.00,0,
12/03/2020 12:20:00,1.98,0.480,1.03,0.00,0.00,1000.00,0.00,0,
12/03/2020 12:25:00,2.01,0.496,1.03,0.00,0.00,1000.00,0.00,0,
12/03/2020 12:30:00,1.95,0.465,0.99,0.00,0.00,1000.00,0.00,0,
12/03/2020 12:35:00,1.95,0.465,0.99,0.00,0.00,1000.00,0.00,0,
12/03/2020 12:40:00,1.98,0.480,0.99,0.00,0.00,1000.00,0.00,0,
12/03/2020 12:45:00,1.98,0.480,1.03,0.00,0.00,1000.00,0.00,0,
12/03/2020 12:50:00,2.00,0.490,1.03,0.00,0.00,1000.00,0.00,0,
12/03/2020 12:55:00,2.05,0.520,1.07,0.00,0.00,1000.00,0.00,0,
12/03/2020 13:00:00,2.04,0.514,1.07,0.00,0.00,1000.00,0.00,0,13.05
12/03/2020 13:05:00,2.01,0.496,1.03,0.00,0.00,1000.00,0.00,0,
12/03/2020 13:10:00,1.98,0.480,0.99,0.00,0.00,1000.00,0.00,0,
12/03/2020 13:15:00,1.99,0.485,0.90,0.00,0.00,1000.00,0.00,0,
12/03/2020 13:20:00,2.01,0.496,0.94,0.00,0.00,1000.00,0.00,0,
12/03/2020 13:25:00,2.00,0.490,0.94,0.00,0.00,1000.00,0.00,0,
12/03/2020 13:30:00,2.01,0.496,0.99,0.00,0.00,1000.00,0.00,0,
12/03/2020 13:35:00,1.99,0.485,1.03,0.00,0.00,1000.00,0.00,0,
12/03/2020 13:40:00,2.01,0.496,0.99,0.00,0.00,1000.00,0.00,0,
12/03/2020 13:45:00,2.00,0.490,1.03,0.00,0.00,1000.00,0.00,0,
12/03/2020 13:50:00,2.03,0.508,1.03,0.00,0.00,1000.00,0.00,0,
12/03/2020 13:55:00,2.05,0.520,1.03,0.00,0.00,1000.00,0.00,0,
12/03/2020 14:00:00,1.99,0.485,0.99,0.00,0.00,1000.00,0.00,0,13.03
12/03/2020 14:05:00,2.00,0.490,1.03,0.00,0.00,1000.00,0.00,0,
12/03/2020 14:10:00,2.02,0.502,1.03,0.00,0.00,1000.00,0.00,0,
12/03/2020 14:15:00,2.00,0.490,1.03,0.00,0.00,1000.00,0.00,0,
12/03/2020 14:20:00,1.99,0.485,1.03,0.00,0.00,1000.00,0.00,0,
12/03/2020 14:25:00,2.02,0.502,1.03,0.00,0.00,1000.00,0.00,0,
12/03/2020 14:30:00,2.01,0.496,0.99,0.00,0.00,1000.00,0.00,0,
12/03/2020 14:35:00,2.01,0.496,0.99,0.00,0.00,1000.00,0.00,0,
12/03/2020 14:40:00,2.01,0.496,1.03,0.00,0.00,1000.00,0.00,0,
12/03/2020 14:45:00,2.03,0.508,0.94,0.00,0.00,1000.00,0.00,0,
12/03/2020 14:50:00,2.01,0.496,1.03,0.00,0.00,1000.00,0.00,0,
12/03/2020 14:55:00,2.02,0.502,0.99,0.00,0.00,1000.00,0.00,0,
12/03/2020 15:00:00,1.99,0.485,0.99,0.00,0.00,1000.00,0.00,0,13.01
12/03/2020 15:05:00,2.03,0.508,0.99,0.00,0.00,1000.00,0.00,0,
12/03/2020 15:10:00,2.01,0.496,-99999.00,1.03,0.00,1000.00,0.00,0,
12/03/2020 15:15:00,2.08,0.538,1.03,0.00,0.00,1000.00,0.00,0,
12/03/2020 15:20:00,2.11,0.555,0.39,-99999.00,0.00,1000.00,0.00,0,
12/03/2020 15:25:00,2.09,0.544,1.07,0.00,0.00,1000.00,0.00,0,
12/03/2020 15:30:00,2.05,0.520,1.03,0.00,0.00,1000.00,0.00,0,
12/03/2020 15:35:00,2.03,0.508,1.03,0.00,0.00,1000.00,0.00,0,
12/03/2020 15:40:00,2.00,0.490,1.03,0.00,0.00,1000.00,0.00,0,
12/03/2020 15:45:00,2.00,0.490,0.99,0.00,0.00,1000.00,0.00,0,
12/03/2020 15:50:00,1.98,0.480,0.99,0.00,0.00,1000.00,0.00,0,
12/03/2020 15:55:00,1.98,0.480,0.99,0.00,0.00,1000.00,0.00,0,
