Station Name,model and version,XL2 S/N
Tazon_DW0317,Sutron XLink 500 Version 8.35 Build 17:45:51 09/23/2020 revision 3369,1911380
Label,Meas Type,Slope,Offset,Equation
PT Level,SDI-12,1.000000,0.150000,Off
PT Flow cfs,Meta,1.000000,0.000000,Off
Level_950,Modbus,1.000000,0.000000,Off
Vel_950,Modbus,1.000000,0.000000,Off
Flow_950,Modbus,1.000000,0.000000,Off
Battery_950,Modbus,1.000000,0.000000,Off
11/06/2020,20:45:00,Level_950,0.10,in,G
11/06/2020,20:50:00,PT Level,0.07,in,G
11/06/2020,20:50:00,PT Flow cfs,0.133,gpm,G
11/06/2020,20:50:00,Flow_950,0.29,cfs,G
11/06/2020,20:50:00,Vel_950,4.84,fps,G
11/06/2020,20:50:00,Level_950,0.10,in,G
11/06/2020,20:55:00,PT Level,0.70,in,G
11/06/2020,20:55:00,PT Flow cfs,33.440,gpm,G
11/06/2020,20:55:00,Flow_950,38.71,cfs,G
11/06/2020,20:55:00,Vel_950,166.87,fps,G
11/06/2020,20:55:00,Level_950,1.04,in,G
11/06/2020,20:56:00,PT Level,0.54,in,G
11/06/2020,20:56:00,Vel_950,134.54,fps,G
11/06/2020,20:57:00,PT Level,0.66,in,G
11/06/2020,20:57:00,Vel_950,142.70,fps,G
11/06/2020,20:58:00,PT Level,0.65,in,G
11/06/2020,20:58:00,Vel_950,199.20,fps,G
11/06/2020,20:59:00,PT Level,0.64,in,G
11/06/2020,20:59:00,Vel_950,143.03,fps,G
11/06/2020,21:00:00,PT Level,0.64,in,G
11/06/2020,21:00:00,PT Flow cfs,27.176,gpm,G
11/06/2020,21:00:00,Battery_950,12.66,V,G
11/06/2020,21:00:00,Flow_950,17.01,cfs,G
11/06/2020,21:00:00,Level_950,0.87,in,G
11/06/2020,21:00:00,Vel_950,59.92,fps,G
11/06/2020,21:01:00,PT Level,0.64,in,G
11/06/2020,21:01:00,Vel_950,154.20,fps,G
11/06/2020,21:02:00,PT Level,0.69,in,G
11/06/2020,21:02:00,Vel_950,112.66,fps,G
11/06/2020,21:03:00,PT Level,0.67,in,G
11/06/2020,21:03:00,Vel_950,113.13,fps,G
11/06/2020,21:04:00,PT Level,0.76,in,G
11/06/2020,21:04:00,Vel_950,85.12,fps,G
11/06/2020,21:05:00,PT Level,0.74,in,G
11/06/2020,21:05:00,PT Flow cfs,37.968,gpm,G
11/06/2020,21:05:00,Flow_950,12.13,cfs,G
11/06/2020,21:05:00,Level_950,0.70,in,G
11/06/2020,21:05:00,Vel_950,58.23,fps,G
11/06/2020,21:06:00,PT Level,0.62,in,G
11/06/2020,21:06:00,Vel_950,85.41,fps,G
11/06/2020,21:07:00,PT Level,0.62,in,G
11/06/2020,21:07:00,Vel_950,58.23,fps,G
11/06/2020,21:08:00,PT Level,0.62,in,G
11/06/2020,21:08:00,Vel_950,34.80,fps,G
11/06/2020,21:09:00,PT Level,0.58,in,G
11/06/2020,21:09:00,Vel_950,4.84,fps,G
11/06/2020,21:10:00,PT Level,0.66,in,G
11/06/2020,21:10:00,PT Flow cfs,29.264,gpm,G
11/06/2020,21:10:00,Flow_950,6.20,cfs,G
11/06/2020,21:10:00,Level_950,0.62,in,G
11/06/2020,21:10:00,Vel_950,19.57,fps,G
11/06/2020,21:11:00,PT Level,0.63,in,G
11/06/2020,21:11:00,Vel_950,68.52,fps,G
11/06/2020,21:12:00,PT Level,0.61,in,G
11/06/2020,21:12:00,Vel_950,88.34,fps,G
11/06/2020,21:13:00,PT Level,0.54,in,G
11/06/2020,21:13:00,Vel_950,84.53,fps,G
11/06/2020,21:14:00,PT Level,0.59,in,G
11/06/2020,21:14:00,Vel_950,84.24,fps,G
11/06/2020,21:15:00,PT Level,0.57,in,G
11/06/2020,21:15:00,PT Flow cfs,20.138,gpm,G
11/06/2020,21:15:00,Flow_950,6.73,cfs,G
11/06/2020,21:15:00,Level_950,0.40,in,G
11/06/2020,21:15:00,Vel_950,91.57,fps,G
11/06/2020,21:16:00,PT Level,0.56,in,G
11/06/2020,21:16:00,Vel_950,87.61,fps,G
11/06/2020,21:17:00,PT Level,0.55,in,G
11/06/2020,21:17:00,Vel_950,98.46,fps,G
11/06/2020,21:18:00,PT Level,0.56,in,G
11/06/2020,21:18:00,Vel_950,92.01,fps,G
11/06/2020,21:19:00,PT Level,0.53,in,G
11/06/2020,21:19:00,Vel_950,88.64,fps,G
11/06/2020,21:20:00,PT Level,0.52,in,G
11/06/2020,21:20:00,PT Flow cfs,15.368,gpm,G
11/06/2020,21:20:00,Flow_950,5.05,cfs,G
11/06/2020,21:20:00,Level_950,0.32,in,G
11/06/2020,21:20:00,Vel_950,103.25,fps,G
11/06/2020,21:21:00,PT Level,0.50,in,G
11/06/2020,21:21:00,Vel_950,98.02,fps,G
11/06/2020,21:22:00,PT Level,0.48,in,G
11/06/2020,21:22:00,Vel_950,116.66,fps,G
11/06/2020,21:23:00,PT Level,0.45,in,G
11/06/2020,21:23:00,Vel_950,69.17,fps,G
11/06/2020,21:24:00,PT Level,0.48,in,G
11/06/2020,21:24:00,Vel_950,125.59,fps,G
11/06/2020,21:25:00,PT Level,0.44,in,G
11/06/2020,21:25:00,PT Flow cfs,8.288,gpm,G
11/06/2020,21:25:00,Flow_950,4.67,cfs,G
11/06/2020,21:25:00,Level_950,0.28,in,G
11/06/2020,21:25:00,Vel_950,132.17,fps,G
11/06/2020,21:26:00,PT Level,0.43,in,G
11/06/2020,21:26:00,Vel_950,122.50,fps,G
11/06/2020,21:27:00,PT Level,0.43,in,G
11/06/2020,21:27:00,Vel_950,145.75,fps,G
11/06/2020,21:28:00,PT Level,0.44,in,G
11/06/2020,21:28:00,Vel_950,154.02,fps,G
11/06/2020,21:29:00,PT Level,0.40,in,G
11/06/2020,21:29:00,Vel_950,74.24,fps,G
11/06/2020,21:30:00,PT Level,0.37,in,G
11/06/2020,21:30:00,PT Flow cfs,3.991,gpm,G
11/06/2020,21:30:00,Flow_950,0.69,cfs,G
11/06/2020,21:30:00,Level_950,0.10,in,G
11/06/2020,21:30:00,Vel_950,65.13,fps,G
11/06/2020,21:31:00,PT Level,0.34,in,G
11/06/2020,21:31:00,Vel_950,144.90,fps,G
11/06/2020,21:32:00,PT Level,0.34,in,G
11/06/2020,21:32:00,Vel_950,131.49,fps,G
11/06/2020,21:33:00,PT Level,0.29,in,G
11/06/2020,21:33:00,Vel_950,140.15,fps,G
11/06/2020,21:34:00,PT Level,0.24,in,G
11/06/2020,21:34:00,Vel_950,111.43,fps,G
11/06/2020,21:35:00,PT Level,0.27,in,G
11/06/2020,21:35:00,PT Flow cfs,1.659,gpm,G
11/06/2020,21:35:00,Flow_950,0.97,cfs,G
11/06/2020,21:35:00,Level_950,0.10,in,G
11/06/2020,21:35:00,Vel_950,121.85,fps,G
11/06/2020,21:36:00,PT Level,0.27,in,G
11/06/2020,21:36:00,Vel_950,142.70,fps,G
11/06/2020,21:37:00,PT Level,0.26,in,G
