Date Time,Level_950,Vel_950,Flow_950,Level_PT,Flow _PT
MM/dd/yyyy hh:mm:ss,in,fps,gpm,in,gpm
04/22/2021 10:40:05,,0.34,,,
04/22/2021 10:40:10,,,1.383,,
04/22/2021 10:45:00,0.56,,,1.65,206.235
04/22/2021 10:45:05,,0.31,,,
04/22/2021 10:45:10,,,3.205,,
04/22/2021 10:50:00,0.52,,,1.61,195.520
04/22/2021 10:50:05,,0.31,,,
04/22/2021 10:50:10,,,2.845,,
04/22/2021 10:55:00,0.30,,,1.52,171.276
04/22/2021 10:55:05,,0.31,,,
04/22/2021 10:55:10,,,1.284,,
04/22/2021 11:00:00,0.39,,,1.51,168.858
04/22/2021 11:00:05,,0.31,,,
04/22/2021 11:00:10,,,1.875,,
04/22/2021 11:05:00,0.13,,,1.52,171.276
04/22/2021 11:05:05,,0.29,,,
04/22/2021 11:05:10,,,0.320,,
04/22/2021 11:10:00,0.26,,,1.59,190.162
04/22/2021 11:10:05,,0.29,,,
04/22/2021 11:10:10,,,0.966,,
04/22/2021 11:15:00,0.13,,,1.53,173.977
04/22/2021 11:15:05,,0.28,,,
04/22/2021 11:15:10,,,0.312,,
04/22/2021 11:20:00,0.47,,,1.58,187.483
04/22/2021 11:20:05,,0.30,,,
04/22/2021 11:20:10,,,2.412,,
04/22/2021 11:25:00,0.39,,,1.56,182.081
04/22/2021 11:25:05,,0.31,,,
04/22/2021 11:25:10,,,1.869,,
04/22/2021 11:30:00,0.30,,,1.59,190.162
04/22/2021 11:30:05,,0.31,,,
04/22/2021 11:30:10,,,1.259,,
04/22/2021 11:35:00,0.43,,,1.54,176.678
04/22/2021 11:35:05,,0.32,,,
04/22/2021 11:35:10,,,2.276,,
04/22/2021 11:40:00,0.39,,,1.54,176.678
04/22/2021 11:40:05,,0.29,,,
04/22/2021 11:40:10,,,1.761,,
04/22/2021 11:45:00,0.39,,,1.57,184.782
04/22/2021 11:45:05,,0.28,,,
04/22/2021 11:45:10,,,1.659,,
04/22/2021 11:50:00,0.13,,,1.62,198.199
04/22/2021 11:50:05,,0.27,,,
04/22/2021 11:50:10,,,0.299,,
04/22/2021 11:55:00,0.39,,,1.54,176.678
04/22/2021 11:55:05,,0.44,,,
04/22/2021 11:55:10,,,2.629,,
04/22/2021 12:00:00,0.47,,,1.62,198.199
04/22/2021 12:00:05,,0.37,,,
04/22/2021 12:00:10,,,2.993,,
04/22/2021 12:05:00,0.26,,,1.59,190.162
04/22/2021 12:05:05,,0.38,,,
04/22/2021 12:05:10,,,1.242,,
04/22/2021 12:10:00,0.43,,,1.68,214.437
04/22/2021 12:10:05,,0.81,,,
04/22/2021 12:10:10,,,5.707,,
04/22/2021 12:15:00,0.34,,,1.71,222.720
04/22/2021 12:15:05,,0.32,,,
04/22/2021 12:15:10,,,1.630,,
04/22/2021 12:20:00,0.30,,,1.60,192.841
04/22/2021 12:20:05,,0.26,,,
04/22/2021 12:20:10,,,1.065,,
04/22/2021 12:25:00,0.47,,,1.56,182.081
04/22/2021 12:25:05,,0.32,,,
04/22/2021 12:25:10,,,2.622,,
04/22/2021 12:30:00,0.43,,,1.66,208.914
04/22/2021 12:30:05,,0.28,,,
04/22/2021 12:30:10,,,1.940,,
04/22/2021 12:35:00,0.30,,,1.66,208.914
04/22/2021 12:35:05,,0.28,,,
04/22/2021 12:35:10,,,1.160,,
04/22/2021 12:40:00,0.39,,,1.58,187.483
04/22/2021 12:40:05,,0.29,,,
04/22/2021 12:40:10,,,1.743,,
04/22/2021 12:45:00,0.34,,,1.66,208.914
04/22/2021 12:45:05,,0.27,,,
04/22/2021 12:45:10,,,1.348,,
04/22/2021 12:50:00,0.13,,,1.57,184.782
04/22/2021 12:50:05,,0.37,,,
04/22/2021 12:50:10,,,0.406,,
04/22/2021 12:55:00,0.47,,,1.55,179.380
04/22/2021 12:55:05,,0.29,,,
04/22/2021 12:55:10,,,2.347,,
04/22/2021 13:00:00,0.52,,,1.56,182.081
04/22/2021 13:00:05,,0.26,,,
04/22/2021 13:00:10,,,2.350,,
04/22/2021 13:05:00,0.30,,,1.67,211.675
04/22/2021 13:05:05,,0.26,,,
04/22/2021 13:05:10,,,1.094,,
04/22/2021 13:10:00,0.47,,,1.56,182.081
04/22/2021 13:10:05,,0.28,,,
04/22/2021 13:10:10,,,2.299,,
04/22/2021 13:15:00,0.34,,,1.66,208.914
04/22/2021 13:15:05,,0.35,,,
04/22/2021 13:15:10,,,1.771,,
04/22/2021 13:20:00,0.47,,,1.69,217.198
04/22/2021 13:20:05,,0.22,,,
04/22/2021 13:20:10,,,1.734,,
04/22/2021 13:25:00,0.43,,,1.65,206.235
04/22/2021 13:25:05,,0.29,,,
04/22/2021 13:25:10,,,2.024,,
04/22/2021 13:30:00,0.34,,,1.64,203.556
04/22/2021 13:30:05,,0.26,,,
04/22/2021 13:30:10,,,1.333,,
04/22/2021 13:35:00,0.39,,,1.60,192.841
04/22/2021 13:35:05,,0.25,,,
04/22/2021 13:35:10,,,1.515,,
