Date Time,Level_PT,Flow _PT
MM/dd/yyyy hh:mm:ss,in,cfs
04/22/2021 11:55:00,2.30,0.540
04/22/2021 12:00:00,2.30,0.540
04/22/2021 12:05:00,2.29,0.537
04/22/2021 12:10:00,2.27,0.533
04/22/2021 12:15:00,2.25,0.528
04/22/2021 12:20:00,2.24,0.525
04/22/2021 12:25:00,2.22,0.521
04/22/2021 12:30:00,2.22,0.521
04/22/2021 12:35:00,2.20,0.516
04/22/2021 12:40:00,2.18,0.511
04/22/2021 12:45:00,2.18,0.511
04/22/2021 12:50:00,2.16,0.507
04/22/2021 12:55:00,2.15,0.504
04/22/2021 13:00:00,2.12,0.497
04/22/2021 13:05:00,2.09,0.490
04/22/2021 13:10:00,2.10,0.493
04/22/2021 13:15:00,2.09,0.490
04/22/2021 13:20:00,2.07,0.486
04/22/2021 13:25:00,2.02,0.474
04/22/2021 13:30:00,2.05,0.481
04/22/2021 13:35:00,2.04,0.479
04/22/2021 13:40:00,2.01,0.472
04/22/2021 13:45:00,2.02,0.474
04/22/2021 13:50:00,2.00,0.469
04/22/2021 13:55:00,1.99,0.467
04/22/2021 14:00:00,1.98,0.464
04/22/2021 14:05:00,1.98,0.464
04/22/2021 14:10:00,1.98,0.464
04/22/2021 14:15:00,1.96,0.460
04/22/2021 14:20:00,1.96,0.460
04/22/2021 14:25:00,1.95,0.457
04/22/2021 14:30:00,1.95,0.457
04/22/2021 14:35:00,1.93,0.453
04/22/2021 14:40:00,1.93,0.453
04/22/2021 14:45:00,1.93,0.453
04/22/2021 14:50:00,1.90,0.446
04/22/2021 14:55:00,1.91,0.448
04/22/2021 15:00:00,1.90,0.446
04/22/2021 15:05:00,1.89,0.443
04/22/2021 15:10:00,1.90,0.446
04/22/2021 15:15:00,1.89,0.443
04/22/2021 15:20:00,1.88,0.441
04/22/2021 15:25:00,1.86,0.436
04/22/2021 15:30:00,1.84,0.432
04/22/2021 15:35:00,1.84,0.432
04/22/2021 15:40:00,1.84,0.432
04/22/2021 15:45:00,1.83,0.429
04/22/2021 15:50:00,1.84,0.432
