Date Time,Level_950,Vel_950,Flow_950,Level_PT,Flow _PT
MM/dd/yyyy hh:mm:ss,in,fps,cfs,in,cfs
04/22/2021 11:30:00,2.05,0.00,0.000,2.29,0.680
04/22/2021 11:35:00,1.97,0.00,0.000,2.19,0.624
04/22/2021 11:40:00,2.01,0.00,0.000,2.15,0.601
04/22/2021 11:45:00,1.97,0.00,0.000,2.12,0.584
04/22/2021 11:50:00,1.88,0.00,0.000,2.30,0.686
04/22/2021 11:55:00,1.88,0.00,0.000,2.04,0.539
04/22/2021 12:00:00,1.84,0.00,0.000,2.06,0.550
04/22/2021 12:05:00,1.75,0.00,0.000,1.93,0.477
04/22/2021 12:10:00,1.71,0.00,0.000,2.03,0.533
04/22/2021 12:15:00,1.63,7.14,1.054,1.99,0.511
04/22/2021 12:20:00,1.58,0.00,0.000,1.97,0.499
04/22/2021 12:25:00,1.63,0.00,0.000,2.03,0.533
04/22/2021 12:30:00,1.63,0.00,0.000,1.87,0.443
04/22/2021 12:35:00,1.63,0.00,0.000,1.87,0.443
04/22/2021 12:40:00,1.63,0.00,0.000,1.86,0.437
04/22/2021 12:45:00,1.54,0.00,0.000,1.82,0.415
04/22/2021 12:50:00,1.63,0.00,0.000,1.82,0.415
04/22/2021 12:55:00,1.54,0.00,0.000,1.81,0.409
04/22/2021 13:00:00,1.63,0.00,0.000,1.83,0.420
04/22/2021 13:05:00,1.58,0.00,0.000,1.81,0.409
04/22/2021 13:10:00,1.58,0.00,0.000,1.78,0.392
04/22/2021 13:15:00,1.50,0.00,0.000,1.80,0.403
04/22/2021 13:20:00,1.58,0.00,0.000,1.78,0.392
04/22/2021 13:25:00,1.58,0.00,0.000,1.79,0.398
04/22/2021 13:30:00,1.58,0.00,0.000,1.80,0.403
04/22/2021 13:35:00,1.58,0.00,0.000,1.79,0.398
04/22/2021 13:40:00,1.58,0.00,0.000,1.78,0.392
04/22/2021 13:45:00,1.58,0.00,0.000,1.78,0.392
04/22/2021 13:50:00,1.58,5.92,0.840,1.78,0.392
