Date Time,Level_950,Vel_950,Flow_950,Level_PT,Flow_PT
MM/dd/yyyy hh:mm:ss,in,fps,gpm,in,gpm
03/15/2021 00:00:00,0.00,0.00,0.000,-0.36,0.000
03/15/2021 00:05:00,0.00,0.00,0.000,-0.35,0.000
03/15/2021 00:10:00,0.00,0.00,0.000,-0.36,0.000
03/15/2021 00:15:00,0.00,0.00,0.000,-0.36,0.000
03/15/2021 00:20:00,0.00,0.00,0.000,-0.37,0.000
03/15/2021 00:25:00,0.00,0.00,0.000,-0.36,0.000
03/15/2021 00:30:00,0.00,0.00,0.000,-0.36,0.000
03/15/2021 00:35:00,0.00,0.00,0.000,-0.35,0.000
03/15/2021 00:40:00,0.00,0.00,0.000,-0.35,0.000
03/15/2021 00:45:00,0.00,0.00,0.000,-0.36,0.000
03/15/2021 00:50:00,0.00,0.00,0.000,-0.35,0.000
03/15/2021 00:55:00,0.00,0.00,0.000,-0.34,0.000
03/15/2021 01:00:00,0.00,0.00,0.000,-0.34,0.000
03/15/2021 01:05:00,0.00,0.00,0.000,-0.37,0.000
03/15/2021 01:10:00,0.00,0.00,0.000,-0.36,0.000
03/15/2021 01:15:00,0.00,0.00,0.000,-0.37,0.000
03/15/2021 01:20:00,0.00,0.00,0.000,-0.36,0.000
03/15/2021 01:25:00,0.00,0.00,0.000,-0.37,0.000
03/15/2021 01:30:00,0.00,0.00,0.000,-0.37,0.000
03/15/2021 01:35:00,0.00,0.00,0.000,-0.37,0.000
03/15/2021 01:40:00,0.00,0.00,0.000,-0.34,0.000
03/15/2021 01:45:00,0.00,0.00,0.000,-0.37,0.000
03/15/2021 01:50:00,0.00,0.00,0.000,-0.35,0.000
03/15/2021 01:55:00,0.00,0.00,0.000,-0.36,0.000
03/15/2021 02:00:00,0.00,0.00,0.000,-0.35,0.000
03/15/2021 02:05:00,0.00,0.00,0.000,-0.35,0.000
03/15/2021 02:10:00,0.00,0.00,0.000,-0.34,0.000
03/15/2021 02:15:00,0.00,0.00,0.000,-0.35,0.000
03/15/2021 02:20:00,0.00,0.00,0.000,-0.35,0.000
03/15/2021 02:25:00,0.00,0.00,0.000,-0.36,0.000
03/15/2021 02:30:00,0.00,0.00,0.000,-0.37,0.000
03/15/2021 02:35:00,0.00,0.00,0.000,-0.36,0.000
03/15/2021 02:40:00,0.00,0.00,0.000,-0.35,0.000
03/15/2021 02:45:00,0.00,0.00,0.000,-0.35,0.000
03/15/2021 02:50:00,0.00,0.00,0.000,-0.36,0.000
03/15/2021 02:55:00,0.00,0.00,0.000,-0.37,0.000
03/15/2021 03:00:00,0.00,0.00,0.000,-0.38,0.000
03/15/2021 03:05:00,0.00,0.00,0.000,-0.37,0.000
03/15/2021 03:10:00,0.00,0.00,0.000,-0.39,0.000
03/15/2021 03:15:00,0.00,0.00,0.000,-0.38,0.000
03/15/2021 03:20:00,0.00,0.00,0.000,-0.38,0.000
03/15/2021 03:25:00,0.00,0.00,0.000,-0.39,0.000
03/15/2021 03:30:00,0.00,0.00,0.000,-0.39,0.000
03/15/2021 03:35:00,0.00,0.00,0.000,-0.39,0.000
03/15/2021 03:40:00,0.00,0.00,0.000,-0.39,0.000
03/15/2021 03:45:00,0.00,0.00,0.000,-0.37,0.000
03/15/2021 03:50:00,0.00,0.00,0.000,-0.37,0.000
03/15/2021 03:55:00,0.00,0.00,0.000,-0.34,0.000
03/15/2021 04:00:00,0.00,0.00,0.000,-0.36,0.000
03/15/2021 04:05:00,0.00,0.00,0.000,-0.36,0.000
03/15/2021 04:10:00,0.00,0.00,0.000,-0.37,0.000
03/15/2021 04:15:00,0.00,0.00,0.000,-0.37,0.000
03/15/2021 04:20:00,0.00,0.00,0.000,-0.37,0.000
03/15/2021 04:25:00,0.00,0.00,0.000,-0.37,0.000
03/15/2021 04:30:00,0.00,0.00,0.000,-0.37,0.000
03/15/2021 04:35:00,0.00,0.00,0.000,-0.36,0.000
03/15/2021 04:40:00,0.00,0.00,0.000,-0.37,0.000
03/15/2021 04:45:00,0.00,0.00,0.000,-0.37,0.000
03/15/2021 04:50:00,0.00,0.00,0.000,-0.37,0.000
03/15/2021 04:55:00,0.00,0.00,0.000,-0.37,0.000
03/15/2021 05:00:00,0.00,0.00,0.000,-0.36,0.000
03/15/2021 05:05:00,0.00,0.00,0.000,-0.37,0.000
03/15/2021 05:10:00,0.00,0.00,0.000,-0.38,0.000
03/15/2021 05:15:00,0.00,0.00,0.000,-0.37,0.000
03/15/2021 05:20:00,0.00,0.00,0.000,-0.37,0.000
03/15/2021 05:25:00,0.00,0.00,0.000,-0.36,0.000
03/15/2021 05:30:00,0.00,0.00,0.000,-0.34,0.000
03/15/2021 05:35:00,0.00,0.00,0.000,-0.32,0.000
03/15/2021 05:40:00,0.00,0.00,0.000,-0.35,0.000
03/15/2021 05:45:00,0.00,0.00,0.000,-0.36,0.000
03/15/2021 05:50:00,0.00,0.00,0.000,-0.34,0.000
03/15/2021 05:55:00,0.00,0.00,0.000,-0.34,0.000
03/15/2021 06:00:00,0.00,0.00,0.000,-0.36,0.000
03/15/2021 06:05:00,0.00,0.00,0.000,-0.37,0.000
03/15/2021 06:10:00,0.00,0.00,0.000,-0.37,0.000
03/15/2021 06:15:00,0.00,0.00,0.000,-0.36,0.000
03/15/2021 06:20:00,0.00,0.00,0.000,-0.39,0.000
03/15/2021 06:25:00,0.00,0.00,0.000,-0.42,0.000
03/15/2021 06:30:00,0.00,0.00,0.000,-0.44,0.000
03/15/2021 06:35:00,0.00,0.00,0.000,-0.44,0.000
03/15/2021 06:40:00,0.00,0.00,0.000,-0.47,0.000
03/15/2021 06:45:00,0.00,0.00,0.000,-0.48,0.000
03/15/2021 06:50:00,0.00,0.00,0.000,-0.50,0.000
03/15/2021 06:55:00,0.00,0.00,0.000,-0.53,0.000
03/15/2021 07:00:00,0.00,0.00,0.000,-0.54,0.000
03/15/2021 07:05:00,0.00,0.00,0.000,-0.55,0.000
03/15/2021 07:10:00,0.00,0.00,0.000,-0.57,0.000
03/15/2021 07:15:00,0.00,0.00,0.000,-0.57,0.000
03/15/2021 07:20:00,0.00,0.00,0.000,-0.57,0.000
03/15/2021 07:25:00,0.00,0.00,0.000,-0.59,0.000
03/15/2021 07:30:00,0.00,0.00,0.000,-0.59,0.000
03/15/2021 07:35:00,0.00,0.00,0.000,-0.61,0.000
03/15/2021 07:40:00,0.00,0.00,0.000,-0.61,0.000
03/15/2021 07:45:00,0.00,0.00,0.000,-0.63,0.000
03/15/2021 07:50:00,0.00,0.00,0.000,-0.64,0.000
03/15/2021 07:55:00,0.00,0.00,0.000,-0.64,0.000
03/15/2021 08:00:00,0.00,0.00,0.000,-0.61,0.000
03/15/2021 08:05:00,0.00,0.00,0.000,-0.61,0.000
03/15/2021 08:10:00,0.00,0.00,0.000,-0.57,0.000
03/15/2021 08:15:00,0.00,0.00,0.000,-0.58,0.000
03/15/2021 08:20:00,0.00,0.00,0.000,-0.60,0.000
03/15/2021 08:25:00,0.00,0.00,0.000,-0.56,0.000
03/15/2021 08:30:00,0.00,0.00,0.000,-0.59,0.000
03/15/2021 08:35:00,0.00,0.00,0.000,-0.60,0.000
03/15/2021 08:40:00,0.00,0.00,0.000,-0.57,0.000
03/15/2021 08:45:00,0.00,0.00,0.000,-0.65,0.000
03/15/2021 08:50:00,0.00,0.00,0.000,-0.62,0.000
03/15/2021 08:55:00,0.00,0.00,0.000,-0.62,0.000
03/15/2021 09:00:00,0.00,0.00,0.000,-0.58,0.000
03/15/2021 09:05:00,0.00,0.00,0.000,-0.66,0.000
03/15/2021 09:10:00,0.00,0.00,0.000,-0.65,0.000
03/15/2021 09:15:00,0.00,0.00,0.000,-0.59,0.000
03/15/2021 09:20:00,0.00,0.00,0.000,-0.66,0.000
03/15/2021 09:25:00,0.00,0.00,0.000,-0.70,0.000
03/15/2021 09:30:00,0.00,0.00,0.000,-0.63,0.000
03/15/2021 09:35:00,0.00,0.00,0.000,-0.58,0.000
03/15/2021 09:40:00,0.00,0.00,0.000,-0.58,0.000
03/15/2021 09:45:00,0.00,0.00,0.000,-0.66,0.000
03/15/2021 09:50:00,0.00,0.00,0.000,-0.53,0.000
03/15/2021 09:55:00,0.00,0.00,0.000,-0.56,0.000
03/15/2021 10:00:00,0.00,0.00,0.000,-0.55,0.000
03/15/2021 10:05:00,0.00,0.00,0.000,-0.52,0.000
03/15/2021 10:10:00,0.00,0.00,0.000,-0.47,0.000
03/15/2021 10:15:00,0.00,0.00,0.000,0.29,15.907
03/15/2021 10:20:00,0.00,0.00,0.000,0.30,16.455
03/15/2021 10:25:00,0.00,0.32,0.000,0.62,56.217
03/15/2021 10:30:00,0.00,0.40,0.000,0.71,71.854
03/15/2021 10:35:00,0.00,0.18,0.000,0.68,66.641
03/15/2021 10:40:00,0.00,0.16,-99.000,0.62,56.217
03/15/2021 10:45:00,0.00,0.24,0.000,0.62,56.217
03/15/2021 10:50:00,0.43,0.93,16.051,0.90,104.865
03/15/2021 10:55:00,0.56,1.04,23.575,1.14,158.249
03/15/2021 11:00:00,1.03,1.76,77.729,1.58,277.723
03/15/2021 11:05:00,1.33,1.68,99.373,1.90,383.517
03/15/2021 11:10:00,1.97,2.15,202.818,2.18,488.834
03/15/2021 11:15:00,1.92,1.87,171.235,2.34,554.399
03/15/2021 11:20:00,2.07,3.10,310.498,2.62,679.657
03/15/2021 11:25:00,2.60,3.66,488.686,2.94,837.767
03/15/2021 11:30:00,2.37,3.81,451.481,2.86,797.266
03/15/2021 11:35:00,2.58,4.39,579.580,2.82,777.016
03/15/2021 11:40:00,3.56,4.99,1002.351,2.94,837.767
03/15/2021 11:45:00,3.55,5.05,1010.694,3.04,890.377
03/15/2021 11:50:00,2.84,3.90,581.825,2.90,817.516
03/15/2021 11:55:00,2.44,3.57,438.835,2.65,693.385
03/15/2021 12:00:00,2.32,3.50,404.352,2.51,629.322
03/15/2021 12:05:00,2.04,2.75,271.221,2.33,550.301
03/15/2021 12:10:00,1.75,2.10,172.118,2.21,501.127
03/15/2021 12:15:00,1.29,1.80,102.290,1.82,354.503
03/15/2021 12:20:00,1.37,1.67,102.230,1.71,318.807
03/15/2021 12:25:00,1.24,1.42,77.486,1.54,265.082
03/15/2021 12:30:00,1.16,1.52,76.770,1.44,236.272
03/15/2021 12:35:00,0.90,1.56,59.226,1.41,228.187
03/15/2021 12:40:00,0.90,1.53,58.122,1.23,179.680
03/15/2021 12:45:00,0.99,1.43,60.345,1.31,201.239
03/15/2021 12:50:00,0.86,1.50,54.138,1.34,209.323
03/15/2021 12:55:00,1.16,1.46,73.693,1.48,247.051
03/15/2021 13:00:00,1.03,1.50,66.202,1.62,290.365
03/15/2021 13:05:00,1.16,1.53,77.073,1.70,315.647
03/15/2021 13:10:00,1.41,1.53,96.927,1.76,334.609
03/15/2021 13:15:00,1.29,1.46,83.175,1.68,309.326
