Date Time,Level_950,Vel_950,Flow_950,Level_PT,Flow _PT
MM/dd/yyyy hh:mm:ss,in,fps,gpm,in,gpm
01/27/2021 17:20:00,-99.00,-99.00,-99.000,0.85,-99.000
01/27/2021 17:23:00,-99.00,-99.00,-99.000,1.00,64.806
01/27/2021 17:24:00,,-99.00,-99.000,1.00,64.806
01/27/2021 17:25:00,-99.00,-99.00,-99.000,0.99,63.159
01/27/2021 17:30:00,-99.00,-99.00,-99.000,0.86,45.557
01/27/2021 17:35:00,0.43,1.15,8.081,0.97,59.866
01/27/2021 17:40:00,0.30,1.18,9.486,1.00,64.806
01/27/2021 17:45:00,0.47,1.34,10.801,0.89,49.544
01/27/2021 17:50:00,0.47,1.21,9.736,0.96,58.589
01/27/2021 17:55:00,0.30,1.37,5.668,0.87,46.886
01/27/2021 18:00:00,0.56,1.29,13.304,0.83,41.707
01/27/2021 18:05:00,0.56,0.67,6.874,0.95,57.311
01/27/2021 18:10:00,0.52,1.07,9.858,1.06,74.420
01/27/2021 18:15:00,0.47,0.95,7.671,1.02,68.099
01/27/2021 18:20:00,0.52,1.10,10.096,0.94,56.034
01/27/2021 18:25:00,0.34,1.01,5.060,0.93,54.757
01/27/2021 18:30:00,0.52,1.10,10.106,1.00,64.806
01/27/2021 18:35:00,0.43,1.02,7.149,0.87,46.886
01/27/2021 18:40:00,0.52,1.10,10.069,0.99,63.159
01/27/2021 18:45:00,0.52,1.18,10.840,0.81,39.187
01/27/2021 18:50:00,0.52,1.18,10.867,1.06,74.420
01/27/2021 18:55:00,0.47,1.18,9.534,0.85,44.228
01/27/2021 19:00:00,0.52,1.09,9.959,1.00,64.806
01/27/2021 19:05:00,0.52,1.19,10.922,0.91,52.202
01/27/2021 19:10:00,0.30,0.90,3.732,0.99,63.159
01/27/2021 19:15:00,0.34,1.07,5.387,0.98,61.513
01/27/2021 19:20:00,0.52,1.25,11.436,0.83,41.707
01/27/2021 19:25:00,0.47,1.12,8.994,0.84,42.968
01/27/2021 19:30:00,0.52,0.80,7.343,0.97,59.866
01/27/2021 19:35:00,0.52,0.73,6.700,0.97,59.866
01/27/2021 19:40:00,0.52,1.00,9.160,0.91,52.202
01/27/2021 19:45:00,0.47,1.09,8.784,1.07,76.000
01/27/2021 19:50:00,0.30,1.06,4.363,1.00,64.806
01/27/2021 19:55:00,0.52,1.32,12.097,1.01,66.452
01/27/2021 20:00:00,0.56,1.10,11.319,0.96,58.589
