Date,Time,Label,Value,Units,Quality
10/27/2020,10:53:55,Log Download,0,,G
10/27/2020,10:59:15,Client Conn,6,,G
10/27/2020,15:54:18,SDI XDT,0,,G
10/28/2020,15:54:59,SDI XDT,0,,G
10/29/2020,15:59:59,SDI XDT,0,,G
10/30/2020,15:59:59,SDI XDT,0,,G
10/31/2020,16:04:59,SDI XDT,0,,G
11/01/2020,15:09:11,Time Before Change,2939,ms,G
11/01/2020,15:09:14,Time After Change,2939,ms,G
11/01/2020,15:09:14,Cell Set Time,0,,G
11/01/2020,15:09:14,SDI XDT,0,,G
11/02/2020,15:09:59,SDI XDT,0,,G
11/03/2020,15:09:59,SDI XDT,0,,G
11/04/2020,15:14:59,SDI XDT,0,,G
11/05/2020,15:14:59,SDI XDT,0,,G
11/06/2020,11:00:27,Time Before Change,-3600000,ms,G
11/06/2020,10:00:27,Time After Change,-3600000,ms,G
11/06/2020,10:00:27,Local Time Offset Change,0,,G
11/06/2020,10:00:27,Setup Change,0,,G
11/06/2020,10:00:29,SDI XDT,0,,G
11/06/2020,10:00:55,Client Conn,7,,G
11/06/2020,14:39:23,Client Conn,8,,G
11/07/2020,10:04:59,SDI XDT,0,,G
11/08/2020,10:09:59,SDI XDT,0,,G
11/08/2020,15:22:39,Log Download,0,,G
