Date Time,SamplePacin,BottleNum,Incr_Flow,AliquotNum,Level_950,Vel_950,Flow_950,Level_PT,Flow _PT,Level_PTnew
MM/dd/yyyy hh:mm:ss,gal,,gal,ali,in,fps,gpm,in,gpm,in
03/03/2021 10:00:00,5000,1,0.00,0,0.10,0.57,0.408,-0.08,0.000,-0.19
03/03/2021 10:01:00,5000,1,0.00,,,,,,,-0.18
03/03/2021 10:02:00,5000,1,0.00,,,,,,,-0.18
03/03/2021 10:03:00,5000,1,0.00,,,,,,,-0.18
03/03/2021 10:04:00,5000,1,0.00,,,,,,,-0.19
03/03/2021 10:05:00,5000,1,0.00,0,0.10,0.57,0.411,-0.09,0.000,-0.20
03/03/2021 10:06:00,5000,1,0.00,,,,,,,-0.20
03/03/2021 10:07:00,5000,1,0.00,,,,,,,-0.19
03/03/2021 10:08:00,5000,1,0.00,,,,,,,-0.19
03/03/2021 10:09:00,5000,1,0.00,,,,,,,-0.19
03/03/2021 10:10:00,5000,1,0.00,0,0.10,0.57,0.411,-0.06,0.000,-0.19
03/03/2021 10:11:00,5000,1,0.00,,,,,,,-0.19
03/03/2021 10:12:00,5000,1,0.00,,,,,,,-0.19
03/03/2021 10:13:00,5000,1,0.00,,,,,,,-0.18
03/03/2021 10:14:00,5000,1,0.00,,,,,,,-0.18
03/03/2021 10:15:00,5000,1,0.00,0,0.10,0.57,0.410,-0.06,0.000,-0.18
03/03/2021 10:16:00,5000,1,0.00,,,,,,,-0.19
03/03/2021 10:17:00,5000,1,0.00,,,,,,,-0.18
03/03/2021 10:18:00,5000,1,0.00,,,,,,,-0.18
03/03/2021 10:19:00,5000,1,0.00,,,,,,,-0.18
03/03/2021 10:20:00,5000,1,0.00,0,0.10,0.58,0.414,-0.07,0.000,-0.20
03/03/2021 10:21:00,5000,1,0.00,,,,,,,-0.18
03/03/2021 10:22:00,5000,1,0.00,,,,,,,-0.18
03/03/2021 10:23:00,5000,1,0.00,,,,,,,-0.18
03/03/2021 10:24:00,5000,1,0.00,,,,,,,-0.18
03/03/2021 10:25:00,5000,1,0.00,0,0.10,0.56,0.403,-0.09,0.000,-0.19
03/03/2021 10:26:00,5000,1,0.00,,,,,,,-0.18
03/03/2021 10:27:00,5000,1,0.00,,,,,,,-0.19
03/03/2021 10:28:00,5000,1,0.00,,,,,,,-0.19
03/03/2021 10:29:00,5000,1,0.00,,,,,,,-0.19
03/03/2021 10:30:00,5000,1,0.00,0,0.10,0.56,0.401,-0.07,0.000,-0.18
03/03/2021 10:31:00,5000,1,0.00,,,,,,,-0.18
03/03/2021 10:32:00,5000,1,0.00,,,,,,,-0.18
03/03/2021 10:33:00,5000,1,0.00,,,,,,,-0.18
03/03/2021 10:34:00,5000,1,0.00,,,,,,,0.16
03/03/2021 10:35:00,5000,1,0.00,0,0.58,0.90,16.799,0.54,8.738,0.31
03/03/2021 10:36:00,5000,1,0.00,,,,,,,0.23
03/03/2021 10:37:00,5000,1,0.00,,,,,,,0.23
03/03/2021 10:38:00,5000,1,0.00,,,,,,,0.05
03/03/2021 10:39:00,5000,1,0.00,,,,,,,0.20
03/03/2021 10:40:00,5000,1,0.00,0,0.79,1.63,25.706,0.76,7.328,0.26
03/03/2021 10:41:00,5000,1,0.00,,,,,,,0.18
03/03/2021 10:42:00,5000,1,0.00,,,,,,,0.24
03/03/2021 10:43:00,5000,1,0.00,,,,,,,0.28
03/03/2021 10:44:00,5000,1,0.00,,,,,,,0.27
03/03/2021 10:45:00,5000,1,0.00,0,0.79,1.79,28.331,0.91,12.966,0.46
03/03/2021 10:46:00,5000,1,0.00,,,,,,,0.44
03/03/2021 10:47:00,5000,1,0.00,,,,,,,0.39
03/03/2021 10:48:00,5000,1,0.00,,,,,,,0.37
03/03/2021 10:49:00,5000,1,0.00,,,,,,,0.38
03/03/2021 10:50:00,5000,1,0.00,0,0.96,1.62,34.229,1.12,12.120,0.43
03/03/2021 10:51:00,5000,1,31.75,0,0.96,1.50,31.752,0.95,5.637,0.20
03/03/2021 10:52:00,5000,1,59.51,0,0.83,1.62,27.755,0.94,10.711,0.38
03/03/2021 10:53:00,5000,1,79.28,0,0.79,1.25,19.778,0.80,8.456,0.30
03/03/2021 10:54:00,5000,1,110.94,0,0.92,1.60,31.650,0.73,8.456,0.30
03/03/2021 10:55:00,5000,1,140.99,0,0.87,1.63,30.052,0.75,15.518,0.52
03/03/2021 10:56:00,5000,1,170.71,0,0.87,1.61,29.720,0.79,7.328,0.26
03/03/2021 10:57:00,5000,1,181.58,0,0.66,0.90,10.877,0.91,8.738,0.31
03/03/2021 10:58:00,5000,1,199.54,0,0.83,1.05,17.956,0.81,10.429,0.37
03/03/2021 10:59:00,5000,1,208.92,0,0.53,1.07,9.375,0.84,8.738,0.31
03/03/2021 11:00:00,5000,1,221.16,0,0.58,1.24,12.247,0.90,8.456,0.30
03/03/2021 11:01:00,5000,1,231.71,0,0.58,1.07,10.548,0.76,8.174,0.29
03/03/2021 11:02:00,5000,1,245.70,0,0.62,1.27,13.989,0.74,9.301,0.33
03/03/2021 11:03:00,5000,1,256.10,0,0.58,1.05,10.400,0.66,6.201,0.22
03/03/2021 11:04:00,5000,1,267.31,0,0.53,1.27,11.215,0.66,2.819,0.10
03/03/2021 11:05:00,5000,1,276.04,0,0.58,0.88,8.731,0.67,2.255,0.08
03/03/2021 11:06:00,5000,1,285.94,0,0.49,1.27,9.893,0.67,0.564,0.02
03/03/2021 11:07:00,5000,1,293.56,0,0.53,0.87,7.624,0.66,1.409,0.05
03/03/2021 11:08:00,5000,1,299.85,0,0.45,0.93,6.288,0.64,3.100,0.11
03/03/2021 11:09:00,5000,1,310.73,0,0.53,1.24,10.881,0.65,1.973,0.07
03/03/2021 11:10:00,5000,1,317.64,0,0.45,1.02,6.912,0.70,3.382,0.12
03/03/2021 11:11:00,5000,1,328.58,0,0.58,1.11,10.943,0.78,10.711,0.38
03/03/2021 11:12:00,5000,1,341.62,0,0.58,1.32,13.037,0.82,9.301,0.33
03/03/2021 11:13:00,5000,1,361.42,0,0.66,1.63,19.800,0.73,11.275,0.40
03/03/2021 11:14:00,5000,1,382.08,0,0.70,1.55,20.658,0.80,12.120,0.43
03/03/2021 11:15:00,5000,1,412.74,0,0.87,1.66,30.660,0.91,11.556,0.41
03/03/2021 11:16:00,5000,1,446.57,0,0.96,1.60,33.827,0.76,8.174,0.29
03/03/2021 11:17:00,5000,1,501.36,0,1.04,2.28,54.792,0.91,4.792,0.17
03/03/2021 11:18:00,5000,1,536.41,0,0.92,1.77,35.052,1.00,5.637,0.20
03/03/2021 11:19:00,5000,1,577.41,0,1.04,1.71,40.998,1.04,4.228,0.15
03/03/2021 11:20:00,5000,1,620.97,0,1.09,1.71,43.565,1.08,0.846,0.03
03/03/2021 11:21:00,5000,1,652.07,0,0.92,1.57,31.096,0.89,5.637,0.20
03/03/2021 11:22:00,5000,1,686.09,0,0.96,1.61,34.017,0.83,1.691,0.06
03/03/2021 11:23:00,5000,1,718.57,0,0.87,1.76,32.484,0.74,5.919,0.21
03/03/2021 11:24:00,5000,1,748.67,0,0.83,1.76,30.098,0.75,4.792,0.17
03/03/2021 11:25:00,5000,1,771.57,0,0.75,1.57,22.904,0.84,3.946,0.14
03/03/2021 11:26:00,5000,1,802.58,0,0.87,1.68,31.010,0.75,1.973,0.07
03/03/2021 11:27:00,5000,1,827.88,0,0.83,1.48,25.293,0.77,3.382,0.12
03/03/2021 11:28:00,5000,1,849.87,0,0.79,1.39,21.991,0.73,3.946,0.14
03/03/2021 11:29:00,5000,1,869.67,0,0.75,1.36,19.804,0.68,5.074,0.18
03/03/2021 11:30:00,5000,1,886.58,0,0.75,1.16,16.909,0.63,5.637,0.20
03/03/2021 11:31:00,5000,1,902.80,0,0.75,1.12,16.225,0.73,5.637,0.20
03/03/2021 11:32:00,5000,1,917.53,0,0.70,1.11,14.727,0.72,10.711,0.38
03/03/2021 11:33:00,5000,1,931.43,0,0.66,1.14,13.900,0.66,3.664,0.13
03/03/2021 11:34:00,5000,1,945.77,0,0.58,1.45,14.340,0.71,3.100,0.11
03/03/2021 11:35:00,5000,1,960.56,0,0.66,1.22,14.786,0.62,9.301,0.33
03/03/2021 11:36:00,5000,1,971.65,0,0.53,1.26,11.092,0.63,7.047,0.25
03/03/2021 11:37:00,5000,1,990.01,0,0.66,1.51,18.356,0.76,7.047,0.25
03/03/2021 11:38:00,5000,1,999.70,0,0.53,1.10,9.692,0.68,5.637,0.20
03/03/2021 11:39:00,5000,1,1013.59,0,0.62,1.24,13.890,0.64,3.946,0.14
03/03/2021 11:40:00,5000,1,1028.31,0,0.62,1.34,14.725,0.62,8.174,0.29
03/03/2021 11:41:00,5000,1,1038.37,0,0.53,1.14,10.053,0.64,3.946,0.14
03/03/2021 11:42:00,5000,1,1052.41,0,0.58,1.42,14.044,0.64,3.664,0.13
03/03/2021 11:43:00,5000,1,1062.39,0,0.53,1.13,9.974,0.61,1.691,0.06
03/03/2021 11:44:00,5000,1,1072.10,0,0.53,1.10,9.710,0.62,4.510,0.16
03/03/2021 11:45:00,5000,1,1080.70,0,0.49,1.11,8.603,0.65,2.537,0.09
03/03/2021 11:46:00,5000,1,1087.21,0,0.40,1.12,6.512,0.66,3.946,0.14
03/03/2021 11:47:00,5000,1,1096.52,0,0.53,1.06,9.314,0.54,2.537,0.09
03/03/2021 11:48:00,5000,1,1107.69,0,0.53,1.27,11.162,0.54,3.664,0.13
03/03/2021 11:49:00,5000,1,1119.64,0,0.45,1.76,11.952,0.55,3.946,0.14
03/03/2021 11:50:00,5000,1,1125.70,0,0.49,0.78,6.062,0.51,5.355,0.19
03/03/2021 11:51:00,5000,1,1170.35,0,0.73,3.14,44.653,0.56,3.382,0.12
03/03/2021 11:52:00,5000,1,1180.27,0,0.53,1.13,9.921,0.45,3.664,0.13
03/03/2021 11:53:00,5000,1,1185.81,0,0.53,0.63,5.537,0.43,2.819,0.10
03/03/2021 11:54:00,5000,1,1190.56,0,0.53,0.54,4.754,0.44,3.100,0.11
03/03/2021 11:55:00,5000,1,1195.11,0,0.53,0.52,4.542,0.44,3.664,0.13
03/03/2021 11:56:00,5000,1,1199.61,0,0.53,0.51,4.498,0.44,4.228,0.15
03/03/2021 11:57:00,5000,1,1203.20,0,0.49,0.46,3.598,0.40,3.664,0.13
03/03/2021 11:58:00,2000,1,1207.01,0,0.49,0.49,3.808,0.37,3.382,0.12
03/03/2021 11:59:00,2000,1,1209.15,0,0.36,0.43,2.141,0.42,3.664,0.13
03/03/2021 12:00:00,2000,1,1211.75,0,0.40,0.44,2.593,0.42,3.664,0.13
03/03/2021 12:01:00,2000,1,1214.66,0,0.45,0.43,2.910,0.37,2.537,0.09
03/03/2021 12:02:00,2000,1,1216.21,0,0.28,0.47,1.552,0.40,2.255,0.08
03/03/2021 12:03:00,2000,1,1219.26,0,0.40,0.52,3.054,0.41,1.973,0.07
03/03/2021 12:04:00,2000,1,1222.03,0,0.40,0.47,2.768,0.37,2.819,0.10
03/03/2021 12:05:00,2000,1,1223.01,0,0.19,0.51,0.979,0.36,0.000,-0.03
03/03/2021 12:06:00,2000,1,1224.65,0,0.28,0.50,1.645,0.32,0.000,-0.04
03/03/2021 12:07:00,2000,1,1225.91,0,0.23,0.49,1.257,0.33,1.409,0.05
03/03/2021 12:08:00,2000,1,1226.25,0,0.10,0.48,0.342,0.32,0.282,0.01
03/03/2021 12:09:00,2000,1,1226.58,0,0.10,0.46,0.327,0.28,0.000,-0.14
03/03/2021 12:10:00,2000,1,1226.95,0,0.10,0.51,0.368,0.33,0.564,0.02
03/03/2021 12:11:00,2000,1,1227.31,0,0.10,0.50,0.357,0.25,0.000,-0.21
03/03/2021 12:12:00,2000,1,1227.62,0,0.10,0.44,0.316,0.23,0.000,-0.25
03/03/2021 12:13:00,2000,1,1227.97,0,0.10,0.49,0.350,0.20,0.000,-0.21
03/03/2021 12:14:00,2000,1,1228.32,0,0.10,0.49,0.350,0.22,0.000,-0.22
03/03/2021 12:15:00,2000,1,1228.69,0,0.10,0.51,0.366,0.17,0.000,-0.11
03/03/2021 12:16:00,2000,1,1229.07,0,0.10,0.52,0.377,0.20,0.000,-0.30
03/03/2021 12:17:00,2000,1,1229.40,0,0.10,0.46,0.332,0.15,0.000,-0.34
03/03/2021 12:18:00,2000,1,1229.73,0,0.10,0.46,0.328,0.12,0.000,-0.34
03/03/2021 12:19:00,2000,1,1230.07,0,0.10,0.48,0.346,0.06,0.000,-0.35
03/03/2021 12:20:00,2000,1,1230.41,0,0.10,0.47,0.337,0.04,0.000,-0.37
03/03/2021 12:21:00,2000,1,1230.80,0,0.10,0.54,0.388,0.01,0.000,-0.38
03/03/2021 12:22:00,2000,1,1231.13,0,0.10,0.46,0.328,-0.02,0.000,-0.42
03/03/2021 12:23:00,2000,1,1231.48,0,0.10,0.49,0.352,0.00,0.000,-0.40
03/03/2021 12:24:00,2000,1,1231.82,0,0.10,0.48,0.347,-0.01,0.000,-0.43
03/03/2021 12:25:00,2000,1,1232.20,0,0.10,0.53,0.379,-0.02,0.000,-0.22
03/03/2021 12:26:00,2000,1,1232.63,0,0.10,0.59,0.426,-0.04,0.000,-0.20
03/03/2021 12:27:00,2000,1,1232.96,0,0.10,0.46,0.334,-0.04,0.000,-0.21
03/03/2021 12:28:00,2000,1,1233.33,0,0.10,0.51,0.369,-0.04,0.000,-0.21
03/03/2021 12:29:00,2000,1,1233.68,0,0.10,0.49,0.349,-0.04,0.000,-0.19
03/03/2021 12:30:00,2000,1,1234.08,0,0.10,0.55,0.396,-0.04,0.000,-0.20
03/03/2021 12:31:00,2000,1,1234.43,0,0.10,0.49,0.355,-0.02,0.000,-0.19
03/03/2021 12:32:00,2000,1,1234.82,0,0.10,0.54,0.387,-0.06,0.000,-0.20
03/03/2021 12:33:00,2000,1,1235.19,0,0.10,0.52,0.371,-0.05,0.000,-0.19
03/03/2021 12:34:00,2000,1,1235.56,0,0.10,0.51,0.368,-0.04,0.000,-0.20
03/03/2021 12:35:00,2000,1,1235.94,0,0.10,0.54,0.385,-0.05,0.000,-0.20
03/03/2021 12:36:00,2000,1,1236.31,0,0.10,0.51,0.370,-0.03,0.000,-0.20
03/03/2021 12:37:00,2000,1,1236.70,0,0.10,0.54,0.390,-0.04,0.000,-0.19
03/03/2021 12:38:00,2000,1,1237.10,0,0.10,0.56,0.401,-0.06,0.000,-0.20
03/03/2021 12:39:00,2000,1,1237.44,0,0.10,0.47,0.337,-0.05,0.000,-0.20
03/03/2021 12:40:00,2000,1,1237.82,0,0.10,0.53,0.378,-0.05,0.000,-0.20
03/03/2021 12:41:00,2000,1,1238.22,0,0.10,0.55,0.396,-0.06,0.000,-0.20
03/03/2021 12:42:00,2000,1,1238.59,0,0.10,0.52,0.374,-0.05,0.000,-0.19
03/03/2021 12:43:00,2000,1,1238.96,0,0.10,0.52,0.375,-0.05,0.000,-0.19
03/03/2021 12:44:00,2000,1,1239.36,0,0.10,0.55,0.398,-0.07,0.000,-0.19
03/03/2021 12:45:00,2000,1,1239.78,0,0.10,0.58,0.416,-0.05,0.000,-0.20
03/03/2021 12:46:00,2000,1,1240.18,0,0.10,0.56,0.406,-0.06,0.000,-0.21
03/03/2021 12:47:00,2000,1,1240.57,0,0.10,0.54,0.390,-0.06,0.000,-0.21
03/03/2021 12:48:00,2000,1,1240.98,0,0.10,0.56,0.403,-0.04,0.000,-0.19
03/03/2021 12:49:00,2000,1,1241.38,0,0.10,0.56,0.400,-0.04,0.000,-0.21
03/03/2021 12:50:00,2000,1,1241.76,0,0.10,0.53,0.384,-0.05,0.000,-0.20
