Date Time,PT Level,PT Flow
MM/dd/yyyy hh:mm:ss,in,gpm
11/06/2020 10:55:00,-0.44,
11/06/2020 11:00:00,-0.44,
11/06/2020 11:05:00,-0.44,
11/06/2020 11:10:00,-0.43,
11/06/2020 11:15:00,-0.44,
11/06/2020 11:20:00,-0.43,
11/06/2020 11:25:00,-0.42,
11/06/2020 11:30:00,-0.40,
11/06/2020 11:35:00,-0.40,
11/06/2020 11:40:00,-0.40,
11/06/2020 11:45:00,-0.41,
11/06/2020 11:50:00,-0.40,
11/06/2020 11:55:00,-0.42,
11/06/2020 12:00:00,-0.41,
11/06/2020 12:05:00,-0.42,
11/06/2020 12:10:00,-0.41,
11/06/2020 12:15:00,-0.40,
11/06/2020 12:20:00,-0.41,
11/06/2020 12:25:00,-0.39,
11/06/2020 12:30:00,-0.40,
11/06/2020 12:35:00,-0.39,
11/06/2020 12:40:00,-0.43,
11/06/2020 12:45:00,-0.46,
11/06/2020 12:50:00,-0.48,
11/06/2020 12:55:00,-0.49,
11/06/2020 13:00:00,-0.50,
11/06/2020 13:05:00,-0.50,
11/06/2020 13:10:00,-0.50,
11/06/2020 13:15:00,-0.50,
11/06/2020 13:20:00,-0.51,
11/06/2020 13:25:00,-0.51,
11/06/2020 13:30:00,-0.51,
11/06/2020 13:35:00,-0.52,
11/06/2020 13:40:00,-0.51,
11/06/2020 13:45:00,-0.51,
11/06/2020 13:50:00,-0.53,
11/06/2020 13:55:00,-0.54,
11/06/2020 14:00:00,-0.54,
11/06/2020 14:05:00,-0.53,
11/06/2020 14:10:00,-0.54,
11/06/2020 14:15:00,-0.54,
11/06/2020 14:20:00,-0.53,
11/06/2020 14:25:00,-0.55,
11/06/2020 14:30:00,-0.55,
11/06/2020 14:35:00,-0.56,
11/06/2020 14:40:00,-0.54,
11/06/2020 14:45:00,-0.54,
11/06/2020 14:50:00,-0.53,
11/06/2020 14:55:00,-0.54,
11/06/2020 15:00:00,-0.53,
11/06/2020 15:05:00,-0.54,
11/06/2020 15:10:00,-0.54,
11/06/2020 15:15:00,-0.54,
11/06/2020 15:20:00,-0.55,
11/06/2020 15:25:00,-0.55,
11/06/2020 15:30:00,-0.55,
11/06/2020 15:35:00,-0.55,
11/06/2020 15:40:00,-0.55,
11/06/2020 15:45:00,-0.57,
11/06/2020 15:50:00,-0.56,
11/06/2020 15:55:00,-0.55,
11/06/2020 16:00:00,-0.55,
11/06/2020 16:05:00,-0.57,
11/06/2020 16:10:00,-0.55,
11/06/2020 16:15:00,-0.57,
11/06/2020 16:20:00,-0.55,
11/06/2020 16:25:00,-0.55,
11/06/2020 16:30:00,-0.56,
11/06/2020 16:35:00,-0.55,
11/06/2020 16:40:00,-0.55,
11/06/2020 16:45:00,-0.57,
11/06/2020 16:50:00,-0.56,
11/06/2020 16:55:00,-0.56,
11/06/2020 17:00:00,-0.56,
11/06/2020 17:05:00,-0.55,
11/06/2020 17:10:00,-0.55,
11/06/2020 17:15:00,-0.56,
11/06/2020 17:20:00,-0.56,
11/06/2020 17:25:00,-0.56,
11/06/2020 17:30:00,-0.57,
11/06/2020 17:35:00,-0.56,
11/06/2020 17:40:00,-0.57,
11/06/2020 17:45:00,-0.55,
11/06/2020 17:50:00,-0.56,
11/06/2020 17:55:00,-0.57,
11/06/2020 18:00:00,-0.57,
11/06/2020 18:05:00,-0.56,
11/06/2020 18:10:00,-0.58,
11/06/2020 18:15:00,-0.57,
11/06/2020 18:20:00,-0.55,
11/06/2020 18:25:00,-0.54,
11/06/2020 18:30:00,-0.53,
11/06/2020 18:35:00,-0.53,
11/06/2020 18:40:00,-0.53,
11/06/2020 18:45:00,-0.52,
11/06/2020 18:50:00,-0.53,
11/06/2020 18:55:00,-0.52,
11/06/2020 19:00:00,-0.52,
11/06/2020 19:05:00,-0.54,
11/06/2020 19:10:00,-0.54,
11/06/2020 19:15:00,-0.54,
11/06/2020 19:20:00,-0.54,
11/06/2020 19:25:00,-0.54,
11/06/2020 19:30:00,-0.54,
11/06/2020 19:35:00,-0.53,
11/06/2020 19:40:00,-0.53,
11/06/2020 19:45:00,-0.54,
11/06/2020 19:50:00,-0.55,
11/06/2020 19:55:00,-0.55,
11/06/2020 20:00:00,-0.54,
11/06/2020 20:05:00,-0.53,
11/06/2020 20:10:00,-0.55,
11/06/2020 20:15:00,-0.55,
11/06/2020 20:20:00,-0.55,
11/06/2020 20:25:00,-0.54,
11/06/2020 20:30:00,-0.55,
11/06/2020 20:35:00,-0.54,
11/06/2020 20:40:00,-0.53,
11/06/2020 20:45:00,-0.52,
11/06/2020 20:50:00,-0.52,
11/06/2020 20:55:00,-0.47,
11/06/2020 21:00:00,-0.47,
11/06/2020 21:05:00,-0.47,
11/06/2020 21:10:00,-0.44,
11/06/2020 21:15:00,-0.43,
11/06/2020 21:20:00,-0.44,
11/06/2020 21:25:00,-0.07,
11/06/2020 21:30:00,-0.12,
11/06/2020 21:35:00,-0.11,
11/06/2020 21:40:00,-0.11,
11/06/2020 21:45:00,-0.12,
11/06/2020 21:50:00,-0.12,
11/06/2020 21:55:00,-0.12,
11/06/2020 22:00:00,-0.13,
11/06/2020 22:05:00,-0.15,
11/06/2020 22:10:00,-0.16,
11/06/2020 22:15:00,-0.18,
11/06/2020 22:20:00,-0.22,
11/06/2020 22:25:00,-0.25,
11/06/2020 22:30:00,-0.28,
11/06/2020 22:35:00,-0.32,
11/06/2020 22:40:00,-0.35,
11/06/2020 22:45:00,-0.39,
11/06/2020 22:50:00,-0.42,
11/06/2020 22:55:00,-0.45,
11/06/2020 23:00:00,-0.47,
11/06/2020 23:05:00,-0.50,
11/06/2020 23:10:00,-0.53,
11/06/2020 23:15:00,-0.56,
11/06/2020 23:20:00,-0.58,
11/06/2020 23:25:00,-0.60,
11/06/2020 23:30:00,-0.63,
11/06/2020 23:35:00,-0.64,
11/06/2020 23:40:00,-0.65,
11/06/2020 23:45:00,-0.67,
11/06/2020 23:50:00,-0.68,
11/06/2020 23:55:00,-0.70,
11/07/2020 00:00:00,-0.71,
11/07/2020 00:05:00,-0.73,
11/07/2020 00:10:00,-0.70,
11/07/2020 00:15:00,-0.71,
11/07/2020 00:20:00,-0.72,
11/07/2020 00:25:00,-0.74,
11/07/2020 00:30:00,-0.75,
11/07/2020 00:35:00,-0.75,
11/07/2020 00:40:00,-0.75,
11/07/2020 00:45:00,-0.73,
11/07/2020 00:50:00,-0.73,
11/07/2020 00:55:00,-0.73,
11/07/2020 01:00:00,-0.74,
11/07/2020 01:05:00,-0.75,
11/07/2020 01:10:00,-0.74,
11/07/2020 01:15:00,-0.75,
11/07/2020 01:20:00,-0.76,
11/07/2020 01:25:00,-0.76,
11/07/2020 01:30:00,-0.76,
11/07/2020 01:35:00,-0.76,
11/07/2020 01:40:00,-0.76,
11/07/2020 01:45:00,-0.74,
11/07/2020 01:50:00,-0.74,
