Date Time,PT Level,PT Flow cfs
MM/dd/yyyy hh:mm:ss,in,gpm
12/28/2020 00:00:00,1.58,186.690
12/28/2020 00:05:00,1.97,306.700
12/28/2020 00:10:00,1.44,150.980
12/28/2020 00:15:00,1.56,182.310
12/28/2020 00:20:00,1.73,228.990
12/28/2020 00:25:00,1.56,182.310
12/28/2020 00:30:00,1.77,241.390
12/28/2020 00:35:00,1.52,171.665
12/28/2020 00:40:00,1.58,186.690
12/28/2020 00:45:00,1.48,160.725
12/28/2020 00:50:00,1.55,180.600
12/28/2020 00:55:00,1.62,198.880
12/28/2020 01:00:00,1.63,201.375
12/28/2020 01:05:00,1.50,165.450
12/28/2020 01:10:00,1.64,203.870
12/28/2020 01:15:00,1.53,173.840
12/28/2020 01:20:00,1.56,182.310
12/28/2020 01:25:00,1.66,208.910
12/28/2020 01:30:00,1.43,148.955
12/28/2020 01:35:00,1.47,158.750
12/28/2020 01:40:00,1.40,142.950
12/28/2020 01:45:00,1.91,283.980
12/28/2020 01:50:00,1.50,165.450
12/28/2020 01:55:00,1.78,245.660
12/28/2020 02:00:00,1.45,154.840
12/28/2020 02:05:00,1.79,248.270
12/28/2020 02:10:00,1.64,203.870
12/28/2020 02:15:00,1.39,139.930
12/28/2020 02:20:00,1.58,186.690
12/28/2020 02:25:00,1.56,182.310
12/28/2020 02:30:00,1.50,165.450
12/28/2020 02:35:00,1.71,224.140
12/28/2020 02:40:00,1.43,148.955
12/28/2020 02:45:00,1.32,125.370
12/28/2020 02:50:00,1.58,186.690
12/28/2020 02:55:00,1.44,150.980
12/28/2020 03:00:00,1.59,189.360
12/28/2020 03:05:00,1.50,165.450
12/28/2020 03:10:00,1.53,173.840
12/28/2020 03:15:00,1.74,231.500
12/28/2020 03:20:00,5.82,2608.775
12/28/2020 03:25:00,8.98,5312.711
12/28/2020 03:30:00,13.04,9176.542
12/28/2020 03:35:00,11.35,7538.933
12/28/2020 03:40:00,11.17,7366.827
12/28/2020 03:45:00,12.33,8481.075
12/28/2020 03:50:00,10.82,7027.404
12/28/2020 03:55:00,8.58,4947.789
12/28/2020 04:00:00,5.39,2284.310
12/28/2020 04:05:00,6.69,3312.386
12/28/2020 04:10:00,6.28,2975.840
12/28/2020 04:15:00,4.34,1533.400
12/28/2020 04:20:00,4.74,1807.210
12/28/2020 04:25:00,7.24,3769.826
12/28/2020 04:30:00,8.19,4599.550
12/28/2020 04:35:00,5.21,2144.620
12/28/2020 04:40:00,4.85,1887.800
12/28/2020 04:45:00,5.83,2615.598
12/28/2020 04:50:00,7.86,4312.000
12/28/2020 04:55:00,5.37,2263.293
12/28/2020 05:00:00,2.95,718.075
12/28/2020 05:05:00,3.58,1060.355
12/28/2020 05:10:00,4.67,1759.265
12/28/2020 05:15:00,3.66,1107.260
12/28/2020 05:20:00,2.61,558.970
12/28/2020 05:25:00,2.57,542.340
12/28/2020 05:30:00,2.55,530.910
12/28/2020 05:35:00,1.71,224.140
12/28/2020 05:40:00,2.01,320.110
12/28/2020 05:45:00,1.65,206.390
12/28/2020 05:50:00,1.65,206.390
12/28/2020 05:55:00,1.71,224.140
12/28/2020 06:00:00,1.76,239.130
12/28/2020 06:05:00,1.47,158.750
12/28/2020 06:10:00,1.58,186.690
12/28/2020 06:15:00,1.64,203.870
12/28/2020 06:20:00,1.63,201.375
12/28/2020 06:25:00,1.65,206.390
12/28/2020 06:30:00,1.35,131.100
12/28/2020 06:35:00,1.31,121.690
12/28/2020 06:40:00,1.21,101.240
12/28/2020 06:45:00,1.26,112.660
12/28/2020 06:50:00,1.64,203.870
12/28/2020 06:55:00,1.86,269.745
