Date,Time,Label,Value,Units,Quality
10/27/2020,13:56:57,Log Download,0,,G
10/27/2020,14:06:14,Client Conn,31,,G
10/27/2020,16:06:16,SDI XDT,0,,G
10/28/2020,16:10:00,SDI XDT,0,,G
10/29/2020,16:15:00,SDI XDT,0,,G
10/30/2020,16:15:00,SDI XDT,0,,G
10/31/2020,16:20:00,SDI XDT,0,,G
11/01/2020,16:20:00,SDI XDT,0,,G
11/02/2020,16:20:00,SDI XDT,0,,G
11/03/2020,16:20:00,SDI XDT,0,,G
11/04/2020,16:25:00,SDI XDT,0,,G
11/05/2020,16:30:00,SDI XDT,0,,G
11/06/2020,11:08:00,Time Before Change,-3600000,ms,G
11/06/2020,10:08:00,Time After Change,-3600000,ms,G
11/06/2020,10:08:00,Local Time Offset Change,0,,G
11/06/2020,10:08:00,Setup Change,0,,G
11/06/2020,10:08:03,SDI XDT,0,,G
11/06/2020,10:09:01,Client Conn,32,,G
11/06/2020,14:34:38,Client Conn,33,,G
11/07/2020,10:10:00,SDI XDT,0,,G
11/08/2020,10:10:00,SDI XDT,0,,G
11/08/2020,15:27:09,Log Download,0,,G
