Date Time,Level_PT,Flow _PT
MM/dd/yyyy hh:mm:ss,in,cfs
07/18/2021 00:00:00,7.33,3.024
07/18/2021 00:05:00,7.31,3.012
07/18/2021 00:10:00,7.32,3.018
07/18/2021 00:15:00,7.32,3.018
07/18/2021 00:20:00,7.32,3.018
07/18/2021 00:25:00,7.33,3.024
07/18/2021 00:30:00,7.32,3.018
07/18/2021 00:35:00,7.33,3.024
07/18/2021 00:40:00,7.31,3.012
07/18/2021 00:45:00,7.33,3.024
07/18/2021 00:50:00,7.32,3.018
07/18/2021 00:55:00,7.33,3.024
07/18/2021 01:00:00,7.31,3.012
07/18/2021 01:05:00,7.31,3.012
07/18/2021 01:10:00,7.30,3.006
07/18/2021 01:15:00,7.31,3.012
07/18/2021 01:20:00,7.31,3.012
07/18/2021 01:25:00,7.31,3.012
07/18/2021 01:30:00,7.31,3.012
07/18/2021 01:35:00,7.34,3.030
07/18/2021 01:40:00,7.32,3.018
07/18/2021 01:45:00,7.34,3.030
07/18/2021 01:50:00,7.34,3.030
07/18/2021 01:55:00,7.32,3.018
07/18/2021 02:00:00,7.33,3.024
07/18/2021 02:05:00,7.38,3.055
07/18/2021 02:10:00,7.32,3.018
07/18/2021 02:15:00,7.34,3.030
07/18/2021 02:20:00,7.34,3.030
07/18/2021 02:25:00,7.32,3.018
07/18/2021 02:30:00,7.31,3.012
07/18/2021 02:35:00,7.33,3.024
07/18/2021 02:40:00,7.32,3.018
07/18/2021 02:45:00,7.31,3.012
07/18/2021 02:50:00,7.29,2.999
07/18/2021 02:55:00,7.28,2.993
07/18/2021 03:00:00,7.29,2.999
07/18/2021 03:05:00,7.31,3.012
07/18/2021 03:10:00,7.31,3.012
07/18/2021 03:15:00,7.26,2.981
07/18/2021 03:20:00,7.20,2.944
07/18/2021 03:25:00,7.31,3.012
07/18/2021 03:30:00,7.34,3.030
07/18/2021 03:35:00,7.29,2.999
07/18/2021 03:40:00,7.25,2.975
07/18/2021 03:45:00,7.30,3.006
07/18/2021 03:50:00,7.14,2.907
07/18/2021 03:55:00,7.17,2.925
07/18/2021 04:00:00,7.22,2.956
07/18/2021 04:05:00,7.18,2.931
07/18/2021 04:10:00,7.18,2.931
07/18/2021 04:15:00,7.15,2.913
07/18/2021 04:20:00,7.20,2.944
07/18/2021 04:25:00,7.23,2.962
