Date,Time,PT Level,PT Flow cfs,Level_950,Vel_950,Flow_950,Battery_950
MM/dd/yyyy,hh:mm:ss,in,cfs,in,fps,cfs,V
11/08/2020,13:05:00,5.99,5.072,-99999.00,-99999.00,2.09,
11/08/2020,13:10:00,5.51,4.256,-99999.00,-99999.00,2.10,
11/08/2020,13:15:00,5.73,4.621,-99999.00,-99999.00,1.90,
11/08/2020,13:20:00,7.90,9.050,-99999.00,-99999.00,3.69,
11/08/2020,13:25:00,6.72,6.460,-99999.00,-99999.00,2.41,
11/08/2020,13:30:00,4.95,3.395,-99999.00,-99999.00,1.98,
11/08/2020,13:35:00,5.15,3.695,-99999.00,-99999.00,1.53,
11/08/2020,13:40:00,4.69,3.027,-99999.00,-99999.00,0.95,
11/08/2020,13:45:00,4.11,2.292,-99999.00,-99999.00,0.77,
11/08/2020,13:50:00,3.89,2.039,-99999.00,-99999.00,0.44,
11/08/2020,13:55:00,3.46,1.590,-99999.00,-99999.00,0.36,
11/08/2020,14:00:00,3.30,1.440,2.27,0.11,0.24,-99999.00
11/08/2020,14:05:00,3.02,1.188,-99999.00,-99999.00,0.29,
11/08/2020,14:10:00,2.87,1.066,-99999.00,-99999.00,0.20,
11/08/2020,14:15:00,2.78,0.994,-99999.00,-99999.00,0.19,
11/08/2020,14:20:00,2.62,0.874,-99999.00,-99999.00,0.12,
11/08/2020,14:25:00,2.55,0.825,-99999.00,-99999.00,0.11,
11/08/2020,14:30:00,2.40,0.730,-99999.00,-99999.00,0.10,
11/08/2020,14:35:00,2.38,0.716,-99999.00,-99999.00,0.10,
11/08/2020,14:40:00,2.26,0.636,-99999.00,-99999.00,0.07,
11/08/2020,14:45:00,2.22,0.612,-99999.00,-99999.00,0.07,
11/08/2020,14:50:00,2.16,0.580,-99999.00,-99999.00,0.06,
11/08/2020,14:55:00,2.09,0.544,-99999.00,-99999.00,0.05,
11/08/2020,15:00:00,2.07,0.532,1.29,0.02,0.05,-99999.00
11/08/2020,15:05:00,2.04,0.514,-99999.00,-99999.00,0.05,
