Date Time,PT Level,Flow_cfs
MM/dd/yyyy hh:mm:ss,in,
11/19/2020 08:25:00,3.23,0.40
11/19/2020 08:30:00,3.24,0.40
11/19/2020 08:35:00,3.25,0.41
11/19/2020 08:40:00,3.23,0.40
11/19/2020 08:45:00,3.24,0.40
11/19/2020 08:50:00,3.24,0.40
11/19/2020 08:55:00,3.24,0.40
11/19/2020 09:00:00,3.26,0.41
11/19/2020 09:05:00,3.25,0.41
11/19/2020 09:10:00,3.25,0.41
11/19/2020 09:15:00,3.25,0.41
11/19/2020 09:20:00,3.26,0.41
11/19/2020 09:25:00,3.25,0.41
11/19/2020 09:30:00,3.27,0.42
11/19/2020 09:35:00,3.25,0.41
11/19/2020 09:40:00,3.27,0.42
11/19/2020 09:45:00,3.26,0.41
11/19/2020 09:50:00,3.27,0.42
11/19/2020 09:55:00,3.28,0.42
11/19/2020 10:00:00,3.26,0.41
11/19/2020 10:05:00,3.27,0.42
11/19/2020 10:10:00,3.27,0.42
11/19/2020 10:15:00,3.25,0.41
11/19/2020 10:20:00,3.26,0.41
11/19/2020 10:25:00,3.27,0.42
11/19/2020 10:30:00,3.27,0.42
11/19/2020 10:35:00,3.28,0.42
11/19/2020 10:40:00,3.26,0.41
11/19/2020 10:45:00,3.26,0.41
11/19/2020 10:50:00,3.25,0.41
11/19/2020 10:55:00,3.25,0.41
11/19/2020 11:00:00,3.25,0.41
11/19/2020 11:05:00,3.26,0.41
11/19/2020 11:10:00,3.26,0.41
11/19/2020 11:15:00,3.26,0.41
11/19/2020 11:20:00,3.22,0.40
11/19/2020 11:25:00,3.24,0.40
11/19/2020 11:30:00,3.24,0.40
11/19/2020 11:35:00,3.25,0.41
11/19/2020 11:40:00,3.25,0.41
11/19/2020 11:45:00,3.25,0.41
11/19/2020 11:50:00,3.25,0.41
11/19/2020 11:55:00,3.25,0.41
11/19/2020 12:00:00,3.25,0.41
11/19/2020 12:05:00,3.24,0.40
11/19/2020 12:10:00,3.24,0.40
11/19/2020 12:15:00,3.25,0.41
11/19/2020 12:20:00,3.24,0.40
11/19/2020 12:25:00,3.24,0.40
11/19/2020 12:30:00,3.25,0.41
11/19/2020 12:35:00,3.23,0.40
11/19/2020 12:40:00,3.24,0.40
11/19/2020 12:45:00,3.24,0.40
11/19/2020 12:50:00,3.24,0.40
11/19/2020 12:55:00,3.23,0.40
11/19/2020 13:00:00,3.22,0.40
11/19/2020 13:05:00,3.22,0.40
11/19/2020 13:10:00,3.20,0.39
11/19/2020 13:15:00,3.22,0.40
11/19/2020 13:20:00,3.22,0.40
11/19/2020 13:25:00,3.21,0.39
11/19/2020 13:30:00,3.22,0.40
11/19/2020 13:35:00,3.22,0.40
11/19/2020 13:40:00,3.21,0.39
11/19/2020 13:45:00,3.21,0.39
11/19/2020 13:50:00,3.21,0.39
11/19/2020 13:55:00,3.22,0.40
11/19/2020 14:00:00,3.22,0.40
11/19/2020 14:05:00,3.22,0.40
11/19/2020 14:10:00,3.22,0.40
11/19/2020 14:15:00,3.21,0.39
11/19/2020 14:20:00,3.21,0.39
11/19/2020 14:25:00,3.19,0.39
11/19/2020 14:30:00,3.22,0.40
11/19/2020 14:35:00,3.21,0.39
11/19/2020 14:40:00,3.20,0.39
11/19/2020 14:45:00,3.18,0.38
11/19/2020 14:50:00,3.18,0.38
11/19/2020 14:55:00,3.19,0.39
11/19/2020 15:00:00,3.19,0.39
11/19/2020 15:05:00,3.19,0.39
11/19/2020 15:10:00,3.20,0.39
