Date Time,PT Level,PT Flow cfs
MM/dd/yyyy hh:mm:ss,in,gpm
12/14/2020 08:40:00,1.32,125.370
12/14/2020 08:45:00,1.18,96.240
12/14/2020 08:50:00,1.34,128.220
12/14/2020 08:55:00,1.64,203.870
12/14/2020 09:00:00,1.12,85.220
12/14/2020 09:05:00,1.52,171.665
12/14/2020 09:10:00,1.49,162.700
12/14/2020 09:15:00,1.31,121.690
12/14/2020 09:20:00,1.07,76.900
12/14/2020 09:25:00,1.37,135.255
12/14/2020 09:30:00,1.45,154.840
12/14/2020 09:35:00,1.21,101.240
12/14/2020 09:40:00,1.18,96.240
12/14/2020 09:45:00,1.05,72.590
12/14/2020 09:50:00,1.20,99.100
12/14/2020 09:55:00,1.20,99.100
12/14/2020 10:00:00,1.33,126.795
12/14/2020 10:05:00,0.97,60.750
12/14/2020 10:10:00,1.01,66.380
12/14/2020 10:15:00,1.17,93.790
12/14/2020 10:20:00,1.28,115.770
12/14/2020 10:25:00,1.28,115.770
12/14/2020 10:30:00,1.60,192.065
12/14/2020 10:35:00,1.31,121.690
12/14/2020 10:40:00,1.17,93.790
12/14/2020 10:45:00,1.19,97.670
12/14/2020 10:50:00,1.37,135.255
12/14/2020 10:55:00,1.09,78.940
12/14/2020 11:00:00,1.36,133.560
12/14/2020 11:05:00,1.39,139.930
12/14/2020 11:10:00,1.13,86.640
12/14/2020 11:15:00,0.98,62.700
12/14/2020 11:20:00,1.26,112.660
12/14/2020 11:25:00,1.28,115.770
12/14/2020 11:30:00,1.22,103.780
12/14/2020 11:35:00,1.28,115.770
12/14/2020 11:40:00,1.07,76.900
12/14/2020 11:45:00,1.09,78.940
12/14/2020 11:50:00,1.25,108.580
12/14/2020 11:55:00,1.22,103.780
12/14/2020 12:00:00,1.02,68.100
12/14/2020 12:05:00,1.13,86.640
12/14/2020 12:10:00,1.02,68.100
12/14/2020 12:15:00,1.33,126.795
12/14/2020 12:20:00,1.21,101.240
12/14/2020 12:25:00,1.25,108.580
12/14/2020 12:30:00,1.25,108.580
12/14/2020 12:35:00,1.08,77.920
12/14/2020 12:40:00,1.13,86.640
12/14/2020 12:45:00,1.11,83.800
12/14/2020 12:50:00,1.18,96.240
12/14/2020 12:55:00,1.00,64.680
12/14/2020 13:00:00,1.37,135.255
12/14/2020 13:05:00,1.13,86.640
12/14/2020 13:10:00,1.12,85.220
12/14/2020 13:15:00,1.17,93.790
12/14/2020 13:20:00,1.05,72.590
12/14/2020 13:25:00,1.21,101.240
12/14/2020 13:30:00,1.03,69.850
12/14/2020 13:35:00,1.34,128.220
12/14/2020 13:40:00,1.30,119.885
12/14/2020 13:45:00,1.12,85.220
12/14/2020 13:50:00,1.03,69.850
12/14/2020 13:55:00,1.08,77.920
12/14/2020 14:00:00,1.20,99.100
12/14/2020 14:05:00,1.15,89.540
12/14/2020 14:10:00,1.11,83.800
12/14/2020 14:15:00,1.38,136.950
12/14/2020 14:20:00,1.32,125.370
12/14/2020 14:25:00,1.25,108.580
12/14/2020 14:30:00,1.22,103.780
12/14/2020 14:35:00,1.02,68.100
12/14/2020 14:40:00,1.37,135.255
12/14/2020 14:45:00,1.23,106.170
12/14/2020 14:50:00,1.13,86.640
12/14/2020 14:55:00,1.10,81.520
12/14/2020 15:00:00,1.11,83.800
12/14/2020 15:05:00,1.22,103.780
12/14/2020 15:10:00,1.22,103.780
12/14/2020 15:15:00,1.15,89.540
12/14/2020 15:20:00,1.38,136.950
12/14/2020 15:25:00,1.15,89.540
12/14/2020 15:30:00,1.14,88.090
12/14/2020 15:35:00,1.13,86.640
12/14/2020 15:40:00,1.13,86.640
12/14/2020 15:45:00,1.06,74.730
12/14/2020 15:50:00,0.86,45.300
