Date Time,SamplePacin,BottleNum,TimeToSampl,AliquotNum,Level_950,Vel_950,Flow_950,Level_PT,Flow _PT
MM/dd/yyyy hh:mm:ss,min,,min,ali,in,fps,cfs,in,cfs
12/27/2020 13:17:00,20,1,10,0,1.16,0.00,0.000,2.00,0.000
12/27/2020 13:18:00,20,1,10,0,1.16,0.00,0.000,1.98,0.000
12/27/2020 13:19:00,20,1,10,0,1.03,0.00,0.000,1.98,0.000
12/27/2020 13:20:00,20,1,10,0,1.24,0.00,0.000,1.98,0.000
12/27/2020 13:21:00,20,1,10,0,1.20,0.00,0.000,1.99,0.000
12/27/2020 13:22:00,20,1,10,0,1.20,0.00,0.000,1.98,0.000
12/27/2020 13:23:00,20,1,10,0,1.16,0.00,0.000,1.98,0.000
12/27/2020 13:24:00,20,1,10,0,1.11,0.00,0.000,1.99,0.000
12/27/2020 13:25:00,20,1,10,0,1.16,0.00,0.000,2.00,0.000
12/27/2020 13:26:00,20,1,10,0,1.07,0.00,0.000,1.98,0.000
12/27/2020 13:27:00,20,1,10,0,1.16,0.00,0.000,1.98,0.000
12/27/2020 13:28:00,20,1,10,0,1.16,0.00,0.000,1.98,0.000
12/27/2020 13:29:00,20,1,10,0,1.16,0.00,0.000,1.99,0.000
12/27/2020 13:30:00,20,1,10,0,1.16,0.00,0.000,2.00,0.000
12/27/2020 13:31:00,20,1,10,0,1.11,0.00,0.000,1.98,0.000
12/27/2020 13:32:00,20,1,10,0,1.16,0.00,0.000,1.98,0.000
12/27/2020 13:33:00,20,1,10,0,1.11,0.00,0.000,1.99,0.000
12/27/2020 13:34:00,20,1,10,0,1.03,0.00,0.000,1.99,0.000
12/27/2020 13:35:00,20,1,10,0,1.07,0.00,0.000,1.98,0.000
12/27/2020 13:36:00,20,1,10,0,1.11,0.00,0.000,1.98,0.000
12/27/2020 13:37:00,20,1,10,0,1.16,0.00,0.000,1.99,0.000
12/27/2020 13:38:00,20,1,10,0,1.16,0.00,0.000,1.99,0.000
12/27/2020 13:39:00,20,1,10,0,1.16,0.00,0.000,1.99,0.000
12/27/2020 13:40:00,20,1,10,0,1.16,0.00,0.000,1.98,0.000
12/27/2020 13:41:00,20,1,10,0,1.16,0.00,0.000,1.99,0.000
12/27/2020 13:42:00,20,1,10,0,1.16,0.00,0.000,1.99,0.000
12/27/2020 13:43:00,20,1,10,0,1.16,0.00,0.000,1.99,0.000
12/27/2020 13:44:00,20,1,10,0,1.16,0.00,0.000,1.98,0.000
12/27/2020 13:45:00,20,1,10,0,1.16,0.00,0.000,1.98,0.000
12/27/2020 13:46:00,20,1,10,0,1.16,0.00,0.000,1.99,0.000
12/27/2020 13:47:00,20,1,10,0,1.16,0.00,0.000,2.01,0.000
12/27/2020 13:48:00,20,1,10,0,1.16,0.00,0.000,1.99,0.000
12/27/2020 13:49:00,20,1,10,0,1.11,0.00,0.000,1.99,0.000
12/27/2020 13:50:00,20,1,10,0,1.16,0.00,0.000,1.98,0.000
12/27/2020 13:51:00,20,1,10,0,1.07,0.00,0.000,2.00,0.000
12/27/2020 13:52:00,20,1,10,0,1.16,0.00,0.000,1.98,0.000
12/27/2020 13:53:00,20,1,10,0,1.11,0.00,0.000,1.99,0.000
12/27/2020 13:54:00,20,1,10,0,1.16,0.00,0.000,1.98,0.000
12/27/2020 13:55:00,20,1,10,0,1.07,0.00,0.000,1.99,0.000
12/27/2020 13:56:00,20,1,10,0,1.16,0.00,0.000,1.96,0.000
12/27/2020 13:57:00,20,1,10,0,1.16,0.00,0.000,1.98,0.000
12/27/2020 13:58:00,20,1,10,0,1.16,0.00,0.000,1.99,0.000
12/27/2020 13:59:00,20,1,10,0,1.16,0.00,0.000,1.98,0.000
12/27/2020 14:00:00,20,1,10,0,1.16,0.00,0.000,1.98,0.000
12/27/2020 14:01:00,20,1,10,0,1.16,0.00,0.000,1.99,0.000
12/27/2020 14:02:00,20,1,10,0,1.16,0.00,0.000,1.99,0.000
12/27/2020 14:03:00,20,1,10,0,1.16,0.00,0.000,2.00,0.000
12/27/2020 14:04:00,20,1,10,0,1.16,0.00,0.000,1.99,0.000
12/27/2020 14:05:00,20,1,10,0,1.16,0.00,0.000,1.98,0.000
12/27/2020 14:06:00,20,1,10,0,1.16,0.00,0.000,1.99,0.000
12/27/2020 14:07:00,20,1,10,0,1.16,0.00,0.000,1.97,0.000
12/27/2020 14:08:00,20,1,10,0,1.16,0.00,0.000,2.01,0.000
12/27/2020 14:09:00,20,1,10,0,1.16,0.00,0.000,1.99,0.000
12/27/2020 14:10:00,20,1,10,0,1.16,0.00,0.000,1.99,0.000
12/27/2020 14:11:00,20,1,10,0,1.07,0.00,0.000,2.00,0.000
12/27/2020 14:12:00,20,1,10,0,1.16,0.00,0.000,1.99,0.000
12/27/2020 14:13:00,20,1,10,0,1.07,0.00,0.000,2.01,0.000
12/27/2020 14:14:00,20,1,10,0,1.16,0.00,0.000,2.01,0.000
12/27/2020 14:15:00,20,1,10,0,1.16,0.00,0.000,2.01,0.000
12/27/2020 14:16:00,20,1,10,0,1.11,0.00,0.000,2.00,0.000
12/27/2020 14:17:00,20,1,10,0,1.16,0.00,0.000,1.99,0.000
12/27/2020 14:18:00,20,1,10,0,1.16,0.00,0.000,1.99,0.000
12/27/2020 14:19:00,20,1,10,0,1.16,0.00,0.000,1.98,0.000
12/27/2020 14:20:00,20,1,10,0,1.11,0.00,0.000,2.01,0.000
12/27/2020 14:21:00,20,1,10,0,1.16,0.00,0.000,1.99,0.000
12/27/2020 14:22:00,20,1,10,0,1.16,0.00,0.000,1.99,0.000
12/27/2020 14:23:00,20,1,10,0,1.16,0.00,0.000,1.97,0.000
12/27/2020 14:24:00,20,1,10,0,1.16,0.00,0.000,1.98,0.000
12/27/2020 14:25:00,20,1,10,0,1.11,0.00,0.000,1.98,0.000
12/27/2020 14:26:00,20,1,10,0,1.16,0.00,0.000,1.96,0.000
12/27/2020 14:27:00,20,1,10,0,1.16,0.00,0.000,1.98,0.000
12/27/2020 14:28:00,20,1,10,0,1.11,0.00,0.000,1.98,0.000
12/27/2020 14:29:00,20,1,10,0,1.07,0.00,0.000,1.96,0.000
12/27/2020 14:30:00,20,1,10,0,1.16,0.00,0.000,1.98,0.000
12/27/2020 14:31:00,20,1,10,0,1.16,0.00,0.000,1.99,0.000
12/27/2020 14:32:00,20,1,10,0,1.16,0.00,0.000,1.97,0.000
12/27/2020 14:33:00,20,1,10,0,1.16,0.00,0.000,1.97,0.000
12/27/2020 14:34:00,20,1,10,0,1.03,0.00,0.000,1.98,0.000
12/27/2020 14:35:00,20,1,10,0,1.16,0.00,0.000,1.98,0.000
12/27/2020 14:36:00,20,1,10,0,1.11,0.00,0.000,1.97,0.000
12/27/2020 14:37:00,20,1,10,0,1.07,0.00,0.000,1.98,0.000
12/27/2020 14:38:00,20,1,10,0,1.07,0.00,0.000,1.97,0.000
12/27/2020 14:39:00,20,1,10,0,1.07,0.00,0.000,1.99,0.000
12/27/2020 14:40:00,20,1,10,0,1.11,0.00,0.000,1.97,0.000
12/27/2020 14:41:00,20,1,10,0,1.16,0.00,0.000,1.99,0.000
12/27/2020 14:42:00,20,1,10,0,1.16,0.00,0.000,1.98,0.000
12/27/2020 14:43:00,20,1,10,0,1.16,0.00,0.000,1.98,0.000
12/27/2020 14:44:00,20,1,10,0,1.16,0.00,0.000,1.99,0.000
12/27/2020 14:45:00,20,1,10,0,1.16,0.00,0.000,1.97,0.000
12/27/2020 14:46:00,20,1,10,0,1.11,0.00,0.000,1.99,0.000
12/27/2020 14:47:00,20,1,10,0,1.16,0.00,0.000,1.98,0.000
12/27/2020 14:48:00,20,1,10,0,1.16,0.00,0.000,1.95,0.000
12/27/2020 14:49:00,20,1,10,0,1.16,0.00,0.000,1.98,0.000
12/27/2020 14:50:00,20,1,10,0,1.16,0.00,0.000,1.97,0.000
12/27/2020 14:51:00,20,1,10,0,1.16,0.00,0.000,1.99,0.000
12/27/2020 14:52:00,20,1,10,0,1.20,0.00,0.000,1.96,0.000
12/27/2020 14:53:00,20,1,10,0,1.07,0.00,0.000,1.99,0.000
12/27/2020 14:54:00,20,1,10,0,1.16,0.00,0.000,1.98,0.000
12/27/2020 14:55:00,20,1,10,0,1.16,0.00,0.000,1.96,0.000
12/27/2020 14:56:00,20,1,10,0,1.11,0.00,0.000,1.97,0.000
12/27/2020 14:57:00,20,1,10,0,1.16,0.00,0.000,1.97,0.000
12/27/2020 14:58:00,20,1,10,0,1.20,0.00,0.000,1.99,0.000
12/27/2020 14:59:00,20,1,10,0,1.16,0.00,0.000,1.98,0.000
12/27/2020 15:00:00,20,1,10,0,1.11,0.00,0.000,1.98,0.000
12/27/2020 15:01:00,20,1,10,0,1.16,0.00,0.000,1.97,0.000
12/27/2020 15:02:00,20,1,10,0,1.16,0.00,0.000,1.99,0.000
12/27/2020 15:03:00,20,1,10,0,1.11,0.00,0.000,1.99,0.000
12/27/2020 15:04:00,20,1,10,0,1.16,0.00,0.000,1.99,0.000
12/27/2020 15:05:00,20,1,10,0,1.11,0.00,0.000,1.98,0.000
12/27/2020 15:06:00,20,1,10,0,1.07,0.00,0.000,1.98,0.000
