Date Time,Level_950,Vel_950,Flow_950,Level_PT,Flow_PT
MM/dd/yyyy hh:mm:ss,in,fps,gpm,in,gpm
02/26/2021 11:45:00,0.00,0.00,0.000,-0.25,0.000
02/26/2021 11:50:00,0.00,0.00,0.000,-0.24,0.000
02/26/2021 11:55:00,0.00,0.00,0.000,-0.23,0.000
02/26/2021 12:00:00,0.00,0.00,0.000,-0.23,0.000
02/26/2021 12:05:00,0.00,0.00,0.000,-0.22,0.000
02/26/2021 12:10:00,0.00,0.00,0.000,-0.20,0.000
02/26/2021 12:15:00,0.00,0.00,0.000,-0.20,0.000
02/26/2021 12:20:00,0.00,0.00,0.000,-0.19,0.000
02/26/2021 12:25:00,0.00,0.00,0.000,-0.19,0.000
02/26/2021 12:30:00,0.00,0.00,0.000,-0.17,0.000
02/26/2021 12:35:00,0.00,0.00,0.000,-0.14,0.000
02/26/2021 12:40:00,0.00,0.00,0.000,-0.14,0.000
02/26/2021 12:45:00,0.00,0.00,0.000,-0.12,0.000
02/26/2021 12:50:00,0.00,0.00,0.000,-0.13,0.000
02/26/2021 12:55:00,0.00,0.00,0.000,-0.12,0.000
02/26/2021 13:00:00,0.00,0.00,0.000,-0.09,0.000
02/26/2021 13:05:00,0.00,0.00,0.000,-0.09,0.000
02/26/2021 13:10:00,0.00,0.00,0.000,-0.08,0.000
02/26/2021 13:15:00,0.00,0.00,0.000,-0.08,0.000
02/26/2021 13:20:00,0.00,0.00,0.000,-0.04,0.000
02/26/2021 13:25:00,0.00,0.00,0.000,0.00,0.000
02/26/2021 13:30:00,0.00,0.00,0.000,-0.03,0.000
02/26/2021 13:35:00,0.00,0.00,0.000,0.01,0.549
02/26/2021 13:40:00,0.00,0.00,0.000,0.04,2.194
02/26/2021 13:45:00,0.00,0.00,0.000,-0.02,0.000
02/26/2021 13:50:00,0.00,0.00,0.000,-0.09,0.000
02/26/2021 13:55:00,0.00,0.00,0.000,-0.14,0.000
02/26/2021 14:00:00,0.00,0.00,0.000,-0.19,0.000
02/26/2021 14:05:00,0.00,0.00,0.000,-0.22,0.000
02/26/2021 14:10:00,0.00,0.00,0.000,-0.23,0.000
02/26/2021 14:15:00,0.00,0.00,0.000,-0.23,0.000
02/26/2021 14:20:00,0.00,0.00,0.000,-0.23,0.000
02/26/2021 14:25:00,0.00,0.00,0.000,-0.24,0.000
02/26/2021 14:30:00,0.00,0.00,0.000,-0.25,0.000
02/26/2021 14:35:00,0.00,0.00,0.000,-0.25,0.000
02/26/2021 14:40:00,0.00,0.00,0.000,-0.25,0.000
02/26/2021 14:45:00,0.00,0.00,0.000,-0.26,0.000
02/26/2021 14:50:00,0.00,0.00,0.000,-0.26,0.000
02/26/2021 14:55:00,0.00,0.00,0.000,-0.25,0.000
02/26/2021 15:00:00,0.00,0.00,0.000,-0.26,0.000
02/26/2021 15:05:00,0.00,0.00,0.000,-0.26,0.000
02/26/2021 15:10:00,0.00,0.00,0.000,-0.26,0.000
02/26/2021 15:15:00,0.00,0.00,0.000,-0.26,0.000
02/26/2021 15:20:00,0.00,0.00,0.000,-0.27,0.000
02/26/2021 15:25:00,0.00,0.00,0.000,-0.26,0.000
02/26/2021 15:30:00,0.00,0.00,0.000,-0.26,0.000
02/26/2021 15:35:00,0.00,0.00,0.000,-0.27,0.000
02/26/2021 15:40:00,0.00,0.00,0.000,-0.27,0.000
02/26/2021 15:45:00,0.00,0.00,0.000,-0.26,0.000
02/26/2021 15:50:00,0.00,0.00,0.000,-0.27,0.000
02/26/2021 15:55:00,0.00,0.00,0.000,-0.27,0.000
02/26/2021 16:00:00,0.00,0.00,0.000,-0.27,0.000
02/26/2021 16:05:00,0.00,0.00,0.000,-0.27,0.000
02/26/2021 16:10:00,0.00,0.00,0.000,-0.27,0.000
02/26/2021 16:15:00,0.00,0.00,0.000,-0.27,0.000
02/26/2021 16:20:00,0.00,0.00,0.000,-0.27,0.000
02/26/2021 16:25:00,0.00,0.00,0.000,-0.27,0.000
02/26/2021 16:30:00,0.00,0.00,0.000,-0.27,0.000
02/26/2021 16:35:00,0.00,0.00,0.000,-0.27,0.000
02/26/2021 16:40:00,0.00,0.00,0.000,-0.28,0.000
02/26/2021 16:45:00,0.00,0.00,0.000,-0.27,0.000
02/26/2021 16:50:00,0.00,0.00,0.000,-0.27,0.000
02/26/2021 16:55:00,0.00,0.00,0.000,-0.27,0.000
02/26/2021 17:00:00,0.00,0.00,0.000,-0.27,0.000
02/26/2021 17:05:00,0.00,0.00,0.000,-0.27,0.000
02/26/2021 17:10:00,0.00,0.00,0.000,-0.27,0.000
02/26/2021 17:15:00,0.00,0.00,0.000,-0.27,0.000
02/26/2021 17:20:00,0.00,0.00,0.000,-0.27,0.000
02/26/2021 17:25:00,0.00,0.00,0.000,-0.27,0.000
02/26/2021 17:30:00,0.00,0.00,0.000,-0.27,0.000
02/26/2021 17:35:00,0.00,0.00,0.000,-0.27,0.000
02/26/2021 17:40:00,0.00,0.00,0.000,-0.27,0.000
02/26/2021 17:45:00,0.00,0.00,0.000,-0.27,0.000
02/26/2021 17:50:00,0.00,0.00,0.000,-0.27,0.000
02/26/2021 17:55:00,0.00,0.00,0.000,-0.27,0.000
02/26/2021 18:00:00,0.00,0.00,0.000,-0.27,0.000
02/26/2021 18:05:00,0.00,0.00,0.000,-0.27,0.000
02/26/2021 18:10:00,0.00,0.00,0.000,-0.27,0.000
02/26/2021 18:15:00,0.00,0.00,0.000,-0.27,0.000
02/26/2021 18:20:00,0.00,0.00,0.000,-0.26,0.000
